Evidence ID,Recorded UTC,Exact Object ID,Drive ID,Artifact ID,Evidence Role,Primary Evidence,Summary Only,Derives From,Code Fixture ID,Computational Fixture ID,Methodological Family,Review ID,Evidence Class,Source URL,Status
EV-P01-T-LS-AUD,2026-07-24T20:40:00Z,P0.1-DOMAIN-T-SHA666f582c,1X9eNFpg7Or3HTLqKSIuslVd6vw3yLSw_xqo-BHdohGs,LS-AUD-003-v1.0,ADVERSARIAL_REVIEW,TRUE,FALSE,Frozen theorem; LS-COR-001,,,Same-family probability synthesis audit,REV-P01-T-LS-001,SAME-LINE MATHEMATICAL AUDIT,https://docs.google.com/document/d/1X9eNFpg7Or3HTLqKSIuslVd6vw3yLSw_xqo-BHdohGs/edit,PASS AFTER REPAIR / NON-GP REVIEW OPEN
EV-EC019-CL-REG-214,2026-07-24T20:47:00Z,EC-019-T2-r=1/20,CL-REG-214,CL-REG-214-v1.0,PREREGISTRATION,TRUE,FALSE,,,,Anthropic A-line precomparison commitment,REV-EC019-CL-214,AUTHORITATIVE PREREGISTRATION,https://docs.google.com/document/d/1QR6tsjvcO-kga3Zrh5AHiV_GGYemY1RJ0EEhO9HjZzI/edit,"PASS / PRECISIONS 40,100,200"
EV-EC019-CL-DATA-214,2026-07-24T20:47:00Z,EC-019-T2-r=1/20,1zEhxjs0ZU1wtgt_-zaldnxr0gi_bUqmW9sUa_YOClVs,CL-DATA-214-v1.0,INDEPENDENT_SOURCE_AND_RESULT_RECEIPT,FALSE,TRUE,CL-REG-214; GP-SPEC-166,cleanroom SHA bccf…; runner SHA 147d…; result SHA 2d32…,Python 3.11.15 stdlib exact-rational runtime,Anthropic source-independent interval implementation,REV-EC019-CL-214,FROZEN RECEIPT / RAW CARRIERS PENDING IN DRIVE,https://docs.google.com/document/d/1zEhxjs0ZU1wtgt_-zaldnxr0gi_bUqmW9sUa_YOClVs/edit,T2 PRECOMPARISON PASS / PACKAGE REPLAY OPEN
EV-EC019-CL-AUD-214,2026-07-24T20:47:00Z,EC-019-T2-r=1/20,1DDTTB4y9jZtZYzFaZxMSZ5OU1Sf2aO53ALyVyfkFDks,CL-AUD-214-v1.0,QUALIFYING_INDEPENDENT_REVIEW,TRUE,FALSE,CL-REG-214; CL-DATA-214; post-freeze GP comparison,,,Anthropic exact-rational clean-room audit,REV-EC019-CL-214,T2 SCIENTIFIC VERDICT,https://docs.google.com/document/d/1DDTTB4y9jZtZYzFaZxMSZ5OU1Sf2aO53ALyVyfkFDks/edit,PASS / ONE QUALIFYING INDEPENDENCE CREDIT
EV-QM-GPREG188,2026-07-24T21:45:00Z,q0-law-specific/1.2 fail-closed successor machine,1KWNv1Yz95o42tMocUA_G7qocQrioS52o,GP-REG-188-v1.0,RAW MACHINE JSON / MIGRATION GRAPH,TRUE,FALSE,GP-REG-051; GP-AUD-187; active-machine untouched contract,SHA256:65af52096aa40a4ab49f0a7b0fca6d29876aaafa153139da8de351ab3b632219,22 claims; complete Theorem B split; terminal allowlist,OpenAI same-line machine repair,REV-QM-GPAUD188-SAME,NONCANONICAL SUCCESSOR SOURCE,https://drive.google.com/file/d/1KWNv1Yz95o42tMocUA_G7qocQrioS52o/view,ROUND-TRIP PASS / ZERO ROOTS PROMOTABLE / ACTIVE MACHINE UNCHANGED
EV-QM-GPDATA188,2026-07-24T21:45:00Z,q0-law-specific/1.2 fail-closed verifier,1COFvunwQWUWxET6AB0j0kYd-SfUO0BSU,GP-DATA-188-v1.0,PYTHON VERIFIER / ADVERSARIAL NEGATIVE TESTS,TRUE,FALSE,GP-REG-188; GP-DATA-022 predecessor,SHA256:10ac7b82923c79d491923a9c4a840797004056326b02cd48aa2e40c51ed4d2a3,12 adversarial mutations; dependency-route and migration checks,OpenAI same-line executable verifier,REV-QM-GPAUD188-SAME,EXECUTABLE VERIFICATION SOURCE,https://drive.google.com/file/d/1COFvunwQWUWxET6AB0j0kYd-SfUO0BSU/view,12-OF-12 PASS / DOWNLOADED RERUN PASS / ACTIVE VERIFIER UNCHANGED
EV-QM-GPAUD188,2026-07-24T21:45:00Z,law-specific q successor audit and execution report,1P9acBlckVQ_C-e_Uq9f-P3o3bm-AgMRU07fgy--0Svc,GP-AUD-188-v1.0,MACHINE/VERIFIER AUDIT / REPAIR / ROUND-TRIP REPRODUCTION,TRUE,FALSE,GP-REG-021; GP-REG-051; GP-DATA-022; GP-AUD-187; raw 1.2 package,Report SHA256:2b5b0805525bd7ac549a1c0c50227625731083e10fefae763d1f51aa1ba118ca,Downloaded machine/verifier rerun; byte-identical report,OpenAI same-line adversarial execution,REV-QM-GPAUD188-SAME,SAME-LINE REPAIR AUDIT,https://docs.google.com/document/d/1P9acBlckVQ_C-e_Uq9f-P3o3bm-AgMRU07fgy--0Svc/edit,NONCANONICAL PASS / INDEPENDENT REVIEW OPEN / NO INSTALLATION OR PROMOTION
EV-FOR-GPFOR189,2026-07-24T22:00:00Z,formal-core r1 exact source-recovery package,14SKjjD_c6CBEKWaXxX9W-Sm5blNxIRuN,GP-FOR-189-v1.0,RAW ZIP / LEAN SOURCE / STATUS MATRIX,TRUE,FALSE,GP-FOR-001 historical record; exact claim-source documents,ZIP SHA256:34ddf3d1b029fc654b4435e95bef4a74fbb43f7642e3a9a9e476cb77d40179ce,Static audit only; Lean compiler unavailable,OpenAI same-line source recovery,REV-FOR-GPAUD189-SAME,NONCANONICAL SOURCE CARRIER,https://drive.google.com/file/d/14SKjjD_c6CBEKWaXxX9W-Sm5blNxIRuN/view,ROUNDTRIP PASS / PLACEHOLDERS NONE / COMPILATION NOT RUN
EV-FOR-GPAUD189,2026-07-24T22:00:00Z,original formal-core source identity and successor scope,1Z5KLJ4qlIMWx8AYsXoIshJ1xq2hzM6kU38DXcCw8ALg,GP-AUD-189-v1.0,SOURCE IDENTITY / FORMAL STATEMENT AUDIT,TRUE,FALSE,GP-FOR-001; GP-FOR-189; Formalization Board; closure sources,Static report SHA256:4e28e4fb2af5df4f9a1b0a4dcdccbd596f2f60dce00f6f188a7cd0c0dc98f9ba,Source/hash/static analysis; no Lean execution,OpenAI same-line adversarial formal audit,REV-FOR-GPAUD189-SAME,CURRENT FORMAL-SOURCE STATUS CORRECTION,https://docs.google.com/document/d/1Z5KLJ4qlIMWx8AYsXoIshJ1xq2hzM6kU38DXcCw8ALg/edit,ORIGINAL SOURCE MISSING / R1 STATIC PASS / CI-PENDING / NO MACHINE-CHECKED PROOF
EV-P02-LM002-PRIMARY,2026-07-21,P02-LM-002,1MPY74ihf6hxrr97d7nnK-9Id1ARI3xL_2Eb63HdpV8Y,GP-DER-071-v1.0 Sections 1–2,PRIMARY EXACT ALGEBRAIC DM2 PROOF,TRUE,FALSE,Exact endpoint Hessian convention,NONE,factorization and R8 domination,OpenAI symbolic derivation,REV-P02-LM002-CL052,EXACT ALGEBRAIC DERIVATION,https://docs.google.com/document/d/1MPY74ihf6hxrr97d7nnK-9Id1ARI3xL_2Eb63HdpV8Y/edit,CLOSED WITHIN SECTIONS 1–2 SCOPE
EV-P02-LM002-CL052,2026-07-21,P02-LM-002,1kqZ2KB5ysCHZiVueNaVfIKJfAsljF0W3HagoMVNT5Yw,CL-AUD-052-v1.0,QUALIFYING ORGANIZATIONALLY DISTINCT SYMBOLIC/COMPUTATIONAL AUDIT,TRUE,FALSE,GP-DER-071; fold frame; core pairing displays,self-contained rational/symbolic scripts,"exact factorization; 200,000 domination samples",Anthropic independent symbolic and numerical audit,REV-P02-LM002-CL052,ORGANIZATIONALLY DISTINCT SYMBOLIC-COMPUTATIONAL REVIEW,https://docs.google.com/document/d/1kqZ2KB5ysCHZiVueNaVfIKJfAsljF0W3HagoMVNT5Yw/edit,PASS ALL CLOSED-OBJECT CHECKS / ONE REVIEW CREDIT
EV-P02-LM002-CLOSURE,2026-07-24T21:00:00Z,P02-LM-002,1P84b7pNI-z8l9jQrRWW9pP5dNcA4TszKIhMZDFxBlWw,LCR-CAP-011-v1.0 / LCR-CLS-010-v1.0,TERMINAL CLOSURE RECORD,TRUE,FALSE,GP-DER-071; CL-AUD-052; CL-AUD-045/046,NONE,"exact statement, proof, exclusions, reopening conditions",LCR closure adjudication,REV-P02-LM002-CL052,TERMINAL EXACT INTERFACE,https://docs.google.com/document/d/1P84b7pNI-z8l9jQrRWW9pP5dNcA4TszKIhMZDFxBlWw/edit,CLOSED — EXACT UNIFORM r4 DETERMINANT-WEIGHT SECOND-MOMENT INTERFACE
EV-P02-LM003-LCRAUD012,2026-07-24T21:07:00Z,P02-LM-003,1T3GxktbYBO2VaaNsvOnU1eeVqSWNj11EZz5iRFN2FFE,LCR-AUD-012-v1.0,SAME-LINE PROOF RECONSTRUCTION / NARROWING,TRUE,FALSE,GP-DER-043; P02-LM-001/002,NONE,H1-H5 and R1-R12 proof ledger,OpenAI measure-theoretic reconstruction,REV-P02-LM003-EXTERNAL-OPEN,SAME-FAMILY TECHNICAL AUDIT,https://docs.google.com/document/d/1T3GxktbYBO2VaaNsvOnU1eeVqSWNj11EZz5iRFN2FFE/edit,SURVIVES SAME-LINE / ZERO INDEPENDENCE CREDIT / NORMALIZER INTERFACE EXTRACTED
EV-P02-LM003-REQ013,2026-07-24T21:08:00Z,P02-LM-003,120e6YSlnf1OtWD9bwaIEdOiBnDpbQSHeyFS0zJItjEg,LCR-REQ-013-v1.0,EXTERNAL REVIEW SPECIFICATION,FALSE,TRUE,LCR-AUD-012; GP-DER-043,NONE,R1-R12 acceptance ledger,OpenAI review routing,REV-P02-LM003-EXTERNAL-OPEN,NONPRIMARY REVIEW REQUEST,https://docs.google.com/document/d/120e6YSlnf1OtWD9bwaIEdOiBnDpbQSHeyFS0zJItjEg/edit,ACTIVE / INDEPENDENT REVIEW PENDING / NO PROMOTION
EV-P01-LINEAR-010,2026-07-24T21:15:00Z,P0.1-FROZEN-SHA-666f582c,1JjAHj-LiiZaSLy4n4ain6XE5T7N3CVn3ZqGS6HV6dyA,LCR-DER-010-v1.0,PRIMARY_DERIVATION_COMPANION,TRUE,FALSE,GP-DATA-123; LCR-DER-003; GP-DER-186; LS-COR-001; GP-DATA-178,FROZEN-SHA256:666f582cb1374e3191b04053d2f7b75b129006fc83f3c6bbb237055721c4eb28,GP-DATA-178 source SHA256:8a27c6043acf8f95e33e8637507c76540824294699e9bbc83b69cdfb7a908df3,OpenAI same-line integrated mathematical synthesis,REV-P01-INTEGRATED-OPENAI-010,REPAIRED PROOF COMPANION,https://docs.google.com/document/d/1JjAHj-LiiZaSLy4n4ain6XE5T7N3CVn3ZqGS6HV6dyA/edit,PASS SAME-LINE / EXTERNAL REVIEW OPEN
EV-P01-D-AUD-008,2026-07-24T21:15:00Z,P0.1-D-NONCOMPACT-ROBUSTNESS,139fpqyUMc_8kqwTOagHO1mKLZrkhkIg0bL5HrnUwPgI,LCR-AUD-008-v1.0,SOURCE_REPLAY_AND_ADVERSARIAL_AUDIT,FALSE,FALSE,GP-DER-186; GP-DATA-178; GP-DER-045,SHA256:8a27c6043acf8f95e33e8637507c76540824294699e9bbc83b69cdfb7a908df3,CPython 3.13.5 Linux; 19 gates; 5 controls,OpenAI same-line source replay plus independent perturbation recalculation,REV-P01-D-LCR-008,SAME-FAMILY AUDIT,https://docs.google.com/document/d/139fpqyUMc_8kqwTOagHO1mKLZrkhkIg0bL5HrnUwPgI/edit,PASS WITH CLARIFICATIONS / ZERO INDEPENDENCE CREDIT
EV-P01-T-AUD-009,2026-07-24T21:15:00Z,P0.1-T-SIGNED-INDEX-GT5-SYNTHESIS,1sUgGFMofvjt1KO4mX9oaStFNrhUIFZVU7RkCgpYN854,LCR-AUD-009-v1.0,ADVERSARIAL_PROBABILITY_AUDIT,FALSE,FALSE,GP-DER-046; LS-COR-001; repaired Domains G and D,FROZEN-SHA256:666f582cb1374e3191b04053d2f7b75b129006fc83f3c6bbb237055721c4eb28,Signed-index Dudley/Borell reconstruction,OpenAI same-line Gaussian-process and exact-law synthesis audit,REV-P01-T-LCR-009,SAME-FAMILY AUDIT,https://docs.google.com/document/d/1sUgGFMofvjt1KO4mX9oaStFNrhUIFZVU7RkCgpYN854/edit,PASS AFTER REPAIR / ZERO INDEPENDENCE CREDIT
EV-P01-READ-012,2026-07-24T21:15:00Z,P0.1-FROZEN-SHA-666f582c,1ozpD2kzPzSWH33uEqA8tJFRylI1PECCTsJjYxRrN87I,LCR-READ-012-v1.0,PACKAGE_INTEGRITY_ROUTER,FALSE,TRUE,LCR-DER-010; LCR-REQ-007; LCR-CAP-002,FROZEN-SHA256:666f582cb1374e3191b04053d2f7b75b129006fc83f3c6bbb237055721c4eb28,Canonical folders 1jL6ul... and 1R0gv0...,Package-navigation synthesis,PACKAGE-REVIEW-PENDING,REVIEW ENTRY / SUMMARY,https://docs.google.com/document/d/1ozpD2kzPzSWH33uEqA8tJFRylI1PECCTsJjYxRrN87I/edit,ACTIVE
EV-P02-LM004-LCRAUD014,2026-07-24T21:17:00Z,P02-LM-004,1eGVRtBl4_C7VhIn9gIsQ14YE0gV_p4rndglwq_KcH7E,LCR-AUD-014-v1.0,SAME-LINE GATEWISE EXACT-FIELD ROBUSTNESS PROOF,TRUE,FALSE,P02-LM-001; GP-DER-045/047; GP-PROT-065,NONE,A1-A15; RW/4 tolerance; r_rob formula,OpenAI dynamical proof reconstruction,REV-P02-LM004-EXTERNAL-OPEN,SAME-FAMILY TECHNICAL AUDIT,https://docs.google.com/document/d/1eGVRtBl4_C7VhIn9gIsQ14YE0gV_p4rndglwq_KcH7E/edit,SURVIVES SAME-LINE / ZERO INDEPENDENCE CREDIT
EV-P02-LM004-REQ015,2026-07-24T21:18:00Z,P02-LM-004,1z18gNM1JPWqufi81YRoJRFAcaeG6Ia-m03l874IevVw,LCR-REQ-015-v1.0,EXTERNAL REVIEW SPECIFICATION,FALSE,TRUE,LCR-AUD-014; P02-LM-001; GP-PROT-065,NONE,A1-A15 acceptance ledger,OpenAI review routing,REV-P02-LM004-EXTERNAL-OPEN,NONPRIMARY REVIEW REQUEST,https://docs.google.com/document/d/1z18gNM1JPWqufi81YRoJRFAcaeG6Ia-m03l874IevVw/edit,ACTIVE / INDEPENDENT REVIEW PENDING / NO PROMOTION
EV-P02-LM005-PRIMARY,2026-07-22,P02-LM-005,1dn8BVsmScu690vX4Z_ewNgl0QRvMDBXcyzWiTtyJeho,GP-DER-044-v1.0,PRIMARY EXACT CONFLUENT GAUSSIAN REGULARITY PROOF,TRUE,FALSE,exact periodized kernel and fifteen functional frame,NONE,covariance continuity and Schur complement,OpenAI analytic Gaussian proof,REV-P02-LM005-CL074,EXACT FINITE-DIMENSIONAL GAUSSIAN DERIVATION,https://docs.google.com/document/d/1dn8BVsmScu690vX4Z_ewNgl0QRvMDBXcyzWiTtyJeho/edit,CLOSED WITHIN EXTRACTED REGULARITY SCOPE
EV-P02-LM005-CL074,2026-07-22,P02-LM-005 / EC-021 Q2,1dqPo81PbLBofWYbJXYi6q_gc9XzkLgo26ibC1vv9GlM,CL-AUD-074-v1.0 Q2,QUALIFYING ORGANIZATIONALLY DISTINCT STRUCTURAL REVIEW,TRUE,FALSE,GP-DER-044; GP-DER-116,independent rational frame checks,frame determinant samples; symbolic coefficient checks,Anthropic structural Gaussian reconstruction,REV-P02-LM005-CL074,ORGANIZATIONALLY DISTINCT STRUCTURAL ANALYTIC REVIEW,https://docs.google.com/document/d/1dqPo81PbLBofWYbJXYi6q_gc9XzkLgo26ibC1vv9GlM/edit,PASS QUALITATIVE REGULARITY / QUANTITATIVE EIGENVALUE ENCLOSURES NOT CLAIMED
EV-P02-LM005-CLOSURE,2026-07-24T21:22:00Z,P02-LM-005,1e8u5p9b4lEnRaZRNytj2Tu9ncAS1OnjhRbi4FP0hYU4,LCR-CAP-016-v1.0 / LCR-CLS-015-v1.0,TERMINAL CLOSURE RECORD,TRUE,FALSE,GP-DER-044; GP-DER-116; CL-AUD-074,NONE,"density envelope, compact minima, moment ledger",LCR closure adjudication,REV-P02-LM005-CL074,TERMINAL EXACT GAUSSIAN INTERFACE,https://docs.google.com/document/d/1e8u5p9b4lEnRaZRNytj2Tu9ncAS1OnjhRbi4FP0hYU4/edit,CLOSED — EXACT UNIFORM NINE-JET GAUSSIAN DENSITY AND MOMENT INTERFACE
EV-P02-LM006-REQ018,2026-07-24T21:26:00Z,P02-LM-006,1xt7tYC-tJW500HczDTkA8terRMSPpiOUVn7Zvil9i7A,LCR-REQ-018-v1.0,EXTERNAL REVIEW SPECIFICATION,FALSE,TRUE,GP-DATA-123; GP-DER-118; LCR-AUD-004; P02-LM-005; CL-AUD-072,LCR-DATA-005 same-line symbolic helper,N1-N12 ledger,OpenAI review routing,REV-P02-LM006-EXTERNAL-OPEN,NONPRIMARY REVIEW REQUEST,https://docs.google.com/document/d/1xt7tYC-tJW500HczDTkA8terRMSPpiOUVn7Zvil9i7A/edit,ACTIVE / INDEPENDENT REVIEW PENDING / NO PROMOTION
EV-P02-LM003-FROZEN,2026-07-24T21:17:30Z,P02-LM-003,1dnGjJWQOJgRBrF6aq4kIE31i2PBWD2nHs7VgToANx_s,LCR-DER-014-v1.0,FROZEN COMPLETE PROOF CANDIDATE,TRUE,FALSE,GP-DER-043; LCR-AUD-012,NONE,BODY 6874; SHA 5173d26d…bb83e,OpenAI conditional measure proof,REV-P02-LM003-EXTERNAL-OPEN,SAME-FAMILY PRIMARY PROOF CANDIDATE,https://docs.google.com/document/d/1dnGjJWQOJgRBrF6aq4kIE31i2PBWD2nHs7VgToANx_s/edit,OBJECT-FROZEN / COMPLETE / ZERO INDEPENDENCE CREDIT
EV-P02-LM003-FREEZE,2026-07-24T21:18:06Z,P02-LM-003,1noYZfoaNlQ9SetlAmv3Jg-SVXsll5jFqdepdiF3J9rk,LCR-REC-015-v1.0,SOURCE IDENTITY RECEIPT,FALSE,TRUE,LCR-DER-014-v1.0,NONE,independent same-family hash reproduction,OpenAI source-identity audit,REV-P02-LM003-EXTERNAL-OPEN,SAME-FAMILY FREEZE RECEIPT,https://docs.google.com/document/d/1noYZfoaNlQ9SetlAmv3Jg-SVXsll5jFqdepdiF3J9rk/edit,PASS / ZERO INDEPENDENCE CREDIT
EV-P02-LM004-FROZEN,2026-07-24T21:23:32Z,P02-LM-004,1hwPg0RO0HZwMCtGBhYKhFGou46d38dRTMa5sAhsJR3U,LCR-DER-016-v1.0,FROZEN COMPLETE PROOF CANDIDATE,TRUE,FALSE,P02-LM-001; GP-DER-045/047; GP-PROT-065,NONE,BODY 10004; SHA 6a85ccf6…cdb3d,OpenAI adaptive dynamical proof,REV-P02-LM004-EXTERNAL-OPEN,SAME-FAMILY PRIMARY PROOF CANDIDATE,https://docs.google.com/document/d/1hwPg0RO0HZwMCtGBhYKhFGou46d38dRTMa5sAhsJR3U/edit,OBJECT-FROZEN / COMPLETE / ZERO INDEPENDENCE CREDIT
EV-P02-LM004-FREEZE,2026-07-24T21:24:00Z,P02-LM-004,1nPlvK4M8L80HZs289S09Iu7sya6MBgV64bF-vQjZS04,LCR-REC-017-v1.0,SOURCE IDENTITY RECEIPT,FALSE,TRUE,LCR-DER-016-v1.0,NONE,independent same-family hash reproduction,OpenAI source-identity audit,REV-P02-LM004-EXTERNAL-OPEN,SAME-FAMILY FREEZE RECEIPT,https://docs.google.com/document/d/1nPlvK4M8L80HZs289S09Iu7sya6MBgV64bF-vQjZS04/edit,PASS / ZERO INDEPENDENCE CREDIT
EV-P02-LM007-FROZEN,2026-07-24T21:35:08Z,P02-LM-007,1-MwBVOSTcDG9NBrUx6WrOI-DVbWomc60uJkc47vIlU0,LCR-DER-021-v1.0,FROZEN COMPLETE SIGNED-INDEX GT5 PROOF,TRUE,FALSE,GP-DER-046; LS-COR-001; LCR-AUD-009,NONE,BODY 8541; SHA 5267dc4b…10c9,OpenAI Gaussian-process proof,REV-P02-LM007-EXTERNAL-OPEN,SAME-FAMILY PRIMARY PROOF CANDIDATE,https://docs.google.com/document/d/1-MwBVOSTcDG9NBrUx6WrOI-DVbWomc60uJkc47vIlU0/edit,OBJECT-FROZEN / COMPLETE / ZERO INDEPENDENCE CREDIT
EV-P02-LM007-FREEZE,2026-07-24T21:35:39Z,P02-LM-007,1u4wPjbv4oPGDvofYD0YxHa6czwwDbkHTMF2ViGYaY2Q,LCR-REC-022-v1.0,SOURCE IDENTITY RECEIPT,FALSE,TRUE,LCR-DER-021-v1.0,NONE,same-family hash reproduction,OpenAI source identity audit,REV-P02-LM007-EXTERNAL-OPEN,SAME-FAMILY FREEZE RECEIPT,https://docs.google.com/document/d/1u4wPjbv4oPGDvofYD0YxHa6czwwDbkHTMF2ViGYaY2Q/edit,PASS / ZERO INDEPENDENCE CREDIT
EV-P02-LM007-REQ023,2026-07-24T21:36:00Z,P02-LM-007,1sgKUPTp50Wru2impXQVzYC-obdH01ApLx5qFpu00gnY,LCR-REQ-023-v1.0,EXTERNAL HASH-SPECIFIC REVIEW SPECIFICATION,FALSE,TRUE,LCR-DER-021; LCR-REC-022; historical CL-AUD-047 warning,NONE,T1-T14 ledger,OpenAI review routing,REV-P02-LM007-EXTERNAL-OPEN,NONPRIMARY REVIEW REQUEST,https://docs.google.com/document/d/1sgKUPTp50Wru2impXQVzYC-obdH01ApLx5qFpu00gnY/edit,ACTIVE / INDEPENDENT REVIEW PENDING / NO PROMOTION
EV-P02-LM008-PRIMARY,2026-07-20,P02-LM-008,1LyYDRVmTl0AKZcKhmDaRMEiWE_HDsmfwac4l2QsFV7c,GP-DER-046-v1.0 Palm corollary,PRIMARY CONDITIONAL CAUCHY–SCHWARZ INTERFACE,TRUE,FALSE,DM2 and normalizer premises,NONE,exact ratio power cancellation,OpenAI algebraic derivation,REV-P02-LM008-CL047,EXACT CONDITIONAL MEASURE INEQUALITY,https://docs.google.com/document/d/1LyYDRVmTl0AKZcKhmDaRMEiWE_HDsmfwac4l2QsFV7c/edit,CLOSED EXTRACTED INTERFACE; BROADER GT5 HISTORICAL PROOF NONTERMINAL
EV-P02-LM008-CL047,2026-07-20 / corrected 2026-07-24,P02-LM-008 / historical V2 §11,1RMDzZH_DBG9MdOY5cz4864shngTn6ShdbdT7K71JgX8,CL-AUD-047-v1.0 corrected current version,QUALIFYING PARTIAL-SCOPE ORGANIZATIONALLY DISTINCT ALGEBRA REVIEW,TRUE,FALSE,GP-DER-046 V2 architecture visible,historical CL scripts; no source needed for one-line algebra,Cauchy–Schwarz ratio and r power cancellation,Anthropic proof audit,REV-P02-LM008-CL047,ORGANIZATIONALLY DISTINCT PARTIAL-SCOPE REVIEW,https://docs.google.com/document/d/1RMDzZH_DBG9MdOY5cz4864shngTn6ShdbdT7K71JgX8/edit,PASS P02-LM-008 ONLY / ZERO TERMINAL CREDIT FOR REPAIRED GT5
EV-P02-LM008-CLOSURE,2026-07-24T21:42:00Z,P02-LM-008,1tQvVF3Q2kTNf1Ih_XSW3CB_DfOhcLS6vaWPGavUYfio,LCR-CAP-024-v1.0 / LCR-CLS-023-v1.0,TERMINAL CLOSURE RECORD,TRUE,FALSE,GP-DER-046; corrected CL-AUD-047; P02-LM-002,NONE,"exact statement, mutations, scope fence, review lineage",LCR closure adjudication,REV-P02-LM008-CL047,TERMINAL EXACT CONDITIONAL INTERFACE,https://docs.google.com/document/d/1tQvVF3Q2kTNf1Ih_XSW3CB_DfOhcLS6vaWPGavUYfio/edit,CLOSED — EXACT DETERMINANT-WEIGHTED PALM-TAIL TRANSFER INTERFACE
EV-P02-LM009-DER,2026-07-24T22:00:00Z,P02-LM-009,1OmNjEoWAQdW-LYRUakcYbnWqjIOq_GMJ1yXxCJPPCDM,LCR-DER-027-v1.0,PRIMARY_DERIVATION,TRUE,FALSE,P02-LM-005,SHA256:ccc07d959428519733c7fdf6c72f1bce63a40d0b0dc956ce0fe9f2ec459eb0b1,Exact moment/Markov derivation,OpenAI same-line,REV-P02-LM009-OPENAI,PROOF CANDIDATE,https://docs.google.com/document/d/1OmNjEoWAQdW-LYRUakcYbnWqjIOq_GMJ1yXxCJPPCDM/edit,EXTERNAL REVIEW OPEN
EV-P02-LM010-v1.1,2026-07-24T22:00:00Z,P02-LM-010,1Iqwm-8TcKNjrVQgeT71ip5Qg9C0qkkzr4rjageW9gZ0,LCR-DER-030-v1.1,PRIMARY_DERIVATION_SUCCESSOR,TRUE,FALSE,P02-LM-003/005/006; exact Taylor interface,SHA256:05e0f20f0feb938ab7fca43c49b1f70fd0b8a492138ae805a418a5d028177ef2,Exact disintegration and full-normalizer repair,OpenAI same-line,REV-P02-LM010-OPENAI-v1.1,PROOF CANDIDATE,https://docs.google.com/document/d/1Iqwm-8TcKNjrVQgeT71ip5Qg9C0qkkzr4rjageW9gZ0/edit,v1.0 SUPERSEDED / EXTERNAL REVIEW OPEN
EV-P02-LM011-DER,2026-07-24T22:00:00Z,P02-LM-011,1q_XOmFsEiNmyLs-2o1yBUXzuEObYRt9U5uI3uRMmZzw,LCR-DER-033-v1.0,CONDITIONAL_SYNTHESIS,TRUE,FALSE,Exact interfaces I1-I9,SHA256:17c37fa1da7aa246f3018bd4ecc69b6e7beef5d8a1bda616d250146b3629efa9,Exact union and power ledger,OpenAI same-line,REV-P02-LM011-OPENAI,CONDITIONAL PROOF CANDIDATE,https://docs.google.com/document/d/1q_XOmFsEiNmyLs-2o1yBUXzuEObYRt9U5uI3uRMmZzw/edit,DEPENDENCIES AND EXTERNAL REVIEW OPEN
EV-P02-LM010-COR041,2026-07-24T22:51:23Z,P02-LM-010-v1.1,1lfzeCXtktWMN1726mePCknFb-_ooGoao-_vZOSfWIMQ,LCR-COR-041-v1.0,CORRECTION_COMPANION,TRUE,FALSE,LCR-DER-030-v1.1,,,OpenAI measure-theoretic version control,LCR-AUD-040-v1.0,SAME-LINE NONFATAL CORRECTION,https://docs.google.com/document/d/1lfzeCXtktWMN1726mePCknFb-_ooGoao-_vZOSfWIMQ/edit,PASS-WITH-CLARIFICATION
EV-P02-XAUD040,2026-07-24T22:51:23Z,P02-LM-010-v1.1 + P02-LM-011,1tVWFNyxIYnPPgLVdpb6I6XsR_gP7IuHeswWLz5BlxOI,LCR-AUD-040-v1.0,SAME_LINE_ADVERSARIAL_AUDIT,FALSE,FALSE,LCR-DER-030-v1.1; LCR-DER-033-v1.0; LCR-COR-041-v1.0,SHA256:05e0f20f...; SHA256:17c37fa1...,Fresh Drive text export and marker-delimited hash replay,OpenAI exact-object cross-interface audit,LCR-AUD-040-v1.0,SOURCE REPLAY + PROOF AUDIT,https://docs.google.com/document/d/1tVWFNyxIYnPPgLVdpb6I6XsR_gP7IuHeswWLz5BlxOI/edit,PASS-SAME-LINE / EXTERNAL REVIEW OPEN
EV-P02LM012-PROOF,2026-07-24T22:30:00Z,P02-LM-012 predecessor / LCR-DER-040-v1.0,1Gk9UVk9rqcneMu-oCWzha2EAJ6IGI_ZfQqbpImDEJ3Q,LCR-DER-040-v1.0,PRIMARY_DERIVATION,TRUE,FALSE,P02-LM-004 v1.1; P02-LM-005/006/007/009/010 v1.1; P02-LM-011; GP-DER-045 corrected scaling,SHA256:8c30cd49ff0eedfc4fc55832b966f242350f0f13d54bb71b3d85d4c1338f65dd,,OpenAI source-level composition and scaling reconstruction,REV-P02LM012-OAI-SELF-001,EXACT CONDITIONAL COMPATIBILITY PROOF,https://docs.google.com/document/d/1Gk9UVk9rqcneMu-oCWzha2EAJ6IGI_ZfQqbpImDEJ3Q/edit,AMEND REQUIRED / HISTORICAL PRIMARY DERIVATION / COORDINATE-TYPE DEFECT / SUPERSEDED BY LCR-DER-043-v1.0
