Severity,Code,Exact object,Reference ID,Message
INFO,PRCP_EXPLICIT_PIN_OPERATOR_CONSTANT_PASS,GP-DER-100 / GP-DATA-101,TR-P02-026,The full-chart cubic Hermite pin correction gives conservative C_D≈1.820595770017029 and concrete H5 threshold≈1.019686418169839 for PRCP-INTERIOR-001. Source/receipt reconstruct exactly; 5/5 controls pass.
WARNING,PRCP_H5_AND_EXACT_FIELD_MEMBERSHIP_OPEN,PRCP-INTERIOR-001 exact-field transfer,GP-AUD-102 / HB-024 / HB-025,No rigorous conditioned H5 or direct C1 remainder is available. The explicit constant and updated prefill do not establish exact-field transfer.
CRITICAL,P01_IMPORTED_AR_NOT_SELF_CONTAINED,CL-AUD-051 headline a_r values,GP-AUD-103 F1,"CL-DATA-051 hard-codes noncapture constants from CL-AUD-049 and does not recompute the population. CL-AUD-050 is a fresh sample, not a configuration-identical replay. The imported a_r values are quarantined."
CRITICAL,P01_FINITE_GRID_NOT_CONTINUUM_PROOF,CL-DATA-051 nine-dimensional jet box,GP-AUD-103 F2 / GP-DATA-104,"Published 72-point testing uses only 32 selected-coordinate corners plus 40 random points. GP extends this to all 512 vertices at three rungs, but vertex success still does not prove the nonlinear continuum interior."
WARNING,P01_BOX_CLASSIFIER_NOT_FAILURE_COMPLETE,CL-DATA-051 captures(),GP-AUD-103 F3,"Published source lacks solver-success, finite-state, capture-event, and explicit M-maximum gates. GP fail-closed replay passes but does not retroactively qualify the original instrument."
WARNING,P01_BOX_MASS_NOT_CAPTURE_MASS,P_MS(B) approximately 0.71,GP-AUD-103 F4,The Monte Carlo estimates coordinate-box typed mass. It becomes a capture lower bound only after B subset A_r is certified on every point.
INFO,P01_FULL_512_VERTEX_REPLAY_PASS,CL jet box at three accessible rungs,GP-DATA-104 / GP-AUD-103,"All 512 vertices at each r in {0.05,0.025,0.0125} reach CAPTURE_EVENT under a fail-closed degree-four classifier. Strong finite-grid evidence; no continuum or exact-field authority."
CRITICAL,P01_CM059_DO_NOT_APPEND_UNCORRECTED,CL-AUD-051 / proposed CM-059 / CL-DATA-051,GP-AUD-103 / TR-P01-001 / GP-CLS-PROP-019,"CL-DATA-051 imports a_r, tests a finite subset, lacks failure-complete capture instrumentation, and estimates box membership rather than certified-capture mass. CM-059 must not be appended in its original wording. Full 512-vertex evidence remains retained as finite-grid diagnostic only."
INFO,P01_ROUTEB_FULL_DIMENSIONAL_D4_BOX_PASS,P01-ROUTEB-D4-BOX-001,GP-DER-106 / GP-AUD-107,"All nine jet coordinates have positive width and every degree-four gate has a positive outward-interval lower margin. This is a continuum degree-four component, not a mass or exact-field result."
WARNING,P01_D4_BOX_NOT_PALM_MASS_OR_EXACT_FIELD,GP-DER-106 Route-B box,TR-P01-002,Positive Euclidean volume plus same-line interval capture cannot be cited as a quantitative exact-law Palm lower bound or exact-field capture until density/normalizer and transfer gates pass.
INFO,P01_ROUTEB_D4_CONTINUUM_BOX_GP_PASS,GP-DER-106 / GP-DATA-106 / GP-AUD-107,TR-P01-002 / EC-017 / HB-028,"A positive-width full nine-coordinate box at r=1/20 passes every implemented repaired degree-four interval gate with minimum stored margin 0.00748528 and 5/5 controls. This is a GP-side component only; independent interval review, rigorous Palm mass, exact-field transfer, r-interval uniformity, and P0.1 remain open."
INFO,EC017_EC018_IDENTIFIER_COLLISION_RESOLVED,Easy Closure Queue,TR-ECID-001,EC-017 now uniquely denotes positive fixed-r typed-Palm mass under GP-CLS-PROP-020. EC-018 denotes the degree-four-only interval-box review candidate. Neither is terminal.
INFO,P01_FIXED_R_QUANTITATIVE_PALM_BOUND_GP_PASS,P01-ROUTEB-D4-BOX-001 at r=1/20,GP-DER-110 / GP-AUD-111 / TR-P01-005,"Exact-torus interval source yields P_MS(B)>=4.7285293630365039e-31 with byte-identical rerun and 5/5 controls. Outside review, exact-field transfer, r-uniformity, and P0.1 remain open."
WARNING,P01_TINY_FIXED_R_BOUND_NOT_UNIFORM_CA,GP-DER-110 numerical lower bound,TR-P01-005,"The displayed 4.728529e-31 is a conservative single-r finite-jet bound. It is not optimized, independently reviewed, exact-field, or a uniform P0.1 constant c_A."
CRITICAL,P01_FINITE_Q4_PALM_NOT_EXACT_FULL_FIELD_PALM,EC-017 v1.0 / GP-DER-108/110,GP-AUD-112 / TR-P01-006,The current weight/type formulas use normalized quartic endpoint Hessians measurable from the nine midpoint jets. Exact endpoint Hessians include higher-order residual Jacobians. Exact full-field Palm mass is not proved.
INFO,EC017_REVISION_1_1_FINITE_Q4_PACKAGE_READY,EC-017,GP-CLS-PROP-020-v1.1,Revised package closes only positive fixed-r typed finite-Q4 Palm mass after one non-GP review and Dylan's exact approval. v1.0 must not be approved.
104,CRITICAL,FINITE_Q4_NOT_EXACT_FIELD_PALM,EC-017 / GP-DER-108/110 / GP-CLS-PROP-020-v1.0,"Nine-jet Gaussian evidence with quartic endpoint Hessian weights cannot be cited as exact full-field Palm mass. Use P_{r,Q4}^{MS}; exact endpoint residual Hessians and types require a separate transfer/support argument."
INFO,P01_FIXED_R_EXACT_FIELD_SUPPORT_PROOF_CANDIDATE,r=1/20 exact full-field Palm adjacency,GP-DER-112-v1.1 / GP-AUD-113 / TR-P01-007,C4 constrained RKHS support and robust scaled-field capture give a GP-side qualitative exact-field positivity proof candidate. Non-GP review and human closure remain open.
WARNING,P01_FIXED_R_SUPPORT_NOT_UNIFORM_P01,GP-DER-112-v1.1 / EC-019,TR-P01-007,"Fixed-r qualitative positivity does not establish a numerical exact-field mass, an r interval, uniform c_A, P0.1, or downstream theorem promotion."
WARNING,P01_EXACT_FIELD_FIXED_R_CANDIDATE_NOT_ACCEPTED_P01,GP-DER-112-v1.1 / exact full-field P_r^MS at r=1/20,TR-P01-007 / HB-030,"GP-DER-112-v1.1 is a complete GP-side qualitative theorem candidate only. It must not be cited as independently accepted, quantitative, uniform in r, a c_A lower bound, P0.1, Theorem B, or a machine/release result. Finite-Q4 EC-017 evidence remains a separate object and cannot be imported as exact full-field mass."
INFO,P01_TR007_COLLISION_RECONCILED,TR-P01-007 / TR-P01-007-COLLISION-PROVENANCE,TR-P01ID-001,A concurrent duplicate ID was detected after write visibility converged. The authoritative TR-P01-007 is the complete GP-DER-112-v1.1 / GP-AUD-113 / GP-CLS-PROP-023 / EC-019 stack. The earlier candidate-only row is preserved as nonoperative collision provenance. No mathematical or closure status changed.
INFO,P01_UNIFORMQ_DEGREE4_CORRIDOR_GP_PASS,P01-UNIFORMQ-D4-BOX-001,GP-DER-114 / GP-AUD-115 / TR-P01-008,"Fixed q in [-1.02,-0.98] and 0<r<=1/20 yield s<=-19.6; every degree-four interval gate is positive with minimum margin 0.00748528."
WARNING,P01_UNIFORMQ_D4_NOT_PALM_MASS_OR_EXACT_FIELD,GP-DER-114 / EC-020,TR-P01-008 / HB-031,"Uniform deterministic geometry does not by itself prove finite-Q4 mass, exact full-field mass, exact adjacency, a numerical c_A, or P0.1."
WARNING,GP_DATA_114_FAILED_STAGING_PRESERVED,Drive ID 18auUSnBQ5273Scv-hvjx7zc6-TxQC2078EtkID27eRw,GP-AUD-115,First capsule source gzip was corrupt and receipt payload belonged to another artifact. Use verified v1.1 wrapper 1f__v4_Nn...; do not delete failed staging.
INFO,P01_UNIFORM_FINITE_Q4_MASS_GP_CANDIDATE,GP-DER-116 / EC-021,TR-P01-009 / GP-AUD-117,"For sufficiently small r, the fixed-q box has uniform positive mass under the finite-Q4 Palm law by density/weight/normalizer cancellation."
WARNING,P01_FINITE_Q4_UNIFORM_MASS_NOT_EXACT_FIELD_P01,GP-DER-116 / EC-021,GP-AUD-112 / GP-AUD-117,Finite-Q4 endpoint Hessians and degree-four capture omit residual exact-field Hessians and exact selected-branch support; P0.1 remains open.
INFO,P01_COMPLETE_GP_SIDE_CANDIDATE_PROOF,GP-DER-119 / GP-DER-118,TR-P01-010 / GP-AUD-120,"Exact full-field fixed-q corridor, GT5, transfer, exact determinant weights, and exact normalizer now form a target-aligned P0.1 proof on the GP line."
CRITICAL,P01_V1_9_PROMOTION_BLOCKED_BY_INCOMPLETE_EXACT_HASH_AND_THIRD_FAMILY_REVIEW,GP-DER-118-v1.9 / GP-DATA-236 SHA d894c0fe…ad7f5,HB-033 / LS-CTL-003 / LS-P01-REQ-001 / LS-P01-REQ-002 / LS-WO-001-v1.1 / CL-AUD-273 / CL-AUD-283 / LS-COR-015,"P0.1 v1.9 remains ineligible. Current body is 28,257 bytes / SHA d894c0fe…ad7f5. E1 and OF0 are TRUE. E0 requires GP-DER-197 exact-hash confirmation; E2 requires conversion of the controlling 8,928-byte LCR-DER-061-v1.1 successor; A0 requires the namespaced integrated v1.9 supplement. D0, I0, and PZ0 remain OPEN/UNCLAIMED for a provider distinct from OpenAI and Anthropic. N1, B0, F0, recombination, mutation completeness, dependency completeness, synchronization, alarm clearance, and atomic transition remain FALSE."
WARNING,P01_EXACT_NORMALIZER_NOT_FINITE_Q4_NORMALIZER,GP-DER-118 / GP-DER-119,GP-AUD-112 / GP-AUD-120,The exact Palm ratio must use pin-adjusted exact endpoint Hessians and Z_exact. GP-DER-043/071/116 finite-Q4 weights cannot substitute.
INFO,P01_ALTERNATE_DERIVATION_NONOPERATIVE_SUPERSEDED,GP-DER-118-v1.2 and GP-AUD-119,TR-P01-011 / GP-PRP-121-v1.1,"SUPERSEDED LIVE ROUTING: an earlier concurrent assessment treated v1.2 as supplemental. After full reads of GP-AUD-119 and GP-DER-118-v1.2 plus lineage reconciliation, Revision 1.2 is the sole active theorem review object. Preserve this row as historical conflict evidence; do not follow its former routing."
RESOLVED / SUPERSEDED,P01_REVISION_1_2_GATE_SUPERSEDED_BY_V1_6,Historical GP-DER-118 revision family,GP-DATA-228 / GP-REC-230 / GP-REQ-229,"The Revision 1.2-only gate is historical. The sole current affirmative-review object is GP-DER-118-v1.6 / GP-DATA-228, 26,333 bytes, SHA-256 e9fd8cee4a56d3009a407b31240577c92ab7fa91d859fac777483d9e8e838619. Reviews of older revisions remain provenance only."
WARNING,P01_UNNAMED_COMMON_COUPLING_SUPERSEDED,GP-DER-118-v1.1,GP-AUD-119 / GP-DER-118-v1.2,"Normalizer expectation convergence must use finite-dimensional convergence in distribution plus uniform integrability, not an unconstructed almost-sure coupling."
INFO,GP_DER_118_V1_0_POPULATED_COMPONENT_PRESERVED,Drive ID 1xvBOg4WeaHbEXk4uJqGQ-yvhkL1BG4XJ-XSvXZZxS-Y,TR-P01-011 / REL-178,The concurrent v1.0 exact-normalizer component is populated and preserved; it is not the active combined theorem revision.
INFO,P01_V1_2_ACTIVE_LINEAGE_CONFLICT_RESOLVED,GP-DER-118 revision family,TR-P01-011 / REL-177..180,The concurrent v1.2-nonoperative alarm is superseded. GP-DER-118-v1.2 and GP-PRP-121-v1.1 solely govern active P0.1 review; prior objects remain provenance only.
RESOLVED / SUPERSEDED,P01_ONLY_REVISION_1_2_REVIEWABLE_ALARM_SUPERSEDED,Historical GP-DER-118 theorem lineage,GP-DATA-228 / GP-REQ-229,Revision 1.2 is no longer reviewable for current affirmative credit. The v1.6 raw body and exact SHA now control. This row no longer creates an active promotion hold beyond the current v1.6 hash gate.
INFO,P01_REVISION_1_2_CORRECTS_CONVERGENCE_MODE,GP-DER-118-v1.2,GP-AUD-119,Exact normalizer expectation convergence uses weak convergence plus uniform integrability; unnamed almost-sure coupling and stale dominated-convergence wording are retired.
WARNING,P01_REVIEW_CROSSWALK_NOT_REVIEW_EVIDENCE,GP-XWALK-128-v1.0 / frozen P0.1 theorem,TR-P01-016 / GP-PRP-121-v1.3,"GP-XWALK-128 is an execution aid only. It grants zero mathematical review credit, zero independence credit, and zero theorem-promotion authority. Only hash-specific non-GP subchain verdicts covering G, D, and T count."
INFO,P01_V1_2_REMAINS_SOLE_ACTIVE_AFTER_V1_3_FAILURE,GP-DER-118-v1.2,REL-182 / GP-PRP-121-v1.1,Continue only revision-specific v1.2 independent review until a genuinely clean later revision is published and audited.
RESOLVED / SUPERSEDED,P01_REVISION_1_3_GATE_SUPERSEDED_BY_V1_6,Historical GP-DER-118-v1.3 / GP-PRP-121-v1.2,GP-DATA-228 / GP-REQ-229,Revision 1.3 verdicts no longer satisfy the current theorem gate. Only v1.6 SHA e9fd8cee…38619 is current. The historical warning is preserved but is not an active alarm.
INFO,P01_V1_3_REPAIRED_CURRENT_BODY_ACTIVE,GP-DER-118-v1.3,GP-AUD-122-v1.1 / TR-P01-013,The earlier failed snapshot was repaired and re-audited. Current v1.3 is the sole active review object; prior failure alarm is historical only.
RESOLVED / SUPERSEDED,P01_REVISION_1_3_LINEAGE_ALARM_SUPERSEDED_BY_V1_6,Historical GP-DER-118 revision lineage,GP-DATA-228 / GP-REC-230,"The v1.3-only lineage gate is historical. Current review, dispatch, and eligibility must name the exact v1.6 raw body and SHA. This row is retained solely as supersession provenance."
INFO,P01_V1_3_CURRENT_BODY_REVISION_BOUND_AUDIT_PASS,GP-DER-118-v1.3 / GP-PRP-121-v1.2,GP-AUD-122-v1.2 / TR-P01-014,The exact recorded current theorem and routing revisions pass identity and routing checks. This grants reviewability only and becomes stale on any later edit.
CRITICAL,P01_V1_6_MATHEMATICAL_INDEPENDENCE_STILL_OPEN,GP-DER-118-v1.6 / GP-DATA-228,CL-AUD-271 / CL-AUD-281 / LS-REQ-016 / LS-REQ-017 / LS-CTL-001,"Family A has returned one conditional integrated verdict and one partial-scope normalizer verdict. Family B remains unclaimed. Two-provider-family coverage is false until a distinct non-Anthropic/non-OpenAI provider supplies event hashes, Domain D/integration, and the independent normalizer periodization/object-firewall supplement."
CRITICAL,P01_ONLY_V1_6_FROZEN_SHA_VERDICTS_COUNT,GP-DER-118-v1.6 / GP-DATA-228,GP-REC-230 / GP-REQ-229 / DQ-019,"Only verdicts that reproduce the 26,333-byte v1.6 body and SHA-256 e9fd8cee4a56d3009a407b31240577c92ab7fa91d859fac777483d9e8e838619 count toward current theorem promotion. Earlier revision, mutable-wrapper, title-only, or component-only approvals do not satisfy the integrated hash gate."
INFO,P01_MUTABLE_NOTICE_RACE_NEUTRALIZED,GP-DER-118 and GP-PRP mutable wrappers,GP-AUD-124 / TR-P01-015,Theorem mathematics is content-addressed in GP-DATA-123. Future notice edits have no review effect unless a new numbered frozen body and hash are issued.
WARNING,CL_NAV_100_PARTIAL_COMPUTATION_NOT_FULL_EC017_EC018_REVIEW,EC-017 Revision 1.1 / EC-018,GP-REQ-126 / CL-NAV-100,"Clean-environment capsule/output reproduction is meaningful outside computational corroboration but does not satisfy the frozen law, interval, object, or exclusion checklists without an explicit gate-by-gate verdict."
CRITICAL,EC019_OPERATOR_HOLD_UNTIL_R1_R10_INDEPENDENT_PASS,EC-019 / GP-REQ-127,HA-007 V2 / GP-CLS-BATCH-129,"The operator explicitly withheld EC-019 approval. No easy-closure batch, line-independence exception, or general authorization may satisfy the required independent non-GP R1–R10 proof review. A new explicit operator decision is required after a qualifying PASS."
CRITICAL,LINE_INDEPENDENCE_NOT_ORGANIZATIONAL_INDEPENDENCE,All future review packages,TR-GOV-017 / HA-007 V2,"Execution independence, line independence, and organizational independence are distinct. Same-provider project lines cannot satisfy a gate explicitly requiring organizational or cross-provider independence unless the operator amends that gate."
RESOLVED,EC019_QUEUE_COPIED_EC017_TERMINAL_WORDING,Easy Closure Queue / EC-019,GP-COR-130-v1.0,The contaminated terminal sentence was replaced. Governing state is EXPLICITLY HELD / NON-GP R1–R10 REVIEW OPEN / NOT TERMINAL.
RESOLVED,POST_HA007_QUEUE_STALE_PREAPPROVAL_LANGUAGE,Easy Closure Queue / EC-014–018 and EC-020,GP-COR-131-v1.0,Terminal items now show COMPLETE/NONE; EC-017 and EC-018 statuses match their exact objects; EC-020 human gate names EC-020.
RESOLVED,EC020_FALSE_HA007_HOLD_ATTRIBUTION,Easy Closure Queue / EC-020,GP-COR-132-v1.0,HA-007 V2 did not adjudicate EC-020. Queue now states non-GP review open and requires a future explicit operator decision.
CRITICAL,EC019_ONLY_PRP130_ORGANIZATIONAL_R1_R10_COUNTS,EC-019 review family,GP-PRP-130 / TR-P01-017,Only an organizationally independent review completing every R1–R10 item and reproducing the exact verdict syntax can satisfy EC-019. CL/C047R same-provider reviews may assist but do not alone close this gate.
CRITICAL,EC020_USE_VERIFIED_GP_DATA_114_V1_1_NOT_CORRUPT_STAGING,EC-020 source lineage,GP-PRP-131 / TR-P01-018,Reviewers must use verified Drive publication GP-DATA-114-v1.1. The corrupt original staging capsule remains preserved and nonoperative.
WARNING,EC021_FINITE_Q4_ONLY_NOT_EXACT_FIELD_OR_P01,EC-021 review family,GP-PRP-132 / TR-P01-019,"EC-021 concerns only P_{r,Q4}^{MS}, finite-Q4 endpoint weights, and the fixed-q degree-four box. Exact full-field support, exact endpoint Hessians, exact adjacency, and P0.1 remain separate."
RESOLVED,EC019_OPTION_A_GATE_APPLIED,EC-019 / GP-PRP-130-v1.1,HA-008 / GP-COR-142 / GP-CLS-PROP-023-v1.1,"Option A now governs: a reviewer outside OpenAI/GP’s provider family qualifies. CL-AUD-072 is gate-qualifying after the R2 repair. EC-019 remains human-approval-ready, not terminal; no same-provider duplication or silence counts."
VOID-DUPLICATE,EC019_OPTION_A_GATE_APPLIED_DUPLICATE,EC-019 / GP-PRP-130-v1.1,GP-COR-151-v1.0; authoritative alarm row 155,Duplicate of the earlier Option-A resolution. Preserved as provenance; no additional evidentiary or authority effect.
VOID-DUPLICATE,EC020_USE_CLEAN_GPDATA114V11_ONLY_DUPLICATE,EC-020 / GP-PRP-131-v1.0,GP-COR-151-v1.0; authoritative warning row 150,Duplicate of the earlier clean-source warning. Preserved as provenance; no additional effect.
VOID-DUPLICATE,EC021_FINITE_Q4_NOT_EXACT_FIELD_P01_DUPLICATE,EC-021 / GP-PRP-132-v1.0,GP-COR-151-v1.0; authoritative warning row 151,Duplicate of the earlier finite-Q4 scope warning. Preserved as provenance; no additional effect.
CRITICAL,DELETE_FOLDER_REQUIRES_EXACT_CONSENSUS_FILE_ID,DELETE — CONSENSUS-APPROVED ONLY / 2026-07,URGENT directive; OP-PROT-003; GP-OPR-135,Do not move any file into DELETE and do not delete/trash anything unless an exact consensus decision names the specific Drive file. Folder creation or general cleanup authority is not deletion consensus.
WARNING,FOLDER_PLACEMENT_HAS_NO_EVIDENTIARY_EFFECT,OUTDATED and CORRUPTED master folders,TR-FILE-001 / GP-OPR-135,"Moving a file preserves its Drive ID and provenance and does not by itself kill a claim, close an item, alter review independence, or change canonical authority."
CRITICAL,NO_MODEL_VISIBLE_OPERATOR_SECRET,Operator decision authentication,OP-PROT-008-R0.1 / GP-CNS-004,"Never store a private passphrase, private key, token, or recovery secret in Drive, prompts, comments, or model-readable content. Unauthenticated relays are provenance only and must not be actioned."
CRITICAL,NO_TIER1_ACTIVATION_BEFORE_GATES,OP-PROT-008 / GP-AUTO-034,OP-PROT-003; OP-PROT-008-R0.1,"Write-capable Tier 1 remains disabled until exact source, independent reviews, runtime and recovery tests, installed-hash match, inspected run, post-test 3-of-4 vote, and separate operator activation all pass."
WARNING,EC019_T1_PASS_T2_ONLY_HOLD,EC-019 / GP-REQ-172 blind lane,CL-AUD-082 active A-line; GP-COR-170; GP-MIG-175,T1 is PASS. EC-019 remains non-human-ready and non-terminal because the source-independent non-GP T2 implementation is still open. Use the isolated blind intake and do not open post-freeze comparison material before source and primary-result hashes are frozen.
CRITICAL,OPP008_PREMATURE_UNNUMBERED_RATIFICATION_IS_VOID,OP-PROT-008 / OD-OP-PROT-008-001,GP-COR-149-v1.0; GP-COR-150-v1.0,"Drive ID 1VJoNvziZEB-muNRdbZE1nvMJLwqm7qzc remains withdrawn provenance only and must never be treated as operator authority. OP-PROT-008-R0.1 is currently 2 of 4 affirmative (GP + CL), with AO48 and CW/C047R pending; no majority and no tier activation."
CRITICAL,EC019_FULL_INDEPENDENT_VERIFICATION_NOT_ESTABLISHED,EC-019 / GP-CLS-PROP-023-v1.2,CL-AUD-082; GP-COR-170; GP-REQ-172; GP-MIG-175,"Do not terminally close or describe EC-019 as fully independently verified until the blinded source-independent non-GP T2 capture-margin implementation passes, or Dylan explicitly accepts the preserved verification caveat in an item-specific override. T1 is already PASS."
WARNING,EC019_DISTINGUISH_SOURCE_REEXECUTION_FROM_CLEANROOM_IMPLEMENTATION,EC-019 / GP-DER-106 T2,GP-COR-162 / CL-AUD-071 / GP-REQ-160,Do not claim the GP-DER-106 margins were never independently reexecuted: CL-AUD-071 verified hashes and reproduced every margin/control in a disjoint arbitrary-precision environment. Also do not count that same-source execution as the source-independent clean-room implementation required by GP-REQ-160 Test B.
RESOLVED,TRC_EC020_V01_MANIFEST_SUPERSEDED_BY_V03_VALIDATION,TRC-EC020-v0.3 / manifest 1wsD4lEoKkEgoOAfY_-h-dvBfjuIf7irR,The malformed v0.1 manifest remains preserved but no longer blocks package construction. A standards-compliant v0.3 canonical manifest and GP-side root 7c323dc353b57f3e797db51bdb3ba7daf06a32c0e3ca4d6d8d83e5324f125981 now pass. Final non-author sealing review remains open.,RESOLVED FOR CONSTRUCTION / VALIDATION NOT SEALED
RESOLVED,TRC_EC020_V02_FAILED_PUBLICATION_SUPERSEDED_BY_RAW_V03,TRC-EC020-v0.2 failed carriers / TRC-EC020-v0.3 raw carriers,The seven empty v0.2 native-Doc carriers remain excluded provenance. v0.3 raw application/json/text carriers now pass exact round trips and form the active validation package.,RESOLVED FOR ACTIVE ROUTING / V02 REMAINS EXCLUDED
CRITICAL,TRC_EC020_DUAL_ROOT_COLLISION_HOLD,TRC-EC020-v0.3 / Candidate A f6d6ba39 / Candidate B 7c323dc3,Two same-provider root definitions and leaf sets exist. Accepted root is NONE. Both manifest/root bundles are isolated under 95_ROOT_CANDIDATES — COLLISION HOLD — NOT SEALED. Do not write a Closure Log capsule root/locator or seal until TRC-REQ-006 receives a qualifying non-author adjudication.,OPEN — ROOT DEFINITION AND PACKAGE IDENTITY ADJUDICATION REQUIRED
CRITICAL,TRC_EC020_V03_DUAL_ROOT_COLLISION_NO_ACCEPTED_ROOT,TRC-EC020-v0.3 / Candidate A and Candidate B manifests,TRC-COR-012-v1.0; TRC-REQ-005-v1.0,"Two concurrent package roots use different root definitions and leaf sets under the same capsule version. Accepted ROOT_SHA256 is NONE. Do not run candidate-specific sealing review, write Closure Log capsule metadata, or mark SEALED until independent adjudication selects or repairs one package line."
CRITICAL,TRC_STANDARD_STALE_GROK_ENABLEMENT_SUPERSEDED,TRC-STANDARD-001 current file / OP-GDN-004,TRC-STANDARD-001-v1.3-R0.1; TRC-REQ-008,"Earlier Grok-participation text is superseded. Grok is nonparticipating/nonvoting and receives zero assignment, evidence, review, gate, sealing, or authentication credit. Apply the current routing correction and review v1.3-R0.1; do not use the stale amendment."
CRITICAL,TRC_ROOT_MUST_HASH_EXACT_STORED_CANONICAL_MANIFEST_BYTES,TRC-EC020-v0.3 Candidate A/B,TRC-AMD-002; TRC-STANDARD-001-v1.3-R0.1,No accepted root or seal. A parse/reserialize byte string differing from the stored manifest receives zero root credit; competing same-version bundles remain nonactive pending independent review and successor-version repair.
CRITICAL,GROK_TASK_002_SUSPENDED_EMPTY_AUTHORITY,GROK-TASK-002 / OP-GDN-005 / OP-GDN-006,OP-GDN-006,"OP-GDN-005 is empty and cannot activate Grok. GROK-TASK-002 is suspended; do not accept any response for assignment, evidence, review, gate, sealing, authentication, or ballot credit."
WARNING,TRC_STANDARD_R02_REVIEW_REQUIRED_BEFORE_ADOPTION,TRC-STANDARD-001-v1.3-R0.2,TRC-REQ-009; AO48-AUD-029,"R0.2 incorporates the material R0.1 amendments but remains proposed. TRC-STANDARD-001-v1.2 stays active; no v0.4 assembly, root acceptance, or sealing before qualifying non-author approval and explicit adoption."
CRITICAL,EMPTY_TITLE_ONLY_PARTICIPATION_FILE_ZERO_AUTHORITY,OP-GDN-005,OP-GDN-006; OP-GDN-004,"The OP-GDN-005 native Doc has no readable body. Its title cannot reactivate Grok or create vote, assignment, evidence, review, gate, sealing, independence, or authentication credit."
CRITICAL,NO_VOTE_MANDATE_SUPERSEDED_BY_OP_PROT_010,OP-PROT-009 / OP-GDN-007 / Consensus Ballot,OP-PROT-010-v1.0,"Do not use no-vote or active-Grok/Gemini text for live routing. Current rule: GP, CL, AO48, CW/C047R; 3 of 4 on the same revision; Grok nonparticipating/nonvoting; Gemini observer/nonvoting unless activated; silence is not a vote."
CRITICAL,CONCURRENT_NO_VOTE_REASSERTION_AFTER_OP_PROT_010,TRC-STANDARD-001-v1.3-R0.2 / TRC START HERE,GP-COR-183-v1.0,A later edit timestamp does not override Dylan's direct instruction. Reject any surface that cites OP-PROT-009 or active Grok/Gemini routing unless a newer authenticated Dylan instruction explicitly supersedes OP-PROT-010.
CRITICAL,STALE_POSITIONAL_AND_GRID_IDENTIFIERS_RECOVERED,GP-REG-032 PRIMARY-KEY REGISTERS,GP-AUD-216 / REVISION-672,"Cached row indexes overwrote DQ-002/DQ-004 and an obsolete numeric grid ID routed three Duplicate Flags rows into Artifact Index. Exact rows were recovered from revision 672; misplaced rows were cleared and re-appended correctly. Future writes must freshly resolve sheet title→grid ID, uniquely locate the primary key, assert key equality, write, and post-read the destination."
INFO,TRC_R02_CURRENT_STATE_STALE_CORRECTED,TRC-STANDARD-001-v1.3-R0.2 current-state section,TRC-COR-014-v1.0,"The standard retained stale OP-PROT-011-only and EC-019-T2-open routing language. Additive correction now points to OP-PROT-012/013, records T2 scientific PASS with package-integrity HOLD, and makes same-run leaf verification mandatory. No root, seal, theorem, machine, or release state changed."
CRITICAL,P01_EVENT_STACK_HASH_GATE,GP-DER-197 / LCR-DER-057-v1.1 / LCR-DER-061-v1.0,CL-AUD-271 / LS-REQ-016,"Integrated v1.6 theorem review converts to APPROVE only after exact-hash verdicts for E1 SHA 035d5a18…85d4d, E2 SHA 62c23788…74e72, and E3 SHA 04efac40…ead3b. Until then A_r measurability is not fully independently qualified and A0 remains FALSE."
CRITICAL,P01_NORMALIZER_PERIODIZATION_GATE,GP-DATA-214 source/result / GP-DER-214 / LS-COR-011,CL-AUD-281 / LS-REQ-017,"C_Z=15 is mathematically supported, but N1 remains FALSE until a non-Anthropic/non-author reviewer verifies B4/B5 Peano-periodization, LS-COR-011 F1–F4, and the exact full-field versus finite-Q4 object firewall M13."
INFO,GLOBAL_BOOTSTRAP_PREFIX_AND_UNLEDGERED_GOVERNANCE_DRIFT_REPAIRED,BOOTSTRAP / OP-PROT-012 / OP-PROT-013 / DQ-027,GP-REC-SELFHEAL-20260726-02,"Package-specific P0.1 state was removed from ahead of BEGIN_GLOBAL_CONTROL; unledgered Claude–Grok approval-gate mutations were rolled back while preserving adopted self-healing controls; stale lease was taken over; missing DQ-027 review route was restored. No theorem, root, seal, active machine, release, deletion, or independence status changed."
INFO,DUPLICATE_DISPATCH_DQ032_REPAIRED,Dispatch Queue DQ-032 / DQ-035,GP-REC-SELFHEAL-20260726-04,"Two live review routes used DQ-032. The earlier LS-DER-025 synthesis review remains DQ-032; the later LS-DER-026 TB-G4 review is DQ-035. Bounded references were synchronized. No theorem, independence, root, seal, machine, release, or deletion state changed."
RESOLVED,P01_V16_CONTROL_POINTER_AND_V18_SOURCE_ADDRESS_RESIDUES,P0.1 / LS-CTL-003 / Autonomy Control,LS-COR-018-v1.0,"Autonomy Control now binds GP-DER-118-v1.9 / GP-DATA-236 and LS-CTL-003. Inherited v1.8 active-target URLs, OF0-open wording, and completed CL-REG-282 pending text are explicitly nonoperative. P0.1 remains HOLD; CLWO-P01-001 remains open."
INFO,MANIFEST_SAME_RUN_GATE_REPAIRED,DQ-042,GP-REC-SELFHEAL-20260726-05,The unclaimed DQ-042 operations-manifest route lacked an explicit task-local same-run leaf-verification predicate. It now requires re-fetch and verification of every declared leaf and returns HOLD on any mismatch before publication.
