Title,Original path,Original link,First reading copy,File type,Context,Source SHA-256,Access status,Bytes,Drive ID,Reading copy count
02_PDF_EXPORTS_AND_ORIGIN_DOCUMENTS,01_ACTIVE_RESEARCH_PACKAGES/10_AXIOMATIC_CORE_SPINE/00.1_GOVERNANCE_CANON/02_PDF_EXPORTS_AND_ORIGIN_DOCUMENTS,https://drive.google.com/drive/folders/1CvRve9avU92nkgj0gRBHsRY5naowE1xE,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1CvRve9avU92nkgj0gRBHsRY5naowE1xE,0
01_PRIOR_DIVERGENT_V1_1_LINEAGES,01_ACTIVE_RESEARCH_PACKAGES/10_AXIOMATIC_CORE_SPINE/00.1_GOVERNANCE_CANON/01_PRIOR_DIVERGENT_V1_1_LINEAGES,https://drive.google.com/drive/folders/1_YLj4gSNbZO0h7irUX3ofW7bZYv__XGh,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1_YLj4gSNbZO0h7irUX3ofW7bZYv__XGh,0
00_CURRENT_RECONCILED_SPECIFICATION,01_ACTIVE_RESEARCH_PACKAGES/10_AXIOMATIC_CORE_SPINE/00.1_GOVERNANCE_CANON/00_CURRENT_RECONCILED_SPECIFICATION,https://drive.google.com/drive/folders/1_e7V938L5bKbni1jDI6DbPrpbj25bdAk,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1_e7V938L5bKbni1jDI6DbPrpbj25bdAk,0
99_SUPERSEDED_REGISTRY_VERSIONS,01_ACTIVE_RESEARCH_PACKAGES/02_RESEARCH_CARRY_FORWARD_CANON/Cross-Model Exchange/00_LEDGER_REGISTRY_AND_NUMBERING/99_SUPERSEDED_REGISTRY_VERSIONS,https://drive.google.com/drive/folders/1WMP-6YbaCgvblgXy6QY1JKH7hM9gg2_5,,application/vnd.google-apps.folder,QUARANTINE_OR_HISTORY,,FOLDER,,1WMP-6YbaCgvblgXy6QY1JKH7hM9gg2_5,0
05_DERIVATIONS_FINDINGS_AND_RESEARCH_EXCHANGES,01_ACTIVE_RESEARCH_PACKAGES/02_RESEARCH_CARRY_FORWARD_CANON/Cross-Model Exchange/05_DERIVATIONS_FINDINGS_AND_RESEARCH_EXCHANGES,https://drive.google.com/drive/folders/1FPzb1WTebEGUcFGjlkX1QaXpNxvFnCgA,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1FPzb1WTebEGUcFGjlkX1QaXpNxvFnCgA,0
04_CLOSURE_CANDIDATES_AND_STATUS_BOARDS,01_ACTIVE_RESEARCH_PACKAGES/02_RESEARCH_CARRY_FORWARD_CANON/Cross-Model Exchange/04_CLOSURE_CANDIDATES_AND_STATUS_BOARDS,https://drive.google.com/drive/folders/1MyI8olAUVgKlrXvUx3lOrGiCi_-9WNqR,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1MyI8olAUVgKlrXvUx3lOrGiCi_-9WNqR,0
2026,90_QUARANTINE_AND_TRIAGE — NONAUTHORITATIVE/09_FROM_00.2_CANONICAL_MASTER/2026,https://drive.google.com/drive/folders/1hGiXUgzUkHPSKUTYNF4G2QvZykEFaz6m,,application/vnd.google-apps.folder,QUARANTINE_OR_HISTORY,,FOLDER,,1hGiXUgzUkHPSKUTYNF4G2QvZykEFaz6m,0
03_RESPONSES_ERRATA_AND_CORRECTIONS,01_ACTIVE_RESEARCH_PACKAGES/02_RESEARCH_CARRY_FORWARD_CANON/Cross-Model Exchange/03_RESPONSES_ERRATA_AND_CORRECTIONS,https://drive.google.com/drive/folders/1m-BtPqyNMh1d74EElResJZF5F64gj1He,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1m-BtPqyNMh1d74EElResJZF5F64gj1He,0
02_AUDITS_VERIFICATIONS_AND_EXECUTION_RECEIPTS,01_ACTIVE_RESEARCH_PACKAGES/02_RESEARCH_CARRY_FORWARD_CANON/Cross-Model Exchange/02_AUDITS_VERIFICATIONS_AND_EXECUTION_RECEIPTS,https://drive.google.com/drive/folders/1I22Qag2fCeNWTC73DG_p2NLvpdXA5iVO,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1I22Qag2fCeNWTC73DG_p2NLvpdXA5iVO,0
02_FREEZES_AND_MACHINE_CONTRACTS,01_ACTIVE_RESEARCH_PACKAGES/10_AXIOMATIC_CORE_SPINE/00.2_CANONICAL_MASTER/02_FREEZES_AND_MACHINE_CONTRACTS,https://drive.google.com/drive/folders/1_tO4ilmY68ACpFmSNWNBoWBaF_vU4VlQ,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1_tO4ilmY68ACpFmSNWNBoWBaF_vU4VlQ,0
01_PROTOCOLS_GOVERNANCE_AND_OPERATOR_POLICY,01_ACTIVE_RESEARCH_PACKAGES/02_RESEARCH_CARRY_FORWARD_CANON/Cross-Model Exchange/01_PROTOCOLS_GOVERNANCE_AND_OPERATOR_POLICY,https://drive.google.com/drive/folders/1MZmRU78vWR2hyYjaPgPvmDTBD3HLC4W2,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1MZmRU78vWR2hyYjaPgPvmDTBD3HLC4W2,0
01_ADJUDICATIONS_AND_ERRATA,01_ACTIVE_RESEARCH_PACKAGES/10_AXIOMATIC_CORE_SPINE/00.2_CANONICAL_MASTER/01_ADJUDICATIONS_AND_ERRATA,https://drive.google.com/drive/folders/1sFp2nn0iCwZghm210BEtbCkuL8Eh6AcX,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1sFp2nn0iCwZghm210BEtbCkuL8Eh6AcX,0
00_CANONICAL_MASTERS_AND_SOURCE,01_ACTIVE_RESEARCH_PACKAGES/10_AXIOMATIC_CORE_SPINE/00.2_CANONICAL_MASTER/00_CANONICAL_MASTERS_AND_SOURCE,https://drive.google.com/drive/folders/15-aST-r0OApeFXoQ_Rh-4TELox2pcG2A,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,15-aST-r0OApeFXoQ_Rh-4TELox2pcG2A,0
00_LEDGER_REGISTRY_AND_NUMBERING,01_ACTIVE_RESEARCH_PACKAGES/02_RESEARCH_CARRY_FORWARD_CANON/Cross-Model Exchange/00_LEDGER_REGISTRY_AND_NUMBERING,https://drive.google.com/drive/folders/1iy93O7L1ljbjoopP4YmYTdh9pt84mYBK,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1iy93O7L1ljbjoopP4YmYTdh9pt84mYBK,0
04_SUPERSEDED_NAVIGATION_ARTIFACTS,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_NAV — Claude Navigation Aids/04_SUPERSEDED_NAVIGATION_ARTIFACTS,https://drive.google.com/drive/folders/1NfWurA4HIQhXoII0X4GXsJmrgko24Csr,,application/vnd.google-apps.folder,QUARANTINE_OR_HISTORY,,FOLDER,,1NfWurA4HIQhXoII0X4GXsJmrgko24Csr,0
2026,90_QUARANTINE_AND_TRIAGE — NONAUTHORITATIVE/10_FROM_04_CONSTANTS_REGISTRIES_AND_TABLE_EXPORTS/2026,https://drive.google.com/drive/folders/13xS4Y_MNs6mrOLbiwYWJ5Ef6Ho4i2Guy,,application/vnd.google-apps.folder,QUARANTINE_OR_HISTORY,,FOLDER,,13xS4Y_MNs6mrOLbiwYWJ5Ef6Ho4i2Guy,0
03_AUTOMATION_SCRIPTS_AND_FILING_TOOLS,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_NAV — Claude Navigation Aids/03_AUTOMATION_SCRIPTS_AND_FILING_TOOLS,https://drive.google.com/drive/folders/13oFzVdTgetrK8C7xgTB_SfZagpvF9LQ5,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,13oFzVdTgetrK8C7xgTB_SfZagpvF9LQ5,0
02_SCOPE_BOUNDARIES_AND_DECODERS,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_NAV — Claude Navigation Aids/02_SCOPE_BOUNDARIES_AND_DECODERS,https://drive.google.com/drive/folders/1KAXIm227gVZuqJZkYf8YQwWl_BZ9qNtL,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1KAXIm227gVZuqJZkYf8YQwWl_BZ9qNtL,0
01_SESSION_HANDOFFS_AND_INDEXES,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_NAV — Claude Navigation Aids/01_SESSION_HANDOFFS_AND_INDEXES,https://drive.google.com/drive/folders/1mx4VEFWMHdAwu4aBoCZt7DXMtDiQasJG,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1mx4VEFWMHdAwu4aBoCZt7DXMtDiQasJG,0
00_LIVE_NAVIGATION,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_NAV — Claude Navigation Aids/00_LIVE_NAVIGATION,https://drive.google.com/drive/folders/1C9y_QtTW08R4-h1x25mUdojCyjAUpg21,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1C9y_QtTW08R4-h1x25mUdojCyjAUpg21,0
01_EXTENSION_MANUSCRIPTS,01_ACTIVE_RESEARCH_PACKAGES/16_THEMATIC_RESEARCH_TRACKS/T5 — Thermodynamic & Percolation Extension/01_EXTENSION_MANUSCRIPTS,https://drive.google.com/drive/folders/1ceXuvwblNT2W6KW6dmWHFoXi2M3MoOEn,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1ceXuvwblNT2W6KW6dmWHFoXi2M3MoOEn,0
00_CHARTER_AND_LIVE_STATE,01_ACTIVE_RESEARCH_PACKAGES/16_THEMATIC_RESEARCH_TRACKS/T5 — Thermodynamic & Percolation Extension/00_CHARTER_AND_LIVE_STATE,https://drive.google.com/drive/folders/1Tgpvgxa3iI9dWBrgXswuOFGr6ilPpu5g,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1Tgpvgxa3iI9dWBrgXswuOFGr6ilPpu5g,0
02_TERMINAL_CLOSURE_RECORDS,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/02_TERMINAL_CLOSURE_RECORDS,https://drive.google.com/drive/folders/1rXEtrTgwOIpcKy8XN7hwh2Thd_gTnFXF,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1rXEtrTgwOIpcKy8XN7hwh2Thd_gTnFXF,0
01_ADJUDICATIONS,"01_ACTIVE_RESEARCH_PACKAGES/16_THEMATIC_RESEARCH_TRACKS/T4 — Lower Side (Conditional, Marked-Repulsion Gate)/01_ADJUDICATIONS",https://drive.google.com/drive/folders/1HFkTZiAlLzqQlW7bpRTn65zJ40OO81RM,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1HFkTZiAlLzqQlW7bpRTn65zJ40OO81RM,0
00_CHARTER_AND_LIVE_STATE,"01_ACTIVE_RESEARCH_PACKAGES/16_THEMATIC_RESEARCH_TRACKS/T4 — Lower Side (Conditional, Marked-Repulsion Gate)/00_CHARTER_AND_LIVE_STATE",https://drive.google.com/drive/folders/1PwZJBjdeFVbAc57oMNuj71HDua5dUDpk,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1PwZJBjdeFVbAc57oMNuj71HDua5dUDpk,0
01_RESPONSES_AND_BLOCKER_RESOLUTIONS,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/01_RESPONSES_AND_BLOCKER_RESOLUTIONS,https://drive.google.com/drive/folders/1-h-RJikYFIoBxwaPhcJnnngUDnqGVbrc,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1-h-RJikYFIoBxwaPhcJnnngUDnqGVbrc,0
00_REVIEW_PACKAGES_AND_GATE_CLARIFICATIONS,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/00_REVIEW_PACKAGES_AND_GATE_CLARIFICATIONS,https://drive.google.com/drive/folders/1RcSWDi7_-6ZtolVpEtP7f2TSJPT3EOc7,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1RcSWDi7_-6ZtolVpEtP7f2TSJPT3EOc7,0
05_DECISION_SURFACES_AND_REVIEW_STATUS,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_AUTONOMOUS_DECISIONS — EVIDENCE GATED/05_DECISION_SURFACES_AND_REVIEW_STATUS,https://drive.google.com/drive/folders/1V_XkwNdwxmP2CxZP5bIsuX_RRZUc-cCm,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1V_XkwNdwxmP2CxZP5bIsuX_RRZUc-cCm,0
01_RECORDED_OPERATOR_DECISIONS,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_AUTONOMOUS_DECISIONS — EVIDENCE GATED/01_RECORDED_OPERATOR_DECISIONS,https://drive.google.com/drive/folders/1QKTHlsjvCoUcyLb9PfB26VTMCDFTZhxS,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1QKTHlsjvCoUcyLb9PfB26VTMCDFTZhxS,0
00_INSTRUCTIONS_AND_QUEUE_RULES,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_AUTONOMOUS_DECISIONS — EVIDENCE GATED/00_INSTRUCTIONS_AND_QUEUE_RULES,https://drive.google.com/drive/folders/1sGVExIimt-YXFh9ZAmRrYYlUWFgiFO71,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1sGVExIimt-YXFh9ZAmRrYYlUWFgiFO71,0
2026,90_QUARANTINE_AND_TRIAGE — NONAUTHORITATIVE/04_FROM_G0_GOVERNANCE_REGISTRY_REVIEW/2026,https://drive.google.com/drive/folders/1Sf6MD0a8dX16J7msQ_WulbBLTmNbKHMB,,application/vnd.google-apps.folder,QUARANTINE_OR_HISTORY,,FOLDER,,1Sf6MD0a8dX16J7msQ_WulbBLTmNbKHMB,0
04_RELEASE_POLICY_AND_PROHIBITED_STATEMENTS,"04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/G0 — Governance, Registry & Review Package/04_RELEASE_POLICY_AND_PROHIBITED_STATEMENTS",https://drive.google.com/drive/folders/1kMOFrymLwvCpzv1R5uv6096kvtRdHclg,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1kMOFrymLwvCpzv1R5uv6096kvtRdHclg,0
03_VALIDATION_AUDITS_AND_MANIFESTS,"04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/G0 — Governance, Registry & Review Package/03_VALIDATION_AUDITS_AND_MANIFESTS",https://drive.google.com/drive/folders/1R0MX468o6MgsFi1pl7JuK7X3OTsWhiZI,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1R0MX468o6MgsFi1pl7JuK7X3OTsWhiZI,0
02_REVIEW_FORMS_AND_PUBLICATION_LANGUAGE,"04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/G0 — Governance, Registry & Review Package/02_REVIEW_FORMS_AND_PUBLICATION_LANGUAGE",https://drive.google.com/drive/folders/1jzkKB0BYsRKJE1__DZ3MDdo7OjZ-sKa5,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1jzkKB0BYsRKJE1__DZ3MDdo7OjZ-sKa5,0
01_READ_FIRST_AND_RELIABILITY,"04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/G0 — Governance, Registry & Review Package/01_READ_FIRST_AND_RELIABILITY",https://drive.google.com/drive/folders/1a8Y4WDyVw1Q797KYWSzewUqhPeYyANAJ,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1a8Y4WDyVw1Q797KYWSzewUqhPeYyANAJ,0
00_CHARTERS_AND_SCOPE,"04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/G0 — Governance, Registry & Review Package/00_CHARTERS_AND_SCOPE",https://drive.google.com/drive/folders/1KibRNyr_BlPfmJnboRE-70KTzyKAsvKJ,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1KibRNyr_BlPfmJnboRE-70KTzyKAsvKJ,0
01_RAW_PHASE_AND_ADJUDICATION_INPUTS,02_LEGACY_Q0_ARCHIVE — INSPIRATION ONLY / REVERIFY FROM FIRST PRINCIPLES/03_LEGACY_CODE_DATA_AND_CALIBRATION/01_JSON_SNAPSHOTS_AND_RESULTS/05_RUN_LEVEL_INPUTS_AND_RAW_SAMPLES/01_RAW_PHASE_AND_ADJUDICATION_INPUTS,https://drive.google.com/drive/folders/1bZUzvPTHnwnY7HvPu_2nEw76sD0kn_uO,,application/vnd.google-apps.folder,LEGACY_INSPIRATION,,FOLDER,,1bZUzvPTHnwnY7HvPu_2nEw76sD0kn_uO,0
00_FULL_RECORD_COLLECTIONS,02_LEGACY_Q0_ARCHIVE — INSPIRATION ONLY / REVERIFY FROM FIRST PRINCIPLES/03_LEGACY_CODE_DATA_AND_CALIBRATION/01_JSON_SNAPSHOTS_AND_RESULTS/05_RUN_LEVEL_INPUTS_AND_RAW_SAMPLES/00_FULL_RECORD_COLLECTIONS,https://drive.google.com/drive/folders/1Qe1u6BnEYRvSLuUll3fpQJirNsnO7WXg,,application/vnd.google-apps.folder,LEGACY_INSPIRATION,,FOLDER,,1Qe1u6BnEYRvSLuUll3fpQJirNsnO7WXg,0
2026,90_QUARANTINE_AND_TRIAGE — NONAUTHORITATIVE/11_FROM_00_AXIOMATIC_CORE_SPINE/2026,https://drive.google.com/drive/folders/1nv8poKaXDux9Cl4VkOjYoIZA-0qqDVQX,,application/vnd.google-apps.folder,QUARANTINE_OR_HISTORY,,FOLDER,,1nv8poKaXDux9Cl4VkOjYoIZA-0qqDVQX,0
2026,90_QUARANTINE_AND_TRIAGE — NONAUTHORITATIVE/05_FROM_THEOREM_TRACKS/T1_UPPER_RATE/2026,https://drive.google.com/drive/folders/1y5nYoanFHuUs5TdITBp_FDVsFTLT6grX,,application/vnd.google-apps.folder,QUARANTINE_OR_HISTORY,,FOLDER,,1y5nYoanFHuUs5TdITBp_FDVsFTLT6grX,0
03_MACHINE_TOOLS_AND_REPORTS,01_ACTIVE_RESEARCH_PACKAGES/16_THEMATIC_RESEARCH_TRACKS/T1 — Upper Rate (finite C_Q0)/03_MACHINE_TOOLS_AND_REPORTS,https://drive.google.com/drive/folders/1otGN9jOsDGwYelqXDhl8T5tPTt5S23jA,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1otGN9jOsDGwYelqXDhl8T5tPTt5S23jA,0
02_CLOSURE_AND_REDUCTION_PACKAGES,01_ACTIVE_RESEARCH_PACKAGES/16_THEMATIC_RESEARCH_TRACKS/T1 — Upper Rate (finite C_Q0)/02_CLOSURE_AND_REDUCTION_PACKAGES,https://drive.google.com/drive/folders/1UK7s2tzPNV1vPehZHkCFsfZ7Bos9ouv5,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,1UK7s2tzPNV1vPehZHkCFsfZ7Bos9ouv5,0
01_CORE_PAIRING_MANUSCRIPTS,01_ACTIVE_RESEARCH_PACKAGES/16_THEMATIC_RESEARCH_TRACKS/T1 — Upper Rate (finite C_Q0)/01_CORE_PAIRING_MANUSCRIPTS,https://drive.google.com/drive/folders/11BFYVuJ7OosM4ccUecU1lzMeXjjmC1DS,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,11BFYVuJ7OosM4ccUecU1lzMeXjjmC1DS,0
00_CHARTER_AND_SCOPE,01_ACTIVE_RESEARCH_PACKAGES/16_THEMATIC_RESEARCH_TRACKS/T1 — Upper Rate (finite C_Q0)/00_CHARTER_AND_SCOPE,https://drive.google.com/drive/folders/18f11W8C-hXECo_YOW1A7EM5hpeBko56T,,application/vnd.google-apps.folder,RESEARCH_SOURCE_CHECK_STATUS,,FOLDER,,18f11W8C-hXECo_YOW1A7EM5hpeBko56T,0
05_NOTICES_COORDINATION_AND_INDEXES,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_OPEN_QUESTIONS — RESPONSE REQUIRED/05_NOTICES_COORDINATION_AND_INDEXES,https://drive.google.com/drive/folders/1uF9geBfi-UgpBPkCpD5YvItd7FrxQr5p,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1uF9geBfi-UgpBPkCpD5YvItd7FrxQr5p,0
04_SCRIPTS_DATA_AND_REPRODUCTION,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_OPEN_QUESTIONS — RESPONSE REQUIRED/04_SCRIPTS_DATA_AND_REPRODUCTION,https://drive.google.com/drive/folders/1pi9yyFJ5dIPJI9jW8YKzhZX6O3_1eNLC,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1pi9yyFJ5dIPJI9jW8YKzhZX6O3_1eNLC,0
03_ANNULUS_STRIP_AND_MAHALANOBIS_PROFILES,02_LEGACY_Q0_ARCHIVE — INSPIRATION ONLY / REVERIFY FROM FIRST PRINCIPLES/03_LEGACY_CODE_DATA_AND_CALIBRATION/01_JSON_SNAPSHOTS_AND_RESULTS/03_SWEEPS_MAPS_AND_PROFILES/03_ANNULUS_STRIP_AND_MAHALANOBIS_PROFILES,https://drive.google.com/drive/folders/1dUkBVwzRWHWVyczs1sNzQMPR84LJjBmp,,application/vnd.google-apps.folder,LEGACY_INSPIRATION,,FOLDER,,1dUkBVwzRWHWVyczs1sNzQMPR84LJjBmp,0
02_BARRIER_TUBE_WALL_SKELETON_AND_HIERARCHY,02_LEGACY_Q0_ARCHIVE — INSPIRATION ONLY / REVERIFY FROM FIRST PRINCIPLES/03_LEGACY_CODE_DATA_AND_CALIBRATION/01_JSON_SNAPSHOTS_AND_RESULTS/03_SWEEPS_MAPS_AND_PROFILES/02_BARRIER_TUBE_WALL_SKELETON_AND_HIERARCHY,https://drive.google.com/drive/folders/1XLTDAMrNF-N-9uSHshx_bvcGHoic118C,,application/vnd.google-apps.folder,LEGACY_INSPIRATION,,FOLDER,,1XLTDAMrNF-N-9uSHshx_bvcGHoic118C,0
03_CONFIRMED_CLOSURES_AND_ENDORSEMENTS,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_OPEN_QUESTIONS — RESPONSE REQUIRED/03_CONFIRMED_CLOSURES_AND_ENDORSEMENTS,https://drive.google.com/drive/folders/1QForGO2qMwC0cVCCQNVOL9MTpxurMwwx,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1QForGO2qMwC0cVCCQNVOL9MTpxurMwwx,0
01_FLOW_CAPTURE_AND_RIBBON_GEOMETRY,02_LEGACY_Q0_ARCHIVE — INSPIRATION ONLY / REVERIFY FROM FIRST PRINCIPLES/03_LEGACY_CODE_DATA_AND_CALIBRATION/01_JSON_SNAPSHOTS_AND_RESULTS/03_SWEEPS_MAPS_AND_PROFILES/01_FLOW_CAPTURE_AND_RIBBON_GEOMETRY,https://drive.google.com/drive/folders/1m040K8oukMESNgTAKDocddlCgBQWk0JO,,application/vnd.google-apps.folder,LEGACY_INSPIRATION,,FOLDER,,1m040K8oukMESNgTAKDocddlCgBQWk0JO,0
02_PROPOSED_CLOSURES_AND_REVIEW_PACKAGES,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_OPEN_QUESTIONS — RESPONSE REQUIRED/02_PROPOSED_CLOSURES_AND_REVIEW_PACKAGES,https://drive.google.com/drive/folders/19n6FEbwNQNeNJlnoQlWJxSBsqHxdX0Yq,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,19n6FEbwNQNeNJlnoQlWJxSBsqHxdX0Yq,0
00_SWEEPS_PARAMETER_MAPS_AND_DECOMPOSITIONS,02_LEGACY_Q0_ARCHIVE — INSPIRATION ONLY / REVERIFY FROM FIRST PRINCIPLES/03_LEGACY_CODE_DATA_AND_CALIBRATION/01_JSON_SNAPSHOTS_AND_RESULTS/03_SWEEPS_MAPS_AND_PROFILES/00_SWEEPS_PARAMETER_MAPS_AND_DECOMPOSITIONS,https://drive.google.com/drive/folders/12oYSKn4f7fMz1BWR7eIeDhfbPUNx6Ncr,,application/vnd.google-apps.folder,LEGACY_INSPIRATION,,FOLDER,,12oYSKn4f7fMz1BWR7eIeDhfbPUNx6Ncr,0
01_OPEN_RESPONSES_AND_REEXECUTIONS,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_OPEN_QUESTIONS — RESPONSE REQUIRED/01_OPEN_RESPONSES_AND_REEXECUTIONS,https://drive.google.com/drive/folders/1B8gXhl86MHRBMgrKZuSX1WWP5yrKEbdM,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1B8gXhl86MHRBMgrKZuSX1WWP5yrKEbdM,0
00_REGISTER_RULES_AND_OPERATOR_DIRECTIVES,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/_OPEN_QUESTIONS — RESPONSE REQUIRED/00_REGISTER_RULES_AND_OPERATOR_DIRECTIVES,https://drive.google.com/drive/folders/1AznVZoDAakXnRaJNJbEtzieQABsG1ugn,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1AznVZoDAakXnRaJNJbEtzieQABsG1ugn,0
03_HUMAN_APPROVAL_SUPPORTING_EXPORTS,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/00_DIRECTIVES_AND_FILE_MANAGEMENT/03_HUMAN_APPROVAL_SUPPORTING_EXPORTS,https://drive.google.com/drive/folders/18tPm6vm7rmpebA-2wG6m0pwghZ3HxvKE,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,18tPm6vm7rmpebA-2wG6m0pwghZ3HxvKE,0
02_EXECUTION_AND_MIGRATION_RECEIPTS,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/00_DIRECTIVES_AND_FILE_MANAGEMENT/02_EXECUTION_AND_MIGRATION_RECEIPTS,https://drive.google.com/drive/folders/13pcfRQUvTZjL2ERQ_MX9u8lf487_fICe,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,13pcfRQUvTZjL2ERQ_MX9u8lf487_fICe,0
01_AMENDMENTS_AND_POLICY_UPDATES,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/00_DIRECTIVES_AND_FILE_MANAGEMENT/01_AMENDMENTS_AND_POLICY_UPDATES,https://drive.google.com/drive/folders/1b8Rgd1oeZfY2Bh4bTfSQRYuZ22umjVdF,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1b8Rgd1oeZfY2Bh4bTfSQRYuZ22umjVdF,0
00_GOVERNING_DIRECTIVES,04_ACTIVE_GOVERNANCE_AND_DIRECTIVES/00_DIRECTIVES_AND_FILE_MANAGEMENT/00_GOVERNING_DIRECTIVES,https://drive.google.com/drive/folders/1RAZ34CqMNjwQ6ObKkSmoc9PS7dhBAKCo,,application/vnd.google-apps.folder,OPERATIONS,,FOLDER,,1RAZ34CqMNjwQ6ObKkSmoc9PS7dhBAKCo,0
2026,90_QUARANTINE_AND_TRIAGE — NONAUTHORITATIVE/05_FROM_THEOREM_TRACKS/T2_SARD_G_TRANSVERSALITY/2026,https://drive.google.com/drive/folders/1JgP6cnoFV-t3HXCuayEFHTBWbRG4Qx2G,,application/vnd.google-apps.folder,QUARANTINE_OR_HISTORY,,FOLDER,,1JgP6cnoFV-t3HXCuayEFHTBWbRG4Qx2G,0
