Type,Source or block,Original link,Readable copies,Details,SHA-256
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/H2_foundations/__pycache__/cov_exact.cpython-312.opt-1.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,b4b610640e102ed1f913671ccf564691afb10c5973607261b9a9219c1ca322d7
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/H2_foundations/__pycache__/pin_transform.cpython-312.opt-1.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,69e54d2c988f2ecf8221d7d5011f7fa4aa6e156af2df07e3b2d24db2d72f7345
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/H2_foundations/__pycache__/pin_transform.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,cdb1adaa10a4983c9ad6a3e67b4c467ec4be85518c7ba2875c2bef7ef753a650
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/H2_foundations/__pycache__/reg_lemmas.cpython-312.opt-1.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,aa2c411c3e05af1dcc06a4882c97903ce5d19b789778c188fbabd739f0683450
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/D3_percolation/__pycache__/d3_amend.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,420eef1534926c9b455ea569e025f24268ec9b9140ed1c192b82da0830126f34
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/D3_percolation/__pycache__/d3_perc.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,eb65dad9ec6558777d03feab0ed20e042213cc5c433a37c4ccacf8b4a7423551
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/D2_branch_control/__pycache__/d2_falsifier.cpython-312.opt-1.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,a4fe0bf6e48523b599d988e5fc3009a792cb5977d02fcdb86ce5b297910496ba
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/D2_branch_control/__pycache__/d2_probes.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,7bfc3fed55cebb16f2891cf2155b2bdbcc0cc53d7acd03ff0299488ea2e49e9d
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/C2_B_classes/__pycache__/c2_falsifier.cpython-312.opt-1.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,c41f61e9a6e2d0a0f6f1f948e8ee71267b28bf246c3d61724aaed9e49979b1a5
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/C1_alpha_intensity/__pycache__/c1_grid.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,cc57ddfa3ae3f7aff5f6f230923cfc2805c260332a1f53671be189faf6679ea9
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/BRANCH_dir/__pycache__/br_mc.cpython-312.opt-1.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,426793ba116ae62939b34bb8345391f3116271a8f16946a5f9faebbc2a0802fd
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/BRANCH_dir/__pycache__/br_mc.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,345bfedfc2fe46e6eceba09ec84d3b15d3bb28cf385d0cb033b0ffe75bac6df1
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/BRANCH_dir/__pycache__/br_probes.cpython-312.opt-1.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,87d61d719282637f69dfbe2791b0682ebaf6cd0c41950a459440098c4b6d4711
COMPILED_CACHE_RETAINED,K3_SIDE24_LB/UPPER2D/B1_taxonomy/__pycache__/b1_falsifier.cpython-312.opt-1.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,4cbe2f1e33ed39e3c37a02898eeb6116095f28f1a3de58b3b58a17cf8501d486
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/c026_series.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,d0e1f24b489587e36c626d5ecbf22a5a3dea9e083f974679b376339fc8a604f7
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/c027_station.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,82db6f9900ed09f6bd675b8104def909d28978ad64da796c4404933eaa826b03
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/dag.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,adf3593ccca3a130919ce697eb4a33ab8c1cbb33f846f8fc2fd8eb17dead368e
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/dag3.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,5baf45a9e5b99efa9c6461f38b92f1674f4918c72cd3a3a0e1d05b19d0879752
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/driver.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,7852742bd925cbdcbe044ba7df350a0592ca18667533d5df422f24e8a0ac3ce4
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/ivlam.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,191a1328b1b186c8d0a1bb172a1a0cb08912707a11f6597d2584d2b7f0e798c0
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/ivstation.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,6b6e44acb0e7461d5d49b59315f3d6be07a892e1edc23ff267218e7be211f613
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/jets.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,ff1066a2054d888f1ef243273641c1e6c53e8f4f91a791826c50611a00459a30
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/jets3.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,3764476a6529bc8d71f1f484fea1a3961520d7517ee718c906111a771adc8b10
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/phase2_cert.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,548148e60838c7baadcf31d95eb924e66b349ecb7eed2289ff547fc6c54ab74f
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/phase2_frame.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,c894057457ee9c047aba5ce4569daa419af8b75ca331cdddf14e2895d160a824
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/phase2b.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,18f6ab50dad1c7564e08065f7bf585188514ec02a4fc7397425f2d229c6a30bb
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/ratjet.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,f8d715528225d953565bd3343efc10d312c1db5c03fb0c372caf02f56f622bd9
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/ratpoly.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,ffaf1c314efdd7f008d1be2812f81efdeed45b0453af9606967739c31f65ff47
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/s4r.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,33562c92f3a1b3595830a52212eb5390062d27c440cada8f5088c7c6d461eb65
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/sv.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,71867fc35bb80acd7c92c73e7391c1c3314198829519e4e985e7ac2c7e25e6d8
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/tp.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,255501bd2e5b2fe1458a359050adbbfe0b1a78b11b7ea57eac89c078ffad3ca2
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/tp6block.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,1cc871391694e14de6237ad1b557bf84bfcfc71eafcfa6539d4d436bdd54f738
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/tp9sections.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,7c1976dd96cd2d17f161ad6682fb8a355773f3a3089f45a62516b9e4ae7e3ad6
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/tp_adjugate.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,0d699fbb7bce8906879cab749f011a5f1f5181cfffb13eecddf08e2bab76c81a
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/vser_tight.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,b5a5d9793b5e19db013b44e468be76b77c130bdad949bb3f0f91266f03c3be17
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/x9_css.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,3020d07af1cc96486f6f06874af49e5e1e61a08425614c2bc2418a16f89342e3
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/x9_exact.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,6a7fb81b19a96b9699ecf0c4d3185cf4cec1034d8f013a8f7578476774ab0445
COMPILED_CACHE_RETAINED,19fcef2e-c1c2-8c6c-8000-0f5a243156d9/work/__pycache__/x9_series.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,84f0cbd9391651093d5f6fc5031e9efaf81c763f191eda961385bb7e97684cef
COMPILED_CACHE_RETAINED,19fca709-6422-875f-8000-0f5a4a02e62f/__pycache__/lb1_sup_over_zone_certificate.cpython-312.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,34062bd87c9afea4e495b1fb06d7768a50be37f766af9ac2f6c5ca05cad6be84
COMPILED_CACHE_RETAINED,__pycache__/verify_obligations.cpython-313.pyc,,,Python bytecode cache. Source scripts are separately indexed; archive retained.,7c92d826b2c83d6f1c9a9b17e805e2ecc6ec7209bf42eb9ca401a1c43882f7b3
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,GP_REC_E0_CONVERSION_READINESS_2026-08-02.docx,https://docs.google.com/document/d/10bz10sb-0LDWGYgVAAwU7Vz9AWm0eHpK/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,https://docs.google.com/document/d/1F5I8t3a24jOLW7QbQNgdDeUwWwqUGENeQtu0PPKYre4/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,80b64b64ff9c22138daaf576cbd3e58d3a45bc54e18b6b61e377e1f7e7cdefa0
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,SIDE24_THEOREM_PACKAGE_v1.0.docx,https://docs.google.com/document/d/1Sdy0gBzIc2K7-FHR9aE67SeXWf1oAtDJ/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,"https://docs.google.com/document/d/1R3Imq0352Ls5TGUXyDEZ_jnrwYatwVbPVSMy1t-7SjM/edit?usp=drivesdk
https://docs.google.com/document/d/1bZhPhqFv--Dah6ZuNF49V4LWsw_nSh6gJBCo5Ga-Xv0/edit?usp=drivesdk","Equation objects exist, but automated text reads omit their contents. Use linked OMML companions. A notice and direct companion links were added to this derived copy.",bd9fc3d0aed7b01a6690146404fa513b991f2aabb850f17c1fa712999bc54750
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,07_REVIEW_RESPONSE_FORM.docx,https://docs.google.com/document/d/1WkhhyUNTnOff5BU-sTdf1KNKv0CkD5i9/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,"https://docs.google.com/document/d/1SCI1S4RVUBHvZ0pOTg1zBOcTf-8CsYeIaAAIiQkySgs/edit?usp=drivesdk
https://docs.google.com/document/d/1bZhPhqFv--Dah6ZuNF49V4LWsw_nSh6gJBCo5Ga-Xv0/edit?usp=drivesdk","Equation objects exist, but automated text reads omit their contents. Use linked OMML companions. A notice and direct companion links were added to this derived copy.",c7c074ef960b6db9e6168bf0c2f51b995b17c82adc55d75af3530c6612222ecf
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,05_REPRODUCTION_GUIDE.docx,https://docs.google.com/document/d/14V0bkVSztarlfjhrqD_Ndt5ffupnsaeD/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,"https://docs.google.com/document/d/1QtRVFWgKEZgDZqGYAlzpKXcQU9W7uwSdtHJidbCyO-s/edit?usp=drivesdk
https://docs.google.com/document/d/1bZhPhqFv--Dah6ZuNF49V4LWsw_nSh6gJBCo5Ga-Xv0/edit?usp=drivesdk","Equation objects exist, but automated text reads omit their contents. Use linked OMML companions. A notice and direct companion links were added to this derived copy.",6ce1e7424a38fd3cebf3b898af952151e83361bb8a4fac58095f8ccb8cab3b20
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,00_READ_ME_FIRST.docx,https://docs.google.com/document/d/1KkhTJVHyJHk7PUubE2hF6O05EOEP9H60/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,"https://docs.google.com/document/d/1KVUsPCpEe4lHFklVl34xydKMlsorkkOy7rU9ue5QbBA/edit?usp=drivesdk
https://docs.google.com/document/d/1bZhPhqFv--Dah6ZuNF49V4LWsw_nSh6gJBCo5Ga-Xv0/edit?usp=drivesdk","Equation objects exist, but automated text reads omit their contents. Use linked OMML companions. A notice and direct companion links were added to this derived copy.",e5ff3401abe278742d1ecabc45c5a94b5f4e259e7183112209497c4b23838318
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,02A_PRELIMINARY_AI_REVIEW_DISPOSITION.docx,https://docs.google.com/document/d/1LHGkMd40cmg0qEhUogAk5LUgRznUyDY0/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,"https://docs.google.com/document/d/1D-Fl3OF76P5OYAMLjMYc3e8lZx0Kz2w_SRJYbUVhRZM/edit?usp=drivesdk
https://docs.google.com/document/d/1bZhPhqFv--Dah6ZuNF49V4LWsw_nSh6gJBCo5Ga-Xv0/edit?usp=drivesdk
https://docs.google.com/document/d/1ZKU3VNK_wleormGjuW78cTTAuY8fJRyD2b7v3132K5M/edit?usp=drivesdk","Equation objects exist, but automated text reads omit their contents. Use linked OMML companions. A notice and direct companion links were added to this derived copy.",7650137fee8feb72d92eb132444f065d655d421d0b64d3d01643a526a29d95cc
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,02_PRE_REVIEW_DOSSIER.docx,https://docs.google.com/document/d/1BJnDQdGI_6IoRNFlEns4XYzuwvTuL4MJ/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,"https://docs.google.com/document/d/1hcHmJrWVqOs2zIsxEchM5UiAnBjwUukG0MosfvHtZHc/edit?usp=drivesdk
https://docs.google.com/document/d/1ZKU3VNK_wleormGjuW78cTTAuY8fJRyD2b7v3132K5M/edit?usp=drivesdk
https://docs.google.com/document/d/12OUKXG0mLtxDQesB3h5I36bmKOIgIBxK9rr-vkDHwx8/edit?usp=drivesdk","Equation objects exist, but automated text reads omit their contents. Use linked OMML companions. A notice and direct companion links were added to this derived copy.",0f470f892f1820c9310b3ebaace7541fb609608bcf74dec66ea4006d79db4b1b
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,04_TECHNICAL_APPENDIX.docx,https://docs.google.com/document/d/14mh4UEKlKvaVH_xrado_UJiAjlsVHJyR/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,"https://docs.google.com/document/d/1XCMd_fdZuWkYtYtbKTPNMFZyJPig5QWUtpdNOF-QPr4/edit?usp=drivesdk
https://docs.google.com/document/d/12OUKXG0mLtxDQesB3h5I36bmKOIgIBxK9rr-vkDHwx8/edit?usp=drivesdk","Equation objects exist, but automated text reads omit their contents. Use linked OMML companions. A notice and direct companion links were added to this derived copy.",34c43ad4b71e6eadd6f7b40e5a11c03148a1c52a01f7a98bb1d2660a5357ed81
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,03_SIDE24_MANUSCRIPT.docx,https://docs.google.com/document/d/1xFsQErM259V5bbwySFUj2qiDy9g2UMBU/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,"https://docs.google.com/document/d/1dZyEs2cIVlcgoBhcy5aV17g2jsC4xnNyPdIIcHaV96s/edit?usp=drivesdk
https://docs.google.com/document/d/12OUKXG0mLtxDQesB3h5I36bmKOIgIBxK9rr-vkDHwx8/edit?usp=drivesdk
https://docs.google.com/document/d/1kvgP_hxJpvKL2JyB-ROUuwpi-mu4Bz3eeg_JNT_pfvI/edit?usp=drivesdk
https://docs.google.com/document/d/1UBOA2S_vGntSWJHJzk1cBCnCQjZOspsrar8nscF4LWs/edit?usp=drivesdk
https://docs.google.com/document/d/19bIJF1U_lAIwjoGmMMbpC-sHAWwtaTxySxEGyzDjgr4/edit?usp=drivesdk","Equation objects exist, but automated text reads omit their contents. Use linked OMML companions. A notice and direct companion links were added to this derived copy.",4c352f1fd8e4f6614b11bed6fc2aec0f00261f65ae82587b902d394ca55e03a1
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,NONCONTROLLING DOCX EXPORT — FS2-MAP-003 — ROOT-DRIFT PROVENANCE / DO NOT USE.docx,https://docs.google.com/document/d/1qZIyj2e0Mif0POHwRtWACcXlvqTsSGby/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,https://docs.google.com/document/d/1yXVbUy0h_KQcxDjLlbGqyERCxtvPD1XsreaJCS7EH1o/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,7e8e056d0ba9d621e5b4ac51925ddd078d200ded95fbe0d6b4973638c9c0e181
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,NONCONTROLLING DOCX EXPORT — FS2-MAP-002 — ROOT-DRIFT PROVENANCE / DO NOT USE.docx,https://docs.google.com/document/d/1OdBib7XHLMjUBh-wbc3_PDJetyoOJoew/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,https://docs.google.com/document/d/1cr0DIii414l4OO1s9QomZdeTa-fop0JzBjDpjsd9myQ/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,91c481ca4619513b58bd9042e1b9dd9a8e42006fa9519289a1bbb934d60fb8df
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,SOURCE DOCX — GP-PROP-175-v1.0 — Replication Capsules Proposal.docx,https://docs.google.com/document/d/1LzhN9eG6hdZec1Gzd0gTSd_JUS4I4Pez/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,https://docs.google.com/document/d/13iH0zYt_EuUHMV0Nif18MOIt_srlNv8cp8bYyny9-mY/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,209374cadac7ea38be526a119758de7a94098ed1b4ecc279f969f0d26edc5760
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,Text2.docx,https://docs.google.com/document/d/1riI_sT5mMqhMWd2Rq9AOsGwr8IA7fNkU/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,https://docs.google.com/document/d/1jJV4V5dtXOi4rZe7x_2xnq4uJNVAicdmGV9aLIuwX6s/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,d0486b91c37bf18728b3013514a99f2b40bcefab591e7a12f50daaf8b8cdac3d
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,Text3.docx,https://docs.google.com/document/d/1vD2odTaHdc0L97HYxGYK_2BHYgDtU01M/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,https://docs.google.com/document/d/1g7Cl3vR7ZEM1NVXn6i-fIYKdJfhJsuEIt8xRiueAtZ8/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,898564274f120136d56c333d0cb688b250185ce677469f0bb7ab536a437dea69
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,Texts.docx,https://docs.google.com/document/d/1EMfkX4RmXvsAjRd8xl2DTgBDpM7Fjhr4/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,https://docs.google.com/document/d/11Zjyeh1CQusa8eP0BfdVUZaB1t5EoEnhZPTqwUCO9BU/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,89a0d969e2b4fba196e425137d6b5d6c0dc0ca4ac04f469d6e4fa7e61e52b28d
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,Request Refined for Future Use.docx,https://docs.google.com/document/d/1stss-v0TS3LiRwlhp0Tbbe7_wR90DeGD/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,https://docs.google.com/document/d/1YQxilbrVmaztw9__niXjXxS-Mctyheku92FFNbUWJQs/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,a0e1312bd38401559d8c2bea9afd86e491d815e6ccd389d09f5c2e6f471090b3
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,Copy of Evaluating the Λ-Dialectic Framework.docx,https://docs.google.com/document/d/1_oAgiEds7wGnUXF5DYXrqVU-eCmVfVYw/edit?usp=drivesdk&ouid=115238606483204775524&rtpof=true&sd=true,https://docs.google.com/document/d/1vGUCX-i0oyhxV0yNRCviJYYgdMg-vjklGwHIhE2l3Vc/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,e9be90bb2cef8c497f64a2ac517062a37811985da10fcd711ba81ffd42e34f03
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,SIDE24_v2_2026-08-01/07_REVIEW_RESPONSE_FORM_V2.docx,https://drive.google.com/file/d/1vSI-evINWskhXVyiZ0slt-rLT74sPpXH/view?usp=drivesdk,https://docs.google.com/document/d/1fkQwmDLCzp2CaLEJebeuc_jbwhXoMQvS9sAAnSSWHcc/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,b44c666ef769f5229e31a37d09b3e8045b3ba4b6e9caf54838285131aafcb9d8
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,SIDE24_v2_2026-08-01/build/07_form.base.docx,https://drive.google.com/file/d/1vSI-evINWskhXVyiZ0slt-rLT74sPpXH/view?usp=drivesdk,https://docs.google.com/document/d/1GaLASiyHSJRE4sY2sc1EGF54utVcSIx25RDuK3cR9ho/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,949a4b526f8631b4ea815dbc1396df7b430adbe4ac9c292dca2c884bbcbfc87f
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,SIDE24_G9_RECOVERY_2026-08-01/successor/SIDE24_V3_4_RP_C_RP_S_CLOSURE_CHECKPOINT_2026-08-01.zip!/SIDE24_V3_4_RP_C_RP_S_CLOSURE_CHECKPOINT_2026-08-01/evidence/original_v2/SIDE24_v2_2026-08-01/07_REVIEW_RESPONSE_FORM_V2.docx,https://drive.google.com/file/d/1Uz1xeynsY17xHDTfisVC6ImztJOXZbFp/view?usp=drivesdk,https://docs.google.com/document/d/1qq_Nx2naZxXuFBoEVc1ymcNRusb48yTWwRWQhk4N6ic/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,e2083645f20ac87bdca5094749a626d56ce6fa77f1fe7bb7173705074b7c785b
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,00_MASTER_INDEX_20_COLD_REVIEW_PACKETS.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/163qXkKOGH67onFazVod_Z-G_WfFMzsca4mST5C_Smy8/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,0158ca2b05b529cf68a33c06b44886ee94f1f4c9ae5b9c75960656118ad92b51
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,01_EC-005_Canonical_A2_Fold-Gap_Identity.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1oAcJiM44sofdaXW9_mYWjscaK1736Wu6i2iGEbE46yI/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,c53c3b6e2eabbef4b5b2edad6db0f6c7523285c0951bbfbfcd43448540034c3d
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,02_EC-006_Planar_Truncated-Normal_Second-Moment_Identity.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1h2kMJvbr7ox82SVzYXAo_burxP63Dm6YesWXGboZfdQ/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,8900b21da2ec7651b1ada1fb1e51b91ecf0fde0b816097ef6aba22ea23fd1c97
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,03_EC-007_Planar_Coalesced_Six-Pin_Conditional_Jet_Law.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/17laaaGF_khHdd_SFWIRdObkBT1GaEBzgQIb4bSzxgK4/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,ecfd3f864b3a8e87a72ea4d0f3493e56a134542487ffe281dccc6c325d17470e
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,04_EC-008_Planar_Collision-Gram_Covariance_Determinant.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1Ghgr94GKQW0FGHNYKDMoElo7n5Fj6mR4z69Yja8e2qg/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,0e0dac642cd22f3f8f093eb09a788f430562d82db402b1097290c4846253b967
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,05_EC-010_Declared_Convex-Combination_Polynomial_Identities.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1dM1kh_zPcdVx-v4JQ84EiNtByZxBnJ-RN_34meVM3gM/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,5f5ab789728adb5e61544092295f46b2f53c772c0668a55c1de0a4d70287cb7d
