filename	scope	bytes	whole-file-sha256	status
C095_SHARP_FREEZE.md	upload	1699	9cb08cfc7a1f0a8f3cedbd4a01142c6afd43886c4eb4fecf15f9cc47cc3c566b	input
C095_SIX_PIN_COVARIANCE_FACTORIZATION.json	upload	4487	5429b40d2ba0f06e0f2bd82b0e29bf97d47e3a84d5ac8814499dabe29cdb054a	input
C095_SIX_PIN_COVARIANCE_FACTORIZATION.py	upload	6984	0e50fb5c73989e9adeedfb2ab63a36e383186f767699d9b90b71fc4b1503aa57	input
C095_STATE.json	upload	2715	ddad9e821e77c84fc050d2a8baa6df9df29bbd592fdbe6a3092b44a81f8c8d96	input
C095_UBG_RESIDUAL_ADJUDICATION.json	upload	1755	bdff8ae0e94f1b218c4ecc52c1b526fc485014cf27a2f478fbcac6b019e9970f	input
C095_UBG_RESIDUAL_ADJUDICATION.md	upload	1730	467e4d8e839b62e3e9007a1ecba3f577182a1a7d9d966c2272fc78b23765e818	input
C095_VERIFIER_V5_REPORT.md	upload	1527	ca0fed3da575a5ef28681ef225fd0a4ab88b1e258c52dcb4f6565a0634b11005	input
C096_ALL_FILES_DEEP_REVIEW.json	upload	43816	9845d9e4cb68083feb5511b77f4757670912dc23fb646ebf0d18140915f24e81	input
C096_ALL_FILES_DEEP_REVIEW.md	upload	16037	91156c9bace6eaff9ff3b56dfd9081122108884fb00deeb76e46244be6a924b5	input
C096_ATTESTATION.json	upload	2991	8b92be9fa772b380bc32d260696fb20bd2ab61b11a76a562f070e30dac56c105	input
C096_BR_MARK_LIMIT_ADJUDICATION.json	upload	6434	6fbe3b9f0545ff15fdb280d2b7eda1c45dc4a8873443ebb77311cf8cf0e410e5	input
C096_BR_MARK_LIMIT_ADJUDICATION.md	upload	1688	218d6eeffd98541726f95d5d2b8da84013bd9d41cb243d143d8b51aec4411aee	input
C096_BR_MARK_LIMIT_SCAN.py	upload	12994	790f5a973d0b0002f7d7d35e498b42f85ecd13480b4131c3d72641c7be17b7c7	input
C096_BUNDLE_VERIFICATION.json	upload	496	86668f37707347dc569096467635e5d2bd88f4a8508c1e8dc02a58fae920d29a	input
C096_E_LEDGER.md	upload	11760	488e8c2775eee648945d8f92284ed1bfac832b4f76021c92deffcb6421294b8b	input
C096_FRESH_EXTRACTION_TEST.json	upload	10679	dcc67989f42534763ece79390c8213eb6e0db8fd1220c628f7abebc314a7da77	input
C096_GATE_KERNEL_V1_2_REDTEAM.json	upload	28267	f185a0504eaef29cb6e7baae417c5fbb3bf71cfa06062d7cb6e39a6458239439	input
C096_GATE_KERNEL_V1_2_REDTEAM.py	upload	16227	1ad7a993869d36580ed408f6871ad85e15aa7482067a748beb88d14e4d962f26	input
C096_MANIFEST.json	upload	12786	ccadf508b53b5b4f38a49bade526de3ea9da3ab72c87deb620f60f40c5af1707	input
C096_Q0_REGISTRY_MIGRATION.json	upload	8889	6ae7d89272404c2c3af135b5b42902073e01e9802c481ac86bdb69d71c00c161	input
C096_Q0_REGISTRY_MIGRATION.md	upload	3083	86387971d400c5814bb58d31653abbdbce7f3d5ed48189dd0587c649a86a3504	input
C096_RELEASE_AUDIT.json	upload	7174	a32e9432b46e4ec5f4c9f44f7868f88388f4c01d003fb342cd9b15e41e97b59a	input
C096_REPRODUCTION_README.md	upload	5179	5637df1badd672dfa2a44bce0e411544ab578b2930dfc79963f05c666280b07d	input
C096_STATE.json	upload	3776	06212bec59f0761318d23a23e46923388e66476dfc805f74bc1a7bc9ec57422e	input
C096_UBG_RESIDUAL_SOURCE_AUDIT.json	upload	3116	2e6c3ce4eee97bd56da9c0935eed4ef7a26eeb6d2219c59f59d05db079edf58e	input
C096_UBG_RESIDUAL_SOURCE_AUDIT.md	upload	3680	0c41ec46c12c5010749ff6a8e0a96123168e1f77f1f9ed076d8bd9b273dc4a63	input
C096_pdf_contact_sheet.png	upload	436211	dfbafb4868dbb6647ee90e87c3e9cd2141e0f3da001c7d343e63a445e604f85c	input
C096_v12_pdf_contact_sheet.png	upload	322088	d6a7b291f33f00f3e7bb17f5e5f322d949ff94155f506f282665c96e5e52e7cf	input
C097_COLLAR_GAMMA_BUDGET.json	upload	2687	dc763416e51ec9e7732a47857c41660b048f1a16867e7c2dace15b4ff91ff638	input
C097_COLLAR_GAMMA_BUDGET.md	upload	2593	85ceb16ba78af756456d0ce8c7813420d4531116983bedf24227c16aa3e3241c	input
C097_GAMMA_DENSITY_REDUCTION.json	upload	4032	c3dc7cc779adc32ec51eaa2a0c5a41416900c6b6e7f4a903532c0f03dc8bdc1a	input
C097_GAMMA_DENSITY_REDUCTION.md	upload	3801	30af6e88cb43e38195906fe86d2b8ccd2c15abd74668a632d767441949a110a2	input
C097_STATE.json	upload	1846	c4f5d613c6c1b18c84f3f485707707d32c5235c491d010838e91bfae30c20214	input
C098_E_LEDGER.md	upload	4703	5930aa0dd0d884f332293c70ed4e0dfc75479e7735ad750e31cf735196b05d73	input
C098_FREEZE.json	upload	3254	0ec4a01830209dfcc5e9cbfe182b3a7e716a3d16fa5f012f89fe047f261a68ca	input
C098_GAMMA_EXTERIOR_TRANSFER.json	upload	3355	b4c5e5d861ef20525728c248bde7b7021ba35b614b385a9a2cd27756e2283401	input
C098_GAMMA_EXTERIOR_TRANSFER.md	upload	4035	cea2a82698076f72a82cbd64bb7f3eda28b61e2a0f74b72d13cae021fa21a8b1	input
C098_GAMMA_MAXCOUNT_BENCHMARK.json	upload	146573	a48ff271c7d9939cc3b3cf768013341ca9b4f6dc5fad646bb48483a53f929524	input
C098_GAMMA_MAXCOUNT_BENCHMARK.py	upload	20588	3f919cfd74637565eb9df6b0650c9b32cc539d17b3b2bfa17df4f10d291ce97d	input
C098_GAMMA_MAXCOUNT_SUPERSESSION.json	upload	7488	e3f37666d7d6ec456704e5c21a76776e8fc1d111a7344ba402c7f56cfc0e06f4	input
C098_GAMMA_MAXCOUNT_SUPERSESSION.md	upload	6581	b8f0b48d7002eced8f33132bbb54c0d84c8d0e2456e3d0637d33078240d9bae8	input
C098_STATE.json	upload	4023	d3114672e9c7350798baae71d3da2f0baabfaacfa7d0a295a39bb1ea92aed8c0	input
C099_CUBIC_TYPE_NOGO.py	upload	9484	48c925ba3f98aeacbc5b6a018bc0a6eaedc3c47403c4317390789b6a06f68409	input
C099_NEAR_CUBIC_CLOSURE.md	upload	5645	a4c1b7f0b71cd7249fe97f185256c6937be68528ef6cf19a08c98d8de41845e6	input
C099_NEAR_ENDPOINT_SCAN.json	upload	600610	0b98a88b6acd27ce36e604bb3480811b4f600a0ce5581f33889d530372dde00d	input
C099_SCALED_FRAME_CERTIFICATE.json	upload	3547	f70259f7e40b6adddc7fd2e74a647df7f7f9b85c303d3a8ea7a46a957ee6165e	input
C100_COLLAR_CUBIC_CLOSURE.md	upload	5783	24eb9d55bcda133513392478d8aecb593db74b188b3f1c68629240e856241ce6	input
C100_COLLAR_PROFILE_SCAN.json	upload	338213	07c845dc179f246aa1cd4f37da25fbc5a349240129040160d4e7388578845d5f	input
C100_COLLAR_SCALED_FRAME.py	upload	11137	904cf2d0492790e84c788e264c8d0d7c846337640dfc0c82416496df617c49ce	input
C101_ATTESTATION.json	upload	2322	7f637d9702dc719b1cff2f03b0c34851888b491eacc6d92e76b3914b415d6bc5	input
C101_BUNDLE_VERIFICATION.json	upload	477	7fdb0d47e3ff8fe5d77aeb7e2f47667952647ed9f0092bd9b1ac549fffdfe85e	input
C101_E_LEDGER.md	upload	5906	8194eafd8d05160f0e83b3f89e459608ed8fe506a2b123cd529cfd8d1f603bf3	input
C101_FRESH_EXTRACTION_TEST.json	upload	5355	477716c03b9de37a1aa882789a7c6ce201bea4de3e06edfa33ce02c5a215bb1e	input
C101_GLOBAL_INTERCEPTOR_CLOSURE.md	upload	5957	186285d1ee093fcf4a1d1b79a73466e691f24e5f8111c3307b1264bc6a12b620	input
C101_INDEPENDENT_CHECK.json	upload	6769	776da265b878dc058588a53bb170f5e675c91c76899d9798a66272461482a954	input
C101_MANIFEST.json	upload	18205	be8e305aaf088e3fe52feb19598165e8b7759b3d3a5f939a53ae03c4a0e57372	input
C101_RELEASE_AUDIT.json	upload	2698	b7fd61f7a49087e8d4e481d18743f630202f44aa005596844094038c5a7c3059	input
C101_RELEASE_README.md	upload	2339	c494b2021b27e5b9eb14b0a8594fba9fe4618c084296a0323bc8c1df9eae0ec0	input
C101_WINDOW_SADDLE_FRAME.py	upload	7412	79c4e33e14e40aed59a99dd7f356fac95ad4820b6528b37c98ae1dbb73c77012	input
C101_WINDOW_SADDLE_SCAN.json	upload	219700	4292d84be5dfd4e834f9ae3ecd03da90ac9308f8f358711185b6971a0199bcf4	input
C102_CHART_ATLAS.md	upload	4335	1b0fb5d723cbdd51a0ba3c63d945c03f3f0e136f176c5d77542d03d0f3910336	input
C102_DETERMINISTIC_REDUCTION.md	upload	4460	bf40dded43ee90b4033f6bc1063064bf6153f3fb1d188ca1b61e0478997676bf	input
C102_E_LEDGER.md	upload	501	723c8a48ddd377acc20215364ce4a386e511a8c334ec39fb3273bc32527863c6	input
C102_FINITE_JET_NONDEGENERACY.md	upload	5241	463bcd13fd9042c993198c133a2125fd9cd63c2ed09dde0c4b2d18c166ee5f70	input
C102_FREEZE_v2.json	upload	3292	3699bd95d84ac2a7bb4521489e4ce07fa8653c66146cda754813727f42801f22	input
C102_QUALITATIVE_RATE_PACKAGE.md	upload	5520	ffadddcd1a9246ca87263fdb44cfc127ad4e3dc5f365b72fce0144906a2edc0e	input
C102_REFEREE_OBJECTION_LEDGER.md	upload	9595	cc9e80a2614ab5fd499d4a0c91fdf4e29b55fbad6917c3a6353a1ff1c333e97c	input
C103_E_LEDGER.md	upload	5615	64851b5e9aa05ce985214c00affa0af4de6faff77d44451300bb342a4fe27b43	input
C103_HELD_OUT_SIMULATION_ADJUDICATION.md	upload	2692	a752d52032c015ac7dc4ae59b37a2bca5bff7e842586fca881e5d022acaabda8	input
C104_CONTINUUM_VALIDATION_ADJUDICATION.md	upload	4001	6c8b060773c3b978d7fabdbe377e827883a20d7397d9c981b9608af5705ed1c8	input
C104_COUPLED_PERSISTENCE.json	upload	2409357	532946ea39a363f9bd7897ea2fe0d9a17b15ea87f082781e4830b4837da533c2	input
C104_COUPLED_PERSISTENCE.py	upload	19621	81062a506ae226095af68678ffebd4c1051e05f3fa8976eb36b87ce02cca6316	input
C104_E_LEDGER.md	upload	3627	938965bb573d8af9fb0045bfc28819c344f853ddc851f09bfa37072c3b616ae2	input
C105_FREEZE.json	upload	5930	41b6d566a85dc80f7d3cf8204e8affbb0a14261f08ebb6c859a0bbf242babb58	input
C108_ATTESTATION.json	upload	1521	ddc93b79f0519988436e54172c072048033b4075787206970f1e36514baf6d20	input
C108_CROSS_PROJECT_GRAPH.json	upload	3856	d50a5926774ddb4ec27b1ec581ab072394d7784e7cd52b2a1fa2c15b777a090a	input
C108_FRESH_EXTRACTION_TEST.json	upload	9647	6f114124ec9fa6fe9db071bb6ba849419a52ebdcc3aba38f2d2ab1a343cf661e	input
C108_LE_RECONCILIATION.csv	upload	2446	5bd1425c54cf1d90d8764ccb03f5854bef708df9e256d34106f03d950a23a226	input
C108_MANIFEST.json	upload	7503	09cae6972ed67c0683653a5c4ad38372ca5f7ac78e4b071896ab48fb3140ef90	input
C108_PACKAGE_VERIFICATION.json	upload	348	5b2f7f1ba98d903fbf56fa464fac5af2a7f36a1512545ef6fda68e10f348c10f	input
C108_PROHIBITED_STATEMENT_CLOSURE.json	upload	2159	15eb494a8f4817ef8f6e9a551f7972713aee27166091bc356ae80444a7ea9f09	input
C108_PROJECT_RECONCILIATION.json	upload	5732	82ee02e51f64ae0e769354ddf0a22227edd8c3caf98c9d8c215faca572fc8509	input
C108_RELEASE_AUDIT.json	upload	2626	7fdccdcef795f2b2ae861462acc5c6216701d5334a21fc8f4e52bde7dcad6bf2	input
CL-AUD-205-v1.0 — First Distinct-Family Reviews: GP-DER-186 (Noncompact Common-Robustness) DELIVERS — all stability constants exactly verified; GP-DER-197 (Borel A_r) DELIVERS — M-checklist discharged at CL level.pdf	upload	91447	433b105e44c1c65fc8851c724e036c24a26b76b857736e08e358ff5d4eb4ee85	input
CL-REC-205-v1.0 — Status Delta 2026-07-25 (late): CL-DER-204 Endpoint Lemma Published + Verified; GP-DER-186 and GP-DER-197 First Distinct-Family Reviews Complete — P0.1 Ledger Reduced to Five Items.pdf	upload	54294	933e673c5a8a53d1bff6be252638b277adb42651f63e4083632bc3f6c1be90e8	input
CLAUDIT_RECONCILIATION_ADDENDUM_2026-07-31.md	upload	7945	bbcb6820323db65fc8deba184d591e14ac7f9f6319c2f9be62ff475749a3b17b	input
CO 43-44ish when published Prior-Art Search_ Persistence Pairing Rates and Morse-Smale Genericity for Smooth Gaussian Random Fields.pdf	upload	99648	6b62c2769a151ea3e292d23409012f3ea2f979402c8fdb1c84f09b966da7ae3e	input
Claim Language Annex v1.md	upload	9080	34d4cd00e3c016cd86bd7cf36c16fdab572bb656da620e55f5989d83340e356b	input
Constants Table Canonical C020.md	upload	6553	5078419fefc44b129ce6b05c1547a453c4fe15196a7d68e88287491cd20150bb	input
Constants Table Canonical C021.md	upload	3967	8cd5db79b4f1a0691bf6e3104478d4029f11d569a321800a680781d177d24b1f	input
Constants Table Canonical C022.md	upload	3554	f32549e5856a0483eb9d5852b436b792558c17b8b6c8a3a9f2ed87581e6093e4	input
Constants Table Canonical C023.md	upload	3474	de32dfa357a4deb052ed14277262af907d017e27431e7a15d57d7d0b275be6c1	input
Constants Table.md	upload	2446	69cfe124d7f5105b87267140ca80ed4baa2443e2cd9496125b4c9d9bea7d0273	input
Constants Table01.md	upload	3575	e32401c6fd6f79433f9e82934bde4f78440b8ddb4667ec34e38d8a2a7fdf67f7	input
Constants Table011.pdf	upload	53752	84eccafa499ba2ac2d0ebe52fb55378bdf7e6081d7b378cd3a13d8c6fad4e441	input
Constants Table012.md	upload	3575	e32401c6fd6f79433f9e82934bde4f78440b8ddb4667ec34e38d8a2a7fdf67f7	input
Constants Table012A.pdf	upload	53752	dee731498c712ebed07182e51d33d5339b113b5b08ac22ff89b198f70b3b8b8e	input
Constants Table013 12 07-09-26.md	upload	5682	a6bedbd5e5c2b69039cbefa734606892b07b038d503f6267e4e30d9fddac29b2	input
Constants Table07-09-26.md	upload	6056	ff8df78684d7f4e9c79f70a44a8c8d29b5732293614825e42cee9f95e485d79b	input
Constants Table07-09.1-26.md	upload	6056	ff8df78684d7f4e9c79f70a44a8c8d29b5732293614825e42cee9f95e485d79b	input
Constants Tableab 07-09-26.md	upload	6056	ff8df78684d7f4e9c79f70a44a8c8d29b5732293614825e42cee9f95e485d79b	input
Copy of GP-DER-118-v1.10 freeze, evidence chain, and N0 scope receipt — Native Audit Mirror.pdf	upload	52750	15023059560fac4a7b8fb4aa932d93d25cd3b312ebdaf833319063a8dcc8afb8	input
Drive manifest (condensed, all 964 files: flags | folder | title) — Part 01 of 13 — canonical impact NONE.pdf	upload	57674	38c72b909b2fe48950a53a6ccb8872d46ddaa9843732ee18d5963f17c0f4eb06	input
Dylan_Roy_Google_Drive_Research_Audit_White_Paper_2026-07-27.pdf	upload	517646	ea7f81f0b2495a6669a3c168679afe2ac0edc4848c4921841a6df64a658378e9	input
FS2-MAP-001 — PCT-003 Unresolved Cell-Mapping Adjudication and Operator Sign-Off Packet.pdf	upload	248206	91e192a1eee4e0a2d914db9b88b81e56604e5dc47193031ea49db26866365aba	input
FS2-MAP-002 — Operator Decisions, Approved Configuration Successor, and Mock-Test Receipt.docx	upload	19377	91c481ca4619513b58bd9042e1b9dd9a8e42006fa9519289a1bbb934d60fb8df	input
FS2-MAP-003 — Drive-Resident Executor Carrier Identity and Installation-Readiness Receipt.docx	upload	17840	7e8e056d0ba9d621e5b4ac51925ddd078d200ded95fbe0d6b4973638c9c0e181	input
FarZone Enhancement Profile07-09-26.md	upload	4348	92f3c59fc9dc8da16af679c4ebf72111fd2e43d1ff8c20643cc58cb43b666fef	input
GATE_FRAMEWORK_MASTER_v1_1.md	upload	27996	2442dc38a5208519990b8b72db3390296e6f6ca6762a580331982965adaed9a3	input
GATE_FRAMEWORK_MASTER_v1_2_RECONCILED.md	upload	30769	ea3b0bce7087e37b9606fe04bf0c4d6161794f1acaf1bbcee8a05d72809a648f	input
GATE_FRAMEWORK_MASTER_v1_2_RECONCILED.pdf	upload	92754	e2a8b7d3b9c2e5f161c76ee38e2b1ece8a42c6314daac5e2880c3e61d06e3ede	input
GP-AUD-198-v1.0 — Common C5 Field-Space and Exact P0.1 Palm Quotient Audit.pdf	upload	120301	ae0a82286c2000d8c44dd22606a989e2b00772f8968918f273d9aef63b291b16	input
GP-DATA-214-v1.0 — R-Uniform Exact Endpoint Normalizer Source Carrier.pdf	upload	258015	30eddb5dd6d8cb1a7ae89f6a7d9b650a2729c4de01e96fbe460b118c543d8779	input
GP-DER-118-v1.10 — Ratified Endpoint-Hessian Successor — BODY 29293B SHA 9b7901e1.md	upload	30933	c1d6e559274d7e87a3fa92f44cb2534a5e277a3b5941fd40db380599ddba0564	input
GP-DER-186-v1.0 — Noncompact Monotone Common-Robustness Lemma for P0.1 Domain D.pdf	upload	184366	e0c5ca051d0470f350ebfce54f34f81b87c0914bc8bc1761d1aaa4087e2886bc	input
GP-DER-197-v1.0 — Measurable Selected Unstable Branch and Borel Exact Adjacency Event.pdf	upload	187037	f21165342ffef0d5b3d4fa1fc7cdf0be456dd27238ef962cac0e22a52cf237fa	input
GP-DER-214-v1.0 — R-Uniform Exact Endpoint Normalizer Upper-Bound Successor.pdf	upload	141179	3b97754a0704a0262c8183029d7f65f60e2d3c06472dd665b5dcb4db641c6897	input
GP-REQ-197-v1.0 — Independent Review of Measurable Selected Branch and Borel Adjacency Event.pdf	upload	156545	9052c56fa00c8b586e56e541b9d4f558aca5a0df540eb1aa9d39c3c65b006e57	input
GRADUATED_AUTONOMY_FRAMEWORK_proposal.md	upload	8601	66c5644cc2d7a4ee2a71da447dfaf21e05cb35d2c2145f4f5e1f4547f39a05de	input
Gpt10_PACKAGE_SCOPE_MATRIX.csv	upload	2043	01e264d6d024da24ffbd996d9883134005e25a407db68a44c4714aa214a320ff	input
HA-007 V2.pdf	upload	91356	787ecbcaafeed5a0358545a365665c2d3d0af4bb5fe67403b710751ebb78f49e	input
Kimi Single-File Handoff Manifest_ Drive Native Export Assembly Status (2026-08-02).md	upload	7862	c7df080bc2fd589284da59b36a310e67754188844bc82b1c7f2d8d7207d7cd97	input
Kimi Single-File Handoff Manifest_ Drive Native Export Assembly Status (2026-08-02).pdf	upload	89519	730c52b5e92c9df88cb7c66a53eb5e0a3d279fcd8bda4b6ac99088de5b438166	input
LB Bonferroni.md	upload	5698	5e82fa40e8a35133eaebbaf9c1a1c233f4ec29f47c478724c7901d953142be6e	input
LS-COR-005-v1.0 — Shared-Interface Review Extension — Normalizer, GT5, and Taylor Transfer.pdf	upload	124224	001ce3fedceee2c8e9a6e9c2d0bfe6188ca047c24926e00ef15efdb55ea9e78f	input
LS-COR-011-v1.0 — GP-DER-214 Record-Completeness Companion — Missing Constants, Control Taxonomy, and Radius-Ladder Clarification.pdf	upload	117086	c2e21f45550753bdb1c44474ce0340d1e38afc96d9a8fa3f03322fdee0d4b0d2	input
LS-DER-005-v1.0 — Exact Law, Event, Weight, and Palm-Quotient Object Crosswalk for P0.1.pdf	upload	232456	2446bbc6eb279f46138472b074cfb59bba0f327ecc644d4822321cc6c851bc10	input
LS-DER-031-v1.0 — Corrected Specific and Total Fixed-Window Lifetime Theorem.pdf	upload	106183	c667a5330b26efab4e9e00150e18418ee818e6a9cdaf43b5884e39bc88535412	input
Lemma ADJ Package.md	upload	3718	499b65e8287521c89ed4e4c2794d714267b3a14e618a1056c0e9d1e4c118775e	input
Lemma ADJ Packagea.pdf	upload	54510	3ba677df18e1b24fead428085b2dbe15c857e65d2ebd4032796dc50f1de04e6d	input
Lemma FD Package.md	upload	7847	90867d787c79a47f035282340ed56398c0e4e360880ee624c097cc42d9e14b90	input
Lemma I Package.md	upload	6261	19a47396ef0cf33849877238dac3a26d3d9e423f511cf59457187bd0d48af310	input
Lemma I Packagea.pdf	upload	60760	11aa6b4aa22c90227f7f7ea1ab0fe87acf86ebfbc6ce00e3923841f827822d80	input
Lemma LB ARCH Package.md	upload	14692	39c8ee1813f8b0afdaa9e7bdb068db3a9b4266ceeb8c111637be4c3a02cb1381	input
Lemma LB Package.md	upload	4915	5ecee5075a577bbd4a410dd4a1b5d9efc937bbbdb6b0fa2079b2f4021953c30e	input
Lemma LB Packagea.pdf	upload	55060	3d91487be1dabf2046884b04aaf18e0f5064f5ed77ec12dca130c8d51abf61e1	input
Lemma LBRATE Reduction C024.md	upload	9085	da0fb1248d3c694c1ad90746d7188492e2ab12a5dc4b4f8c5ff93e1177d36e8a	input
Lemma MODZONE CountLaw Package.md	upload	9581	bfc6754653443d26098b748e2e1fd27af5e6f6bb1301a43f6025f6c56dd878d5	input
Lemma P old.md	upload	3859	fb6f63fc01a9524f0cb1ecfde0155e29642bdb70539713e540ab67be3ac7355c	input
Lemma UB0 Addendum.md	upload	3442	224438cb740565ff8b2f0acab83a75c8dc80cc15265a55451f43ff930894c94c	input
Lemma UB0.md	upload	13512	c6a90469b6e43c592b661a63c85a6fa6590505f3d22fd888a328ebf7926d41c0	input
LemmaP Discharge.md	upload	4262	08294007291201b793011283a8c14615ad99dfb4bf9a4b6a0d60161224e36521	input
LowerBound Mechanism Reductiona 07-09-26.md	upload	5285	b8a0862b6b9f45aeec2be2fb40861dc7fad1652a1599bd600963e4d01b7150db	input
MS Shift R0 Closure.md	upload	12350	6575e2bb5178e1229794360d44bdcd5a733952033899b92d89868cf15c3d6c32	input
MorseSmale R0 Reduction07-09-26.md	upload	6139	dae28c773f297e08a39503f739a9cc0d1a355c75f12bdefcb15ac870e8f10d53	input
O2 Closure Rate Consolidation.md	upload	6228	41afe5a9c0002cb57db267349d3a62deed236ac2ba2a318ebe481d963c0605d3	input
O2 Closure Rate Consolidation.pdf	upload	59259	9b2e3c7503de355298f672d29149da57fb4123f46a46a695b2a78b86152b5d98	input
Obligations Registry Discharge.md	upload	9853	72adf3eb07b9c4e8083de5529d50b6d4bca7c55c899c27bd6082258331d40469	input
Obligations Registry Dischargea.pdf	upload	75652	b07c00d58137062cc355a690444a079e7797c98e058f4fa2e4881f24e9c8f4fb	input
PNG image07-09-26.png	upload	111587	2efab9da3691a7a309a50fe8577664d98eef39ebd2547de365e5dff76eedd65d	input
Q0_C091_PROOF_GATE_REDUCTION.md	upload	28239	128ab070189fe979c3c0a3df8c855484831c632cd769b5e1e6726aa6c94cc59c	input
Q0_C091_SHA256_MANIFEST.json	upload	2944	39f9044cc4ae89d2d0363abe5690b99bf8948551b45a0a98a02a3fd88d89b7b9	input
Q0_C092_FINAL_MASTER.md	upload	29741	026c4665d81d7401cd7c7baec654178a4dece770e4f755b5e8619627113023b1	input
Q0_C093_AUDIT_REPORT.json	upload	11778	06ebd510ca57c981b7badc4c4970d526558c4a4353af44203be0b8eb737b898b	input
Q0_C093_FRESH_EXTRACTION_TEST.json	upload	6802	0cb71b8d9d4f2bda85e1f6f22ecc469699afacde6a8fd9a5f0842446c41f2a46	input
Q0_C093_RELEASE_INDEX.md	upload	3642	a54960b940d28975c3bf82cd7d238bf4910c314ff54ba475bd7c25a33bbc5dc3	input
Q0_C093_RELEASE_VERIFICATION.json	upload	459	4fd9f30a0e044a0a6bb03a58d78599034a22d1227ea5034b28d790f41f9059da	input
Q0_C093_SHA256_MANIFEST.json	upload	6867	3be3370395eff0286cb27cdaa4e9ae0e5da667be6aea2e301dd2489408aec83e	input
Q0_C096_CONDITIONAL_RESIDUAL_CONTRACT.md	upload	1359	02658f4f473be6d9132cb2487c92cf87eed6f83702b698515ac8cdb6534e7401	input
Q0_C101_QUALITATIVE_RATE_THEOREM.md	upload	3957	8c2ded652973f0e6232e76854e2505d8ed532afef1815e0ebc88966dab0706bc	input
Q0_C104_THEOREM_B_PACKAGE.md	upload	5792	f592bc6ff6280e185981d99f82075147a552dbacf26cdbf69218f77f5824637c	input
Q0_C108_PORTFOLIO_CLOSE.md	upload	8719	c4247dd5785feca8a26537b25beaf3318dd51140f852ba3bd793ce546143d2a7	input
Q0_LEDGER.md	upload	253067	d1fea170ee04c93b075786ed636c3d9088fd80f2c0def51a6a2dbc0812e3e80a	input
Q0_MASTER.md	upload	1831987	3112fb610f27feea8ff84b8bdf9b475fc17c2e9cf12b4173866cb6ae2d9e22cc	input
Q0_X_research_program.md	upload	20297	690e46bf517d29e616aa068979f3ac1340dff493bce8cb45c5777f007a3ab6f3	input
Q0_X_research_program_v2.md	upload	28004	f6ca456fbed9415425b4e48281b8b8d296a1b1085fb28bf0d14d93a10556c4dd	input
QaRegistry Reconciliation.md	upload	6037	b61b26f80c45faadbea463c2c2c6bb8a89ced657b7e7781f293a56f7e0d2f82b	input
R0UNIF and LBRestate.md	upload	3552	0e9bb486c2dec10322f4145e3266eff5cdfef82edf5e4b05203d447b4a2c0ad4	input
RECONCILIATION_REPORT_C094.md	upload	3532	3d9dca12252aa64ce877b8166aab659f04a0b32f1fac36aa3bf6c36a59001082	input
Registry Reconciliation C020.md	upload	5150	5e699b607098065cd6a4ad87bc420be3d46a84910e4e65a4c7d4eb149742b7d7	input
Registry Reconciliation C021.md	upload	3738	aae592046fc263a94c3397523ad9a56cc42735dc72cacd0f0b0db89df5f54cca	input
Registry Reconciliation C022.md	upload	4364	dbdc8905309f9c26d7a5307c3bd0192876d5a6f7db9e64990ef09e158943fc96	input
Registry Reconciliation C023.md	upload	4599	5240408aa1df35793c5d3aa7ce1fcd362ad9e5c236862fbeaddeb71496df3991	input
S2-DER-010-v1.0 — TB-G1 Exact Persistence-Pair Point Process, Unit Multiplicity, and Adjacency Decomposition.pdf	upload	181231	8e93a52f3a75c264ce71cf70c2080a2bb4d234ffd616725fb5465eef3203b4ff	input
SIDE24-V3.4 - rp_c_rp_s_facewise_closure.md - OPERATOR RELAY 2026-08-01 - RP-C RP-S facewise proof draft - audit pending.md	upload	35310	40faad08824e4e77520143078ed606c8681532cc77ae9c9d42551baa5277b400	input
SSIDE24-V3.4 - RP-C RP-S closure disposition + check results - OPERATOR RELAY 2026-08-01 - PROVED_IN_V3_4_AUDIT_PENDING - HOLD preserved.md	upload	8157	d262021d7c0819ba09a6680c29379e3d731e982705a939bd60b8361e3382fbb1	input
Theorem A Master v2 0 SelfContained.md	upload	21325	24ce2837c063edf0fbf50f8b4f3bf1d29a5ecc216dbd51eed55d1e6b06b15144	input
Theorem A Master v3 1 VerificationGrade.md	upload	49088	61b6674aa9081621ddc53778e31fc87817b11e465fbc35e7924e70f56fe038a1	input
Theorem A Master v3 2 Distribution.md	upload	49762	70fb648412c4a9e26f67ee6ac68c264e311367ef5218ba743629638b8761b709	input
Theorem A Rate Master v1 0.md	upload	11633	ec38922e425bc1f302b1e1dc0860f3f387e089b129546758e984d507ce424361	input
VERIFIED DUPLICATE LOG — 02_GAUSSIAN_TRANSVERSALITY SAME-NAME SET.pdf	upload	53411	a67ee105d5c85894d1217168798968230518b59eaffcb557d6c4f8001cb75eff	input
Verification Data 07-09-26.json	upload	3864	ea44e5ddd6d445d87f024f2a6761dd4d19f459e2bb53e2643392cf967863b9ee	input
Verification Review 07-09-26.md	upload	11308	7c26be5b896409a6f957289c22effc72b1643ecddb282568314d2edcfd1b90d7	input
adj sim3.py	upload	4762	cab44ddc76d40aa34a3d174a696a5afea6b98e91cc7a92419f34dcbdadd3eadf	input
adj sim312.pdf	upload	37202	2d93fe30f4f8f87503e01f5988f769c9e8f6f0ba9da184204eac105c7b019200	input
