artifact,kind,bytes,sha256,drive_id,parent_or_surface,status,notes
lb2_cert_original.py,original_script,19233,bf76df4189033525526d6fd4a73ca15ef62095de119d114548e033d3e137175d,1YFuUTW3eFs9HVeN_iBNWJfUReoVOf0kr,1N7gXXF8MZ-Qcc2z-zhHd8hAzgKu5p2EL,ORIGINAL IDENTITY,Byte-equal payload identity
lb2_transcript_original.txt,original_transcript,3826,b6947c44c49a02bb710f5c850f9cabdaf03befa176ef0e2cc348184e2c290c12,1LiRiPivnRNk4szj9cynUHDi4Xhb4GI4l,1N7gXXF8MZ-Qcc2z-zhHd8hAzgKu5p2EL,ORIGINAL IDENTITY,Outer transcript
LB3_DISCHARGE_original.md,original_proof,24157,08153fa42a2d4c01fe9932bd5430ecfc62cfda3f43523420f253a4c0c8526f0c,1c6KdvbB-JpG9laAoZ4ipSborJTKAj1br,1N7gXXF8MZ-Qcc2z-zhHd8hAzgKu5p2EL,ORIGINAL IDENTITY / PARTIAL,Outer Unicode carrier
lb3_certificate_original.py,original_script,24264,6daa149cb5a7580a4c4e16e973da2cc08486db09219fbe83963319bbd17a6f75,1oPwnrIemZJj5aztp4REFAytAJicAly0r,1N7gXXF8MZ-Qcc2z-zhHd8hAzgKu5p2EL,ORIGINAL IDENTITY,Embedded citation target
lb3_transcript_normal_original.txt,original_transcript,5775,96c90d791376fdaa135bc84e6c439441c57fe9e78475d0fcc1ead82cbc91091b,11aJh-pY0hQMTC_ipqmClTK3Ml7wk19FO,1N7gXXF8MZ-Qcc2z-zhHd8hAzgKu5p2EL,ORIGINAL IDENTITY,Embedded citation target
lb3_transcript_O_original.txt,original_transcript,5775,96c90d791376fdaa135bc84e6c439441c57fe9e78475d0fcc1ead82cbc91091b,1CCQoyhgfy7YsKNV6j1wRzrxQUGwXxbS4,1N7gXXF8MZ-Qcc2z-zhHd8hAzgKu5p2EL,ORIGINAL IDENTITY,Embedded citation target
GP-LB-REC-001_SIDE24_LB_RATE_INTAKE_ADJUDICATION_v1.0.md,raw_adjudication,10318,e875ea17313ea0d72ab623b3a45f6ef07ccafe8e8a7ca747a765db3d311bca07,1FtRtsCKPaJcmWDjKakUJjN3u8QEq8RZO,1UZCWXmt1X-vvia7OzUWQajzQkvKLeXmA,CONTROLLING GP INTAKE,No canonical impact; raw controls mirror
GP-LB-ERR-001_C031_APPEND_ONLY_AMENDMENT_v1.0.md,raw_amendment,2037,94ac080e2c56d7ba5c38cefb68773624b74cebe3a6e0f849b13afeaa874a0ee9,1lHZZpZuD9oODg0RxTW61224Fy3-j6j_R,1UZCWXmt1X-vvia7OzUWQajzQkvKLeXmA,APPEND-ONLY AMENDMENT,Frozen C031 bytes untouched
GP-LB-WO-001_WP_RIGIDITY_ZONE_REDERIVATION_v1.0.md,raw_work_order,2027,155e1d4e8cd711171ba94742b0e524e76d77d086496320b581793a17eccb9f52,1GqOdLd4QLmvMvLi6IZmWBX8nmgyemWRo,1UZCWXmt1X-vvia7OzUWQajzQkvKLeXmA,OPEN / LOAD-BEARING,Correct envelope and uniform bound required
GP-LB-WO-002_LOWER_BOUND_CLOSURE_REPAIR_PLAN_v1.0.md,raw_work_order,1641,feef0946a43a8a62a207747b3a4a72d1d30fba391d2e1ca322b08e5781c3c273,1-8M-PnZhUwhBl-Gym2KZ61YBS9LXdEJK,1UZCWXmt1X-vvia7OzUWQajzQkvKLeXmA,OPEN PLAN,Lower-bound closure gates
GP-LB-RECONCILIATION-MANIFEST.sha256,raw_manifest,570,3ad835ac91b2b3b3069fa04533bd08e17ede224c28472a9671d49f7792b00bc4,1bRd0eN8bATq9NZoEnGu_Oj-d5QR8vW9b,1UZCWXmt1X-vvia7OzUWQajzQkvKLeXmA,MANIFEST,Reconciliation payload identities
SIDE24_LB_RATE_RECONCILIATION_2026-08-04.zip,handoff_archive,152831,ffa615fbb9378366ff170693b00421f6b619884153cc07d8d4f92620c2b9cac1,15gX850PNLflrffke9sOz0XqXaKpSF5S-,1UZCWXmt1X-vvia7OzUWQajzQkvKLeXmA,HANDOFF,Kimi normalized export plus GP repair lane
GP-LB-REC-001 Native Audit Mirror,native_doc,,,13qsobJTrWf0b_m_56bfEO78so5gEl3kO7Lv7uMH6a2M,1bFRk1_U_hKkNm7mf7rdrb4D8Sj_nHE4o,MIRROR / NONCONTROLLING,Raw e875ea17… controls
GP-LB-REC-002_DRIVE_UPLOAD_READBACK_LEDGER_v1.0.md,raw_readback_ledger,2561,6d07169d7acacbfe4384d9969f9e3b98fd8a2dd80ace1ee0541d9dd230fdc8ce,1BMcvQudjzoVmo7_pipVcw5HlOd6GJhZO,1UZCWXmt1X-vvia7OzUWQajzQkvKLeXmA,READBACK PASS,Exact SHA readback on seven key carriers; all 35 raw uploads size-matched
KIMI_EXPORT_CONCAT_2026-08-03_part1.txt,raw_transport_part,55005,d497a51946ae5bcee8836f3429c4ad3ac42fc7011c63f9c6e6588437a8346880,184AVce1xe5pNBeUqbUaV9PkZTYfSLskZ,0AGEUF_sx7o_MUk9PVA,VERIFIED / PART 1 OF 2,"Concatenate with part 2 → 140,956 B, SHA e7948595…"
KIMI_EXPORT_CONCAT_2026-08-03_part2.txt,raw_transport_part,85951,909515c61d8dd9a672be7a36d4b334b664557df77cc5aa3960635bd1da4dd046,13aoDWky5LUBLGZ00hFaZ65c0GTT7ldqn,0AGEUF_sx7o_MUk9PVA,VERIFIED / PART 2 OF 2,Rejoined export: 25/25 frames PASS; 24 payloads plus manifest
KIMI-AUD-022.md,raw_audit,9527,8efcd937502b67ab515d41435eace639000c287ce5e6773105953319f48429b8,1PuWg8V9TKyJ0S-em0ljZ-3ob24Ao0Zyw,0AGEUF_sx7o_MUk9PVA,LANDED / APPROVE WITH CLARIFICATIONS,Body SHA b00f0721…; gamma-LOC(ii-c) remains open
AO48-AUD-062.md,raw_receipt,4520,81fd635e96eb044d9d8a5a5ae3fa23f4eabe7027b557473b0d80d286b6178758,171gZ6-zW__ysMb_WgWY9JW3xNyj4Kaw2,0AGEUF_sx7o_MUk9PVA,CUSTODY RE-LANDING / TAMPER CHECK CLEAN,Transport/provenance only; ten original C030/C031 files unchanged
AO48-AUD-061.md,raw_audit,3739,dd845007e1d573e33d3caef5de6f8c8b431c7553cb524a70089c0a6263a59526,1FHxfGndAarwXG_U544KFah2XqHS7piwq,0AGEUF_sx7o_MUk9PVA,SOURCE / NONCONTROLLING,GP-LB-REC-001 supersedes mathematical admission
GP-LB-STAT-001_AO48-AUD-062_STATUS_DELTA_v1.0.md,raw_status_delta,3967,49060aeb858caeb702878b341835cc2e5e5728999b9cfab070945319762d63be,1Hf2daGyF4H9EQUG7kukEtvzPamniMuFF,1dq3-zNt5H5ECNXMOGP2JRN4luRVgUFFQ,ACTIVE ADDITIVE DELTA,Transport closed; LB-3 replay inventory corrected to 8/9 recoverable; theorem HOLD
GP-RUN-031_LB_RATE_TRANSPORT_RECONCILIATION_2026-08-04.md,raw_run_log,2853,f6f50d6bc8998bfe53ebd356dec788aca93ddea4d4ca80fd10b0255d9baa0751,1XkRuMgVhWl9SZ6UGtfpCDelbOeWrzBwE,1dq3-zNt5H5ECNXMOGP2JRN4luRVgUFFQ,PASS / NO PROMOTION,"Transport, frame, freeze, and dependency-availability readbacks"
GP-LB-STAT-001 Native Mirror,native_doc,,,1DYKIpQWnV1l7ZJGyJQ3O54t5EBXV2SF81q9bMRWmZAA,1bFRk1_U_hKkNm7mf7rdrb4D8Sj_nHE4o,MIRROR / NONCONTROLLING,Raw row 109 controls; native date elements verified
AO48-AUD-061 Native Source Mirror,native_doc,,,1-P78ZOul_yEy1ehrS2AjE8URqbZ0-pxt7rGyXSzipnM,1bFRk1_U_hKkNm7mf7rdrb4D8Sj_nHE4o,SOURCE MIRROR / NONCONTROLLING,Historical text preserved; GP-LB-REC-001 overlay controls
KIMI-THM-023 Native Source Mirror,native_doc,,,15wEgPyHmJQaaDyme8mq7mQodziG8oIHwrMWsgpX0sPg,1bFRk1_U_hKkNm7mf7rdrb4D8Sj_nHE4o,MIRROR / HOLD,Raw 61e14810… controls; candidate 0.9144036 not admitted
KIMI-AUD-023 Native Source Mirror,native_doc,,,15kz-suZVHEuZAk8Mne5gW56q0cYNesGXVKRueuF_EYA,1bFRk1_U_hKkNm7mf7rdrb4D8Sj_nHE4o,MIRROR / AMEND REQUIRED,Raw df6565ac… controls; C031 amendment additive; WP open
KIMI-AUD-024 Native Source Mirror,native_doc,,,13s_UMWk1yCefnKsKjOFly_XghMvqJh7cIMgHuTFQKto,1bFRk1_U_hKkNm7mf7rdrb4D8Sj_nHE4o,MIRROR / HOLD,Raw 309aefb8… controls; conditional implication only
KIMI-DER-027a_farfield_envelope.md,raw_report,13602,992f00d5bbcd897b7fbe21779bc0c212dafe75a4354d8c85105e58c6d3a8f448,19B_VLs-fM3ygw5sxCYCR9bAaR3v5-Zkr,1SXu66iiPqJ62ycThodX1BfRPRjJQNONc,PARTIAL / DERIVED EVIDENCE,Variance-channel evidence; not theorem-grade interval control
MANIFEST_KIMI-DER-027a.sha256,raw_manifest,982,5049af71b6def67d06c6f65b9032c557a86d9e250869a8e23fc826ed6a8e277b,17vcMbeM3tXlYQyhy_Mhv4ShcMAmN45Zl,1sL3IajS-uLVonDeteCZ4iP3kUEAba3hJ,PARTIAL / DERIVED EVIDENCE,Variance-channel evidence; not theorem-grade interval control
verify_farfield_envelope_v1.O.out.txt,raw_transcript,8900,266b0f442b323598b28bd08fa1f96e5201e186fa8e18429219d2484bc7087beb,1nI9tHB48C7OsnICg6hgZpiWuBjgworRG,1sL3IajS-uLVonDeteCZ4iP3kUEAba3hJ,PARTIAL SUPPORT,DER-027a manifest/source/transcript set
verify_farfield_envelope_v1.out.txt,raw_transcript,8900,266b0f442b323598b28bd08fa1f96e5201e186fa8e18429219d2484bc7087beb,10CvCY_iMLOs5wW_0WctWIiGbni9p-rqL,1sL3IajS-uLVonDeteCZ4iP3kUEAba3hJ,PARTIAL SUPPORT,DER-027a manifest/source/transcript set
verify_farfield_envelope_v1.py,raw_script,31705,e898527dc10ad01e50d1e457c8e7166f7744e7f606d0f435deb5557a89539e6f,1etW40yqXsnuVRa_HofSSLWObhWThlHok,1sL3IajS-uLVonDeteCZ4iP3kUEAba3hJ,PARTIAL SUPPORT,DER-027a manifest/source/transcript set
KIMI-DER-027b_INCOMPLETE_NONCONTROLLING.md,raw_report,6905,8089e581787ab6f978f883923ad43e1dcbbda83d68f6fe55e18b0f8969102f86,1iqCHNeaBwobk0-foY00PscduQf7-qJw1,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE WIP,No completed verdict or -O transcript
c026_series.py,raw_script,6553,4058cad4cc7c69201cb6f7ea392c1fae1099d087a7489a34e01ece064282519a,1ijBjqwJ0JCvDci28C3VlnwI0CevtUEqj,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE SUPPORT,DER-027b working file; noncontrolling
c027_station.py,raw_script,5399,d2f2632e117b768a813c65c9b403e34749e5e82fed4c6b03c9de7625a418a7da,1BsZi9nT79_qy4947urg8aoEayjB2dpSg,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE SUPPORT,DER-027b working file; noncontrolling
cert_part.py,raw_script,13107,0a9a72fbdc4624957a9cce321bb990fbe87210b8fed43243cec316662af5e104,1zl4m0CzJRgCepgHjKgVneLa6_Cg872Dx,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE SUPPORT,DER-027b working file; noncontrolling
dag.py,raw_script,21314,5a901cc706da3aeeb7a47e44689a20efebdbd843689aae4fa227ebd7dde0cfc2,1b4wqMGzg1oZHmETPTnUkybKOz62FM4_9,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE SUPPORT,DER-027b working file; noncontrolling
driver.py,raw_script,4808,c82cd6707347115a8937689935637f3ccee96adfbe560b16bdcb9fe5c8362ab8,1gWBITiPsjvfKd7T2Kn_ffgFsbRyhfCNI,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE SUPPORT,DER-027b working file; noncontrolling
engine_part.py,raw_script,27392,ea767a99ec3b19e6b7b0c486369883a9b868fccf628cadc6dc3dfd7bf6e0d6b5,1_qONP7jOVYzBPtFQgreuaXgU4Cyd5usp,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE SUPPORT,DER-027b working file; noncontrolling
ivlam.py,raw_script,7411,b4236c5b6bdc20315b11360691fd31b249c0bb778343241a41bf352565ba6070,147Lzk9WjECCTIITDXIqwr5fiMQvcYzYv,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE SUPPORT,DER-027b working file; noncontrolling
ivstation.py,raw_script,10423,d82045129d6f343a6ddff38bdf2f8bd08581c02cacd993493e5ed1092083f7dc,1JcTwnlAUQb_mTVopRU-Nh565yN0CviFg,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE SUPPORT,DER-027b working file; noncontrolling
jets.py,raw_script,6076,b91dc534f4613fbc46f0645e7e753ced6e42cb1f80b77554f8e93fc56ec6c2f7,1ZVoZZUWYV630qbKG_zackxKORuLgLt8m,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE SUPPORT,DER-027b working file; noncontrolling
mini.py,raw_script,40474,356d2e4f1dc4282f82506b4a381d8490678f43e7b8c8b0e1af6f234bcf34dc52,1oRlC5_JTjaZmUpT7v2e_kCSWD8M8qdN7,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE SUPPORT,DER-027b working file; noncontrolling
transcript_normal.txt,raw_transcript,2303,a1e7eb43ef6c79f0c26451314bee0ad5c0e041fdc2a709152697010754979f99,1bha-oNlER1kjZFebbREDJ1d51ojjsbE4,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE SUPPORT,DER-027b working file; noncontrolling
verify_lambda_grid_v1.py,raw_script,40499,4180ff9e250c747cc6f6038114722fedb1fea23c6baa9fd104ca7ccdf523e3e6,1mQnYLEHKTsHjPjJUOi042-7neivwIN6E,1A0e11PtyYFRoeq21YY3QOE_-6G_3Mwxk,INCOMPLETE SUPPORT,DER-027b working file; noncontrolling
KIMI-DER-027c.md,raw_report,15144,258f55df9baabf91a04d192f7b5b9bf993d34a25819b5721aea2392e66c93b05,1PWdsLZO1wUf-kyQm5R1SfrOpruk8wj0V,1SXu66iiPqJ62ycThodX1BfRPRjJQNONc,R=0.025 MEAN ONLY,Not r-uniform; no sampled-field count
t_O.txt,raw_transcript,11938,c2eb24eda3376b8c95d2cbb0518cd19f865ed9a885b3b3b5622b12f56b8f9ac5,1g87wmLChGCQ5oJDHFyw3p0JmfAQIN_bH,1kKgY240HL5QQFA4PN43a57nWDWTXEdiT,R=0.025 SUPPORT,DER-027c replayed normal/-O transcripts match
t_normal.txt,raw_transcript,11938,c2eb24eda3376b8c95d2cbb0518cd19f865ed9a885b3b3b5622b12f56b8f9ac5,1yNhA-fDntTYmhTWU7bYldl4hwVvfBzTl,1kKgY240HL5QQFA4PN43a57nWDWTXEdiT,R=0.025 SUPPORT,DER-027c replayed normal/-O transcripts match
verify_ridge_two_sided_v1.py,raw_script,33731,d5f4a4ca84c7bbf09a4e26d57f6b299dde068b1c19d6df98f042326210c539a4,1TDXjwTY5tg7AMfWtRGnjfXrfA9sDv7Fs,1kKgY240HL5QQFA4PN43a57nWDWTXEdiT,R=0.025 SUPPORT,DER-027c replayed normal/-O transcripts match
KIMI-AUD-023_v1_1_lb4_residue.txt,raw_transcript,10394,1fe6902cee307081668b61be79cc2085001d25290d4917c615f0cc861af06b97,1pnDnlaraYn_hclZRDfEt4GfdN21gaFiQ,1SXu66iiPqJ62ycThodX1BfRPRjJQNONc,AMEND REQUIRED / NONCONTROLLING,Inherits defective WP upper-bound calculation
KIMI-DATA-025_wo063_intake.txt,raw_transcript,2455,3bcb3f11208aa0a69e9b3497cb6bcb301cf1e009a593df5bb4aa1d04f94f98cb,1DixH_nNsQG64X02UXajEihXc4sr6OfDx,1SXu66iiPqJ62ycThodX1BfRPRjJQNONc,INVENTORY / SUPERSEDED RULING,Orphan recoverability statement superseded by DATA-028
KIMI-DATA-028_transport_settlements.txt,raw_transcript,4953,7ee412f6d5ef41570a61a0a3eb8ecff28981543ca12260ab5a9dcd705e5c21c6,1F2PU5evNXT9NRXzNqyb4bVkAsX0WrWFV,1SXu66iiPqJ62ycThodX1BfRPRjJQNONc,PROVENANCE SETTLEMENT,40596829 orphan UNRECOVERABLE; promised C022/LS-DER-030 absent here
KIMI-DER-025_wp_resolution.txt,raw_transcript,12285,1dd6daceca9fb5965f22d7ad07d28f2f1ede68812a7b4d6cc9f3555e172e6e2e,1QqLjDhYopotMbDTQ52f3SJgAWHgCvGNa,1SXu66iiPqJ62ycThodX1BfRPRjJQNONc,AMEND REQUIRED / NONCONTROLLING,Missing sqrt in claimed CS upper bound; numerical WP evidence only
KIMI-THM-023_v1_1_INCOMPLETE_NONCONTROLLING.txt,raw_transcript,14876,8ad1acca9f54830d5897823f4f5273384a633a4d27051de9ad86f27eaf9dd820,1Zt3VZrmX4Pg_JOMX4295r8KyAHgS12-4,1_qYj66BK4DTm2RnMaS7Ad8rvj-AxaCnq,INCOMPLETE HOLD / NONCONTROLLING,Pending placeholders and PLACEHOLDER-BODY-HASH
t_rung_batch.txt,raw_transcript,3359,86eae672ba71064fc4c002a9e7b7437a08c9ab5d77dfba16331f4944c2777de9,1guWgk4asoLFUdsqEi1XxCYsrMINH3WY8,14fXcaDXm7eW3kwKQl51VQY0q07oi7p3v,EXPLORATORY / NONCONTROLLING,Discrete-rung evidence; proposed upper bound invalidated
t_rung_batch2.txt,raw_transcript,3359,f331aaf6c628c345905b7228f07f4ce600fd4c2173aace2a687e9ba38e4ce08d,11UkRIY-evmmfBI0sroKFeilBAAfg1cuw,14fXcaDXm7eW3kwKQl51VQY0q07oi7p3v,EXPLORATORY / NONCONTROLLING,Discrete-rung evidence; proposed upper bound invalidated
t_rung_batch3.txt,raw_transcript,3139,3f1a71f4d2aa0114d996e95e74de2a8163df7ff29ed5ed3813ebcf50aa44f5ec,15qqKyEZAa0smIMxOtPiRVqGWbB4xqqDo,14fXcaDXm7eW3kwKQl51VQY0q07oi7p3v,EXPLORATORY / NONCONTROLLING,Discrete-rung evidence; proposed upper bound invalidated
t_thm_normal_INCOMPLETE.txt,raw_transcript,3573,2be3bdf587c3980c4838e8218ba7cad17b633798743ab467dc195607ac81ef8b,1iMjptfszf8DCPPYNXmGIUz_o8nf_GpN6,1_qYj66BK4DTm2RnMaS7Ad8rvj-AxaCnq,INCOMPLETE SUPPORT,THM-023 v1.1 working file; no final PASS
t_wp_O.txt,raw_transcript,7948,6f1a226fe1ecefeba95aa955f4bbacfc582ebee789bc454ca5248c1c674dcebc,1x8AUUpHSqpgidKV_DA-W0St-dSrndgnJ,1RFqym64zUtm6KHQ294NQnzJtygqG4hnR,AMEND REQUIRED SUPPORT,WP numerical support; claimed CS upper bound invalid
t_wp_normal.txt,raw_transcript,7953,371f308f3ea0f3e5091a88340f7cfe350ab987d928ebbfa80ab7dc584f297515,1cgEENQytdZ-m_D8ISVLmOoEnOir_PpzO,1RFqym64zUtm6KHQ294NQnzJtygqG4hnR,AMEND REQUIRED SUPPORT,WP numerical support; claimed CS upper bound invalid
verify_thm023_v1_1_v1.py,raw_script,23691,726900027242ad110221ea39ff0fefe38a8a2926522f95bfe0bb60cde0f494ac,1LIBtADpA7968Su4fUIDXZgmPspb3Xb5a,1_qYj66BK4DTm2RnMaS7Ad8rvj-AxaCnq,INCOMPLETE SUPPORT,THM-023 v1.1 working file; no final PASS
verify_wp_witness_v1.py,raw_script,31026,da424a76788934ed54fe09a27dc9cbc4d546cea6734cd77c28e7be5660cd57af,1CpOHuNogHeS7sK5Ygxc8FfDBVTq7wczK,1RFqym64zUtm6KHQ294NQnzJtygqG4hnR,AMEND REQUIRED SUPPORT,WP numerical support; claimed CS upper bound invalid
wp_rung_batch.py,raw_script,21770,af30dcae39d10da1e15758ea5ae15e32e0fd629b1821d1aa5d9e58e809204940,1yYxNsk2W0XilEWK2pZ1I_ATNCtEqU-mh,14fXcaDXm7eW3kwKQl51VQY0q07oi7p3v,EXPLORATORY / NONCONTROLLING,Discrete-rung evidence; proposed upper bound invalidated
wp_rung_batch2.py,raw_script,21773,07aaa3c2e7ea4191afc1083f3b6d918c2a9c276c236eef72d7d822e29772dcc4,1oCWvY8p94zGTGFMc68_EWcoBGVUsQHRN,14fXcaDXm7eW3kwKQl51VQY0q07oi7p3v,EXPLORATORY / NONCONTROLLING,Discrete-rung evidence; proposed upper bound invalidated
wp_rung_batch3.py,raw_script,21760,7283fc91177095578c8f6ea0a096a0c8896cca9e3e5866c5a2bc46f7eb31359b,1YwOQKKyCHu1Dz5YGHg9F5jOCAmtderfy,14fXcaDXm7eW3kwKQl51VQY0q07oi7p3v,EXPLORATORY / NONCONTROLLING,Discrete-rung evidence; proposed upper bound invalidated
KIMI-DER-026.md,raw_report,22934,d6bde0636b400d995f889e55446892631f3c2d462e060b34c27532fbd4a05bfd,1ff-sfJKUg8kO4G5JcBGMn0jyErKAp1lz,1SXu66iiPqJ62ycThodX1BfRPRjJQNONc,CONDITIONAL,P-NMZ-gamma remains open
transcript_O.txt,raw_transcript,5672,61e4dc8a46de2dd58e5fe6048af73e7e4394994403f32c98f6029741c214f057,1DPNre_c6fBxk4UX0wWis29rKKYHOqTZj,1AV9YNXDcUJLiAjzBZHx71sUinaw2p0C2,CONDITIONAL SUPPORT,Certificate depends on unshipped inputs and P-NMZ-gamma
transcript_normal.txt,raw_transcript,5672,61e4dc8a46de2dd58e5fe6048af73e7e4394994403f32c98f6029741c214f057,14UmsVo1fVZ7G4hGXtbkHn-Tcu33v_6U0,1AV9YNXDcUJLiAjzBZHx71sUinaw2p0C2,CONDITIONAL SUPPORT,Certificate depends on unshipped inputs and P-NMZ-gamma
verify_gamma_loc_iic_v1.py,raw_script,13976,ece7244acaa69a2f8719d35bd73f5ea9f6542902c8ae86efd6a3ed14ffece570,108ihFxhdEjvrcDyqh5Nf4ZC2EIBw5XLF,1AV9YNXDcUJLiAjzBZHx71sUinaw2p0C2,CONDITIONAL SUPPORT,Certificate depends on unshipped inputs and P-NMZ-gamma
GP-LB-REC-004_KIMI_WO063_INDIVIDUAL_CARRIER_LEDGER_v1.0.tsv,raw_ledger,12407,09440ea04024426f507e8f256d964227aa04bf87109d8f98688b945132b0a28b,1a3YWmy9uKUXqG3qqAeFNx9y8IYO2avjL,1X2q2K_oPhzNQrQIIssX3GAxbtCs4GEpq,VERIFIED / 42 ROWS,"Exact individual carrier IDs, sizes, hashes and dispositions"
GP-LB-STAT-002_KIMI_WO063_PARTIAL_SNAPSHOT_ADJUDICATION_v1.0.md,raw_status_delta,5178,5a00ca8eefcf7944427377063eac65c571a000098ab6fc948d9889eec2ac09e5,1ecRS56ODLlfK3cFNvhPYx9OIMurG6j9L,1X2q2K_oPhzNQrQIIssX3GAxbtCs4GEpq,ACTIVE ADDITIVE DELTA,Controls intake status; no theorem/Boolean change
KIMI-DATA-025 Native Mirror,native_doc,,,1bta-2FG3q1CRGt8DHStZBIRnIeFB5Yfd0IEH52671Bw,1CYVVeDRv7FSTey0hpq2EmXyaYVMNJAJ7,MIRROR / SUPERSEDED RULING,Raw 3bcb3f11… controls
KIMI-DER-025 Native Mirror,native_doc,,,1OJ8ZYs7XaF4Cf1XlbgjS2GOajOprLpDgo0TKAE7Ey5A,1CYVVeDRv7FSTey0hpq2EmXyaYVMNJAJ7,MIRROR / AMEND REQUIRED,Raw 1dd6dace… controls; missing-sqrt banner
KIMI-DATA-028 Native Mirror,native_doc,,,1FJ14cMHZr5WbsJ-HmhtagNE_FFp-6e1eK_vP-MvPQyc,1CYVVeDRv7FSTey0hpq2EmXyaYVMNJAJ7,MIRROR / PROVENANCE,Raw 7ee412f6… controls
KIMI-AUD-023-v1.1 Native Mirror,native_doc,,,1DePE4QQc7MgdHZKmirHONXwV9PH7dXQUBudW7_DkYSM,1CYVVeDRv7FSTey0hpq2EmXyaYVMNJAJ7,MIRROR / AMEND REQUIRED,Raw 1fe6902c… controls
KIMI-DER-026 Native Mirror,native_doc,,,1vtKTJbunykXqJtTYmKsw1HwkTaw3_c-jP5L5jnmp2xs,1CYVVeDRv7FSTey0hpq2EmXyaYVMNJAJ7,MIRROR / CONDITIONAL,Raw d6bde063… controls; P-NMZ-gamma open
KIMI-DER-027a Native Mirror,native_doc,,,10sXaN2yByyjQIpL9k-OS4hgOAxLaEuKAaTtY7gyzMp0,1CYVVeDRv7FSTey0hpq2EmXyaYVMNJAJ7,MIRROR / PARTIAL,Raw 992f00d5… controls
KIMI-DER-027b Native Mirror,native_doc,,,1bCr6VHAYMs8FplKoA_SklhMBCKiKkDy06EtAFvvdNdI,1CYVVeDRv7FSTey0hpq2EmXyaYVMNJAJ7,MIRROR / INCOMPLETE WIP,Raw 8089e581… controls; conspicuous warning banner
KIMI-DER-027c Native Mirror,native_doc,,,1pAPsEBW4f-V9PgHg34ID_uNvKtPXntDoejA9U6O7mqQ,1CYVVeDRv7FSTey0hpq2EmXyaYVMNJAJ7,MIRROR / R=0.025 ONLY,Raw 258f55df… controls
KIMI-THM-023-v1.1 Native Mirror,native_doc,,,1Akf04rGYWnMYC3iMWlM7jDQm99SZWEXqRPiN5dFpoJk,1CYVVeDRv7FSTey0hpq2EmXyaYVMNJAJ7,MIRROR / INCOMPLETE HOLD,Raw 8ad1acca… controls; not hash-frozen
GP-LB-STAT-002 Native Mirror,native_doc,,,1o1NI1H6SY1q_WOlyxuyk01KhcA3jYoO0RiAvtBq1yVQ,1CYVVeDRv7FSTey0hpq2EmXyaYVMNJAJ7,MIRROR / ACTIVE DELTA,Raw 5a00ca8e… controls
00_READ_FIRST — KIMI WO-063 Individual Landing,native_doc,,,1Getpf3PLqafNhCH86uHsaqSg-4KPS_KqNPZnPGOZWxE,1X2q2K_oPhzNQrQIIssX3GAxbtCs4GEpq,READ FIRST / ACTIVE INDEX,Links all primary raw and native carriers; controlling effect none
GP-LB-STAT-003_K3_MISSING_SQRT_AND_AO48_HANDOFF_RECONCILIATION_v1.0.md,raw_status_delta,7157,6b22a0840436b8157ed9b0df6ff7b4d6536a02a05a629e074a60125194b0bc16,11-H0mx2obq_wN7YYH0tL0BABlS-Nxm6y,1OF6zoI0RHFxxnQyEQOw5uTbZ_6pv56j2,ACTIVE ADDITIVE DELTA,Supersedes stale WP claims in later AO48 handoff; no theorem/Boolean change
GP-LB-STAT-003 Native Audit Mirror,native_doc,,,1_GSP8ANNi0-od5yQY-G8hgAIvtE0dwlQf6ddfuhUA50,1OF6zoI0RHFxxnQyEQOw5uTbZ_6pv56j2,MIRROR / ACTIVE DELTA,Raw 6b22a084… controls; date and rich-link chips verified
AO48-AUD-064,raw_adjudication,25860,406406fb2815686f83b0afd108cfce38176f5f66d095d59b094b83a7964d0391,1wV_F3nW-pyN0N3X-IRGAYG4v8bAXLP3s,0AGEUF_sx7o_MUk9PVA,ACTIVE ADDITIVE ADJUDICATION,Concurrent AO48 raw carrier; confirms missing-square-root defect and decertifies WP quantitative upper chain; no theorem/Boolean effect
00_READ_FIRST.md,raw_k3,5504,a64b86f8e225cf064cd46fcf2ace4f10ff9071e8d83fb34aa9a97f951c23a66a,1626tPV8quxHcWmqrHW7LxZrHVyptJ8yR,1-txt44n94bS8EQdlo1MTOZpGlJz92DTW,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
