Title,Open reading copy,Kind,Group,Reader key,Verification,Drive ID
DATA READING COPY digital_complete.json [7a2b7562ce61],https://docs.google.com/spreadsheets/d/1jPhUrqHj7iCSwG4RCtYx7QRPvSD9CX5fmhYhCGCWgAM/edit?usp=drivesdk,sheet,RESEARCH_SOURCE_CHECK_STATUS,7a2b7562ce614061d3915c70672e8b96f0ae044919e31e3798814058fcc328ab,LOCAL CELLS VERIFIED + NATIVE FIRST/LAST ROWS VERIFIED,1jPhUrqHj7iCSwG4RCtYx7QRPvSD9CX5fmhYhCGCWgAM
7b830f665ecf_page-10.png,https://drive.google.com/file/d/1eiY67md_UuC8-0O0JlYFxahkLAH7clPS/view?usp=drivesdk,binary,RESEARCH_SOURCE_CHECK_STATUS,7b830f665ecf18adbb7b6757e40bb52595ab48b5e131703b87e58c6101bda600,EXACT RAW BYTES VERIFIED — SHA-256 match,1eiY67md_UuC8-0O0JlYFxahkLAH7clPS
READING COPY  DO NOT USE [7e8e056d0ba9],https://docs.google.com/document/d/1yXVbUy0h_KQcxDjLlbGqyERCxtvPD1XsreaJCS7EH1o/edit?usp=drivesdk,docx,RESEARCH_SOURCE_CHECK_STATUS,7e8e056d0ba9d621e5b4ac51925ddd078d200ded95fbe0d6b4973638c9c0e181,NATIVE TEXT VERIFIED — original governs layout,1yXVbUy0h_KQcxDjLlbGqyERCxtvPD1XsreaJCS7EH1o
READING COPY GP_REC_E0_CONVERSION_READINESS_2026-08-02 [80b64b64ff9c],https://docs.google.com/document/d/1F5I8t3a24jOLW7QbQNgdDeUwWwqUGENeQtu0PPKYre4/edit?usp=drivesdk,docx,RESEARCH_SOURCE_CHECK_STATUS,80b64b64ff9c22138daaf576cbd3e58d3a45bc54e18b6b61e377e1f7e7cdefa0,NATIVE TEXT VERIFIED — original governs layout,1F5I8t3a24jOLW7QbQNgdDeUwWwqUGENeQtu0PPKYre4
81a479368f70_page-05.png,https://drive.google.com/file/d/1DF3bzKRY3NKjaCXZSE4HzLpwl5goeqHl/view?usp=drivesdk,binary,RESEARCH_SOURCE_CHECK_STATUS,81a479368f70f161f32fb0c1585aed8c665c5fe219712184f6a2f23534e082e9,EXACT RAW BYTES VERIFIED — SHA-256 match,1DF3bzKRY3NKjaCXZSE4HzLpwl5goeqHl
HISTORICAL WORKBOOK REGISTRY_FINAL [820e9866b05b],https://docs.google.com/spreadsheets/d/172bgUWy-76zoCsLjH_zEcemuSuW51MEENMhzq6ah_X4/edit?usp=drivesdk,xlsx,QUARANTINE_OR_HISTORY,820e9866b05b6abc573c65f7ac79c9ee0c338ce19c2a76c3b85fee1fdf5b9c5a,NATIVE WORKBOOK STRUCTURE READ — historical formulas not recalculated,172bgUWy-76zoCsLjH_zEcemuSuW51MEENMhzq6ah_X4
86346f764776_00_READ_ME_FIRST_V5.pdf,https://drive.google.com/file/d/16sy5Ns5FcW8JMOWMxtiHwtOiPui2vvNX/view?usp=drivesdk,binary,RESEARCH_SOURCE_CHECK_STATUS,86346f7647764229cfe4d9ffdb533ffd096dd68ef15d8035e7da8156f2f1c578-original,EXACT RAW BYTES VERIFIED — SHA-256 match,16sy5Ns5FcW8JMOWMxtiHwtOiPui2vvNX
READING COPY 02_EC-006_Planar_Truncated-Normal_Second-Moment_Identity [8900b21da2ec],https://docs.google.com/document/d/1h2kMJvbr7ox82SVzYXAo_burxP63Dm6YesWXGboZfdQ/edit?usp=drivesdk,binary,RESEARCH_SOURCE_CHECK_STATUS,8900b21da2ec7651b1ada1fb1e51b91ecf0fde0b816097ef6aba22ea23fd1c97,NATIVE TEXT VERIFIED — original governs layout,1h2kMJvbr7ox82SVzYXAo_burxP63Dm6YesWXGboZfdQ
READING COPY Text3 [898564274f12],https://docs.google.com/document/d/1g7Cl3vR7ZEM1NVXn6i-fIYKdJfhJsuEIt8xRiueAtZ8/edit?usp=drivesdk,docx,PERSONAL_EARLIER,898564274f120136d56c333d0cb688b250185ce677469f0bb7ab536a437dea69,NATIVE TEXT VERIFIED — original governs layout,1g7Cl3vR7ZEM1NVXn6i-fIYKdJfhJsuEIt8xRiueAtZ8
READING COPY Texts [89a0d969e2b4],https://docs.google.com/document/d/11Zjyeh1CQusa8eP0BfdVUZaB1t5EoEnhZPTqwUCO9BU/edit?usp=drivesdk,docx,PERSONAL_EARLIER,89a0d969e2b4fba196e425137d6b5d6c0dc0ca4ac04f469d6e4fa7e61e52b28d,NATIVE TEXT VERIFIED — original governs layout,11Zjyeh1CQusa8eP0BfdVUZaB1t5EoEnhZPTqwUCO9BU
8c8a4f0352b9_06_GAP_FILL_SUPPLEMENT_V2.pdf,https://drive.google.com/file/d/1sa3ErVDUshlpJF6m7Co7YObrEN1OiUhk/view?usp=drivesdk,binary,RESEARCH_SOURCE_CHECK_STATUS,8c8a4f0352b9b0512805be239aaaa219fbcf6d8bf01855d823fdc65f26f0aeb2-original,EXACT RAW BYTES VERIFIED — SHA-256 match,1sa3ErVDUshlpJF6m7Co7YObrEN1OiUhk
8c9a77ae64aa_05.pdf,https://drive.google.com/file/d/1QMqiu0ELzk2OjkJTgUNz3cBqLCl4Ac6W/view?usp=drivesdk,binary,RESEARCH_SOURCE_CHECK_STATUS,8c9a77ae64aac5849fa36e55d1f3cf5c25823fb24f9547560f81e45af065b514-original,EXACT RAW BYTES VERIFIED — SHA-256 match,1QMqiu0ELzk2OjkJTgUNz3cBqLCl4Ac6W
PICKLE STRUCTURE x0_derivs.pkl [8db2ecc2148f],https://docs.google.com/spreadsheets/d/16wd-1cdBhh41LwziJlJFQk1ppx0b9f34siZKbbj9w7k/edit?usp=drivesdk,sheet,RESEARCH_SOURCE_CHECK_STATUS,8db2ecc2148f76922d918d2d323fb57759dc2da67c0047905bb5df29c405fdf0,FULL NATIVE DATA VERIFIED — every row,16wd-1cdBhh41LwziJlJFQk1ppx0b9f34siZKbbj9w7k
READING COPY  DO NOT USE [91c481ca4619],https://docs.google.com/document/d/1cr0DIii414l4OO1s9QomZdeTa-fop0JzBjDpjsd9myQ/edit?usp=drivesdk,docx,RESEARCH_SOURCE_CHECK_STATUS,91c481ca4619513b58bd9042e1b9dd9a8e42006fa9519289a1bbb934d60fb8df,NATIVE TEXT VERIFIED — original governs layout,1cr0DIii414l4OO1s9QomZdeTa-fop0JzBjDpjsd9myQ
READING COPY 07_form.base [949a4b526f86],https://docs.google.com/document/d/1GaLASiyHSJRE4sY2sc1EGF54utVcSIx25RDuK3cR9ho/edit?usp=drivesdk,binary,RESEARCH_SOURCE_CHECK_STATUS,949a4b526f8631b4ea815dbc1396df7b430adbe4ac9c292dca2c884bbcbfc87f,NATIVE TEXT VERIFIED — original governs layout,1GaLASiyHSJRE4sY2sc1EGF54utVcSIx25RDuK3cR9ho
READING COPY 20_P02-LM-008_Exact_Determinant-Weighted_Palm-Tail_Transfer [98c5f2f2d922],https://docs.google.com/document/d/1thvWeAlOuoqFlTIU1-d59RELWH1hv4Rh-KVfQ70KW-w/edit?usp=drivesdk,binary,RESEARCH_SOURCE_CHECK_STATUS,98c5f2f2d92210df6192424d60f6957b31600a77ec81dad328846c6df16cfc0a,NATIVE TEXT VERIFIED — original governs layout,1thvWeAlOuoqFlTIU1-d59RELWH1hv4Rh-KVfQ70KW-w
DATA READING COPY wedge_mid.tsv [9aae130a4bc6],https://docs.google.com/spreadsheets/d/1PVrjKOZXixR-Y7JbEX_2NsPTQYEiQ4Ikdhfu5X0m080/edit?usp=drivesdk,sheet,RESEARCH_SOURCE_CHECK_STATUS,9aae130a4bc6b4824d7e0d3b1cebdc5a94fe3cce4ae464c10fe0dd1d4cc4b7e5,LOCAL CELLS VERIFIED + NATIVE FIRST/LAST ROWS VERIFIED,1PVrjKOZXixR-Y7JbEX_2NsPTQYEiQ4Ikdhfu5X0m080
READING DECODED CAPSULE BEGIN_FROZEN_REGISTER_ROWS_BASE64 [0f767e7b54c9],https://docs.google.com/document/d/1pQi0AqmmxQEb3RJlVInY_uF3dV56-ELMtEL5U5h0SIs/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_0f767e7b54c9,TEXT VERIFIED — display whitespace normalization only,1pQi0AqmmxQEb3RJlVInY_uF3dV56-ELMtEL5U5h0SIs
READING DECODED CAPSULE BEGIN_CHECKSUMS_BASE64 [225c81b54c04],https://docs.google.com/document/d/1WI5l4cQVemAQv2Pn6Q639T_d7GFF6yd00OEkE59ApTk/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_225c81b54c04,TEXT VERIFIED — display whitespace normalization only,1WI5l4cQVemAQv2Pn6Q639T_d7GFF6yd00OEkE59ApTk
READING DECODED CAPSULE GP-DATA-072-v1.0_p02_interval_cone_certificate.py [3001577cf214],https://docs.google.com/document/d/1FFZbuhn60m1jvatfh5xpcGWqpjtSkUOH6DEUMUhEASg/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_3001577cf214,TEXT VERIFIED — display whitespace normalization only,1FFZbuhn60m1jvatfh5xpcGWqpjtSkUOH6DEUMUhEASg
READING DECODED CAPSULE BEGIN_FULL_RESULT_BASE64 [39e3defddffe],https://docs.google.com/document/d/1ysQF8H7aHueyqnwW7LfR-6e2BdxrOwfR3HgZL8P_rSg/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_39e3defddffe,TEXT VERIFIED — display whitespace normalization only,1ysQF8H7aHueyqnwW7LfR-6e2BdxrOwfR3HgZL8P_rSg
READING DECODED CAPSULE BEGIN_BASE64_PAYLOAD [3b164dc908bb],https://docs.google.com/document/d/1gro0BVV0c_jX1cWOg7wwNUb1s9lMYBRNmHhCd9PWcKY/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_3b164dc908bb,TEXT VERIFIED — display whitespace normalization only,1gro0BVV0c_jX1cWOg7wwNUb1s9lMYBRNmHhCd9PWcKY
READING DECODED CAPSULE GP-DATA-218-v1.0_stable_key_guard_result.json [571bde274b3b],https://docs.google.com/document/d/1hfr5leTa4ucQSbbR7yx0zvuDDXglyIPAsgp9TX5Nvlc/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_571bde274b3b,TEXT VERIFIED — display whitespace normalization only,1hfr5leTa4ucQSbbR7yx0zvuDDXglyIPAsgp9TX5Nvlc
READING DECODED CAPSULE BEGIN_VALIDATION_SUMMARY_BASE64 [58ad2004690c],https://docs.google.com/document/d/1320zl8zGnC-LrOYov2XN38FvERtqWjmbnsh4KIyfrgQ/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_58ad2004690c,TEXT VERIFIED — display whitespace normalization only,1320zl8zGnC-LrOYov2XN38FvERtqWjmbnsh4KIyfrgQ
READING DECODED CAPSULE BEGIN_BASE64_GP_DATA_054 [7f061dd71032],https://docs.google.com/document/d/1MzFVWV4ujgRK-WQBhr_LnDyrObvB2YaaNvoxeyHPZ-I/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_7f061dd71032,TEXT VERIFIED — display whitespace normalization only,1MzFVWV4ujgRK-WQBhr_LnDyrObvB2YaaNvoxeyHPZ-I
READING DECODED CAPSULE BEGIN_LINK_VALIDATION_BASE64 [8871f8b5a4d4],https://docs.google.com/document/d/1QN58gMT-JbEj3Sz-HFFiseThIGYIIs99W508oCEJE0Q/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_8871f8b5a4d4,TEXT VERIFIED — display whitespace normalization only,1QN58gMT-JbEj3Sz-HFFiseThIGYIIs99W508oCEJE0Q
READING DECODED CAPSULE BEGIN_BASE64_PAYLOAD [9077c1afc48e],https://docs.google.com/document/d/10rrBmsdDCn_GsaaiIdbTJMbsHqeVa66oEeHM5wprq4M/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_9077c1afc48e,TEXT VERIFIED — display whitespace normalization only,10rrBmsdDCn_GsaaiIdbTJMbsHqeVa66oEeHM5wprq4M
READING DECODED CAPSULE dq018_sandbox_result.json [aaef4ba29e50],https://docs.google.com/document/d/1Io_-Givb0Edo8c6M-5uaujRTizbHYa9TlxA6ZSldT2s/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_aaef4ba29e50,TEXT VERIFIED — display whitespace normalization only,1Io_-Givb0Edo8c6M-5uaujRTizbHYa9TlxA6ZSldT2s
READING DECODED CAPSULE BEGIN_E3_RECONSTRUCTION_RECEIPT_BASE64 [af934e76efa0],https://docs.google.com/document/d/189G2_nX6JDgUqVRBebCkmdeQRzmTP8EoZH8QTuQhHvA/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_af934e76efa0,TEXT VERIFIED — display whitespace normalization only,189G2_nX6JDgUqVRBebCkmdeQRzmTP8EoZH8QTuQhHvA
READING DECODED CAPSULE BEGIN_ROOT_HASH_RECEIPT_BASE64 [ca1b4c0d55f5],https://docs.google.com/document/d/1xJCFMfpUs7lu8otbdYH4EpIxiv57dhyAzrj-IjWm1cM/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_ca1b4c0d55f5,TEXT VERIFIED — display whitespace normalization only,1xJCFMfpUs7lu8otbdYH4EpIxiv57dhyAzrj-IjWm1cM
READING DECODED CAPSULE GP-DATA-066-v1.0_p02_interval_certificate.py [f2032c3f1e04],https://docs.google.com/document/d/1MK3jwEFeZflNoQ-xfZ9YtxPeu6VtJWE8wqFoKG1-kuw/edit?usp=drivesdk,volume,CAPSULES,CAPSULE_RECOVERED_f2032c3f1e04,TEXT VERIFIED — display whitespace normalization only,1MK3jwEFeZflNoQ-xfZ9YtxPeu6VtJWE8wqFoKG1-kuw
READING FOUNDATION_HISTORY 001,https://docs.google.com/document/d/152ov2BKa2ZI07tgK_Pehzm6SpRw9Nhw7YXYkaSkshMM/edit?usp=drivesdk,volume,FOUNDATION_HISTORY,FOUNDATION_HISTORY_001,TEXT VERIFIED — display whitespace normalization only,152ov2BKa2ZI07tgK_Pehzm6SpRw9Nhw7YXYkaSkshMM
READING LEGACY_INSPIRATION 001,https://docs.google.com/document/d/1gA-NuCB4-VFoPbbSr3UOGjP-PGvePMNsCLysal4G0qY/edit?usp=drivesdk,volume,LEGACY_INSPIRATION,LEGACY_INSPIRATION_001,TEXT VERIFIED — display whitespace normalization only,1gA-NuCB4-VFoPbbSr3UOGjP-PGvePMNsCLysal4G0qY
READING LEGACY_INSPIRATION 002,https://docs.google.com/document/d/12zY6U2xMZe1DTzetgL7YO8-Qy-Z8C20NJcCqkuwwuz8/edit?usp=drivesdk,volume,LEGACY_INSPIRATION,LEGACY_INSPIRATION_002,TEXT VERIFIED — display whitespace normalization only,12zY6U2xMZe1DTzetgL7YO8-Qy-Z8C20NJcCqkuwwuz8
READING LEGACY_INSPIRATION 003,https://docs.google.com/document/d/1t9tKOEeDEVsZJ3KpwGt3Dxp4oFr0B9749FcaJAXJDpc/edit?usp=drivesdk,volume,LEGACY_INSPIRATION,LEGACY_INSPIRATION_003,TEXT VERIFIED — display whitespace normalization only,1t9tKOEeDEVsZJ3KpwGt3Dxp4oFr0B9749FcaJAXJDpc
READING LEGACY_INSPIRATION 004,https://docs.google.com/document/d/115gm2zt1tt_8ltuWabyRvQS5ZiLdyYij9RfCmWRAXsk/edit?usp=drivesdk,volume,LEGACY_INSPIRATION,LEGACY_INSPIRATION_004,TEXT VERIFIED — display whitespace normalization only,115gm2zt1tt_8ltuWabyRvQS5ZiLdyYij9RfCmWRAXsk
READING LEGACY_INSPIRATION 005,https://docs.google.com/document/d/1z6ptLjxuCFOaUKETWAkMvCWkQXGgSYZDBFfmOhHdXyQ/edit?usp=drivesdk,volume,LEGACY_INSPIRATION,LEGACY_INSPIRATION_005,TEXT VERIFIED — display whitespace normalization only,1z6ptLjxuCFOaUKETWAkMvCWkQXGgSYZDBFfmOhHdXyQ
READING LEGACY_INSPIRATION 006,https://docs.google.com/document/d/1c2M2PXoyxQEmywQl7oinc2tDoWr_d9yDVYdi9KqiEBM/edit?usp=drivesdk,volume,LEGACY_INSPIRATION,LEGACY_INSPIRATION_006,TEXT VERIFIED — display whitespace normalization only,1c2M2PXoyxQEmywQl7oinc2tDoWr_d9yDVYdi9KqiEBM
READING LEGACY_INSPIRATION 007,https://docs.google.com/document/d/1w77a6wl_08d4ps7FYM3tjd_CcdBDD8oA09pIVBVzt9A/edit?usp=drivesdk,volume,LEGACY_INSPIRATION,LEGACY_INSPIRATION_007,TEXT VERIFIED — display whitespace normalization only,1w77a6wl_08d4ps7FYM3tjd_CcdBDD8oA09pIVBVzt9A
READING LEGACY_INSPIRATION 008,https://docs.google.com/document/d/1GKQXnd-JtaBWSDq3gcwma0mLJrta9lTkG9b4CPg7tnQ/edit?usp=drivesdk,volume,LEGACY_INSPIRATION,LEGACY_INSPIRATION_008,TEXT VERIFIED — display whitespace normalization only,1GKQXnd-JtaBWSDq3gcwma0mLJrta9lTkG9b4CPg7tnQ
READING LEGACY_INSPIRATION 009,https://docs.google.com/document/d/10-eN35KAsQk6r4bG8ylDluwEd5-2Ozzt_c-27H_0k70/edit?usp=drivesdk,volume,LEGACY_INSPIRATION,LEGACY_INSPIRATION_009,TEXT VERIFIED — display whitespace normalization only,10-eN35KAsQk6r4bG8ylDluwEd5-2Ozzt_c-27H_0k70
READING LEGACY_INSPIRATION 010,https://docs.google.com/document/d/1bE1gNuO9SXT8dFU7HF4HT6SMAtHVVwnzUlUpjH_K0Lg/edit?usp=drivesdk,volume,LEGACY_INSPIRATION,LEGACY_INSPIRATION_010,TEXT VERIFIED — display whitespace normalization only,1bE1gNuO9SXT8dFU7HF4HT6SMAtHVVwnzUlUpjH_K0Lg
READING MULTIPLE_CONTEXTS 001,https://docs.google.com/document/d/1_d5E45_ncO899XCqJNBfubeYS-aj1N8IsTnBLohsD6k/edit?usp=drivesdk,volume,MULTIPLE_CONTEXTS,MULTIPLE_CONTEXTS_001,TEXT VERIFIED — display whitespace normalization only,1_d5E45_ncO899XCqJNBfubeYS-aj1N8IsTnBLohsD6k
READING MULTIPLE_CONTEXTS 002,https://docs.google.com/document/d/1KpQC8ko9S4XBPa3uVmWdET-jMBapsDX6A5V29wqwYzM/edit?usp=drivesdk,volume,MULTIPLE_CONTEXTS,MULTIPLE_CONTEXTS_002,TEXT VERIFIED — display whitespace normalization only,1KpQC8ko9S4XBPa3uVmWdET-jMBapsDX6A5V29wqwYzM
READING MULTIPLE_CONTEXTS 003,https://docs.google.com/document/d/1RaTFvjw_IcIESI7tEe5_lRiiP16fMTeytcTO9IP0Kbg/edit?usp=drivesdk,volume,MULTIPLE_CONTEXTS,MULTIPLE_CONTEXTS_003,TEXT VERIFIED — display whitespace normalization only,1RaTFvjw_IcIESI7tEe5_lRiiP16fMTeytcTO9IP0Kbg
READING OPERATIONS 001,https://docs.google.com/document/d/1jUT2hLHZMQPZdWtHkxYO_jbFGbIgdI4usrTagV6U_H0/edit?usp=drivesdk,volume,OPERATIONS,OPERATIONS_001,TEXT VERIFIED — display whitespace normalization only,1jUT2hLHZMQPZdWtHkxYO_jbFGbIgdI4usrTagV6U_H0
READING OPERATIONS 002,https://docs.google.com/document/d/1VIEYRdreQ-ge_ffOFDK3VrK4BBop0YHOzP5s9Zaw-LY/edit?usp=drivesdk,volume,OPERATIONS,OPERATIONS_002,TEXT VERIFIED — display whitespace normalization only,1VIEYRdreQ-ge_ffOFDK3VrK4BBop0YHOzP5s9Zaw-LY
READING OPERATIONS 003,https://docs.google.com/document/d/1VGAV8carf1mj7TM5K3MbYZ2x1CkiMcRGMeJTVNUuO04/edit?usp=drivesdk,volume,OPERATIONS,OPERATIONS_003,TEXT VERIFIED — display whitespace normalization only,1VGAV8carf1mj7TM5K3MbYZ2x1CkiMcRGMeJTVNUuO04
READING OPERATIONS 004,https://docs.google.com/document/d/1RV0TLvEwuoNtUzxs-kqhnZ1R_VrgMSfcXsYrr1h2tEQ/edit?usp=drivesdk,volume,OPERATIONS,OPERATIONS_004,TEXT VERIFIED — display whitespace normalization only,1RV0TLvEwuoNtUzxs-kqhnZ1R_VrgMSfcXsYrr1h2tEQ
READING PERSONAL_EARLIER 001,https://docs.google.com/document/d/13_i11ufM9DRRilgPYpbBr4vXoxaNtjIJLcbnQ7JkuWo/edit?usp=drivesdk,volume,PERSONAL_EARLIER,PERSONAL_EARLIER_001,TEXT VERIFIED — display whitespace normalization only,13_i11ufM9DRRilgPYpbBr4vXoxaNtjIJLcbnQ7JkuWo
READING QUARANTINE_OR_HISTORY 001,https://docs.google.com/document/d/16X2ARjcfikgU6laVvoDuviP7RdyA_TWawqWS3wIBtwE/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_001,TEXT VERIFIED — display whitespace normalization only,16X2ARjcfikgU6laVvoDuviP7RdyA_TWawqWS3wIBtwE
READING QUARANTINE_OR_HISTORY 002,https://docs.google.com/document/d/15Pg5jrZmJP8IBJA0-s9pjoGg_rC6EQcToTnvjGH1D84/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_002,TEXT VERIFIED — display whitespace normalization only,15Pg5jrZmJP8IBJA0-s9pjoGg_rC6EQcToTnvjGH1D84
READING QUARANTINE_OR_HISTORY 003,https://docs.google.com/document/d/1zaP3fwSHm80NJT0MvXQ0n5_Y4PyDp-m8qMXuW5z4oMQ/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_003,TEXT VERIFIED — display whitespace normalization only,1zaP3fwSHm80NJT0MvXQ0n5_Y4PyDp-m8qMXuW5z4oMQ
READING QUARANTINE_OR_HISTORY 004,https://docs.google.com/document/d/1sNKqfSd5OC3we38F4wtMnvsf1_3CX3_UDtP1xEWtusw/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_004,TEXT VERIFIED — display whitespace normalization only,1sNKqfSd5OC3we38F4wtMnvsf1_3CX3_UDtP1xEWtusw
READING QUARANTINE_OR_HISTORY 005,https://docs.google.com/document/d/1lFCaOIJdj3jaJXpEU0u7umm3Etcl-35O6dk39IHq4rI/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_005,TEXT VERIFIED — display whitespace normalization only,1lFCaOIJdj3jaJXpEU0u7umm3Etcl-35O6dk39IHq4rI
READING QUARANTINE_OR_HISTORY 006,https://docs.google.com/document/d/17qh3pJecJ_-_ar_Ro9DabUKrkpoaG4L8yw9g7aklNSc/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_006,TEXT VERIFIED — display whitespace normalization only,17qh3pJecJ_-_ar_Ro9DabUKrkpoaG4L8yw9g7aklNSc
READING QUARANTINE_OR_HISTORY 007,https://docs.google.com/document/d/1uEFgqUmfTsUbi1JlyeBLT_lAdR7qHT83LLEkrh9DNp8/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_007,TEXT VERIFIED — display whitespace normalization only,1uEFgqUmfTsUbi1JlyeBLT_lAdR7qHT83LLEkrh9DNp8
READING QUARANTINE_OR_HISTORY 008,https://docs.google.com/document/d/1mHVDqSkvFTB93Kk0IH4oHeX94sTMHed0QD6pGBaaBs4/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_008,TEXT VERIFIED — display whitespace normalization only,1mHVDqSkvFTB93Kk0IH4oHeX94sTMHed0QD6pGBaaBs4
READING QUARANTINE_OR_HISTORY 009,https://docs.google.com/document/d/1q4MDWWN4QIF9bVjlwhHfJ9S0usJTnoT__MeQFZhBJpw/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_009,TEXT VERIFIED — display whitespace normalization only,1q4MDWWN4QIF9bVjlwhHfJ9S0usJTnoT__MeQFZhBJpw
READING QUARANTINE_OR_HISTORY 010,https://docs.google.com/document/d/1YBzbnlM49rvHjenlT7YF7-nGRfm4jzkrVIeltWyEYl8/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_010,TEXT VERIFIED — display whitespace normalization only,1YBzbnlM49rvHjenlT7YF7-nGRfm4jzkrVIeltWyEYl8
READING QUARANTINE_OR_HISTORY 011,https://docs.google.com/document/d/1DftcC3xJrzwMcef27UnYR16SvSEJG3FeWeCvSH1_uZ8/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_011,TEXT VERIFIED — display whitespace normalization only,1DftcC3xJrzwMcef27UnYR16SvSEJG3FeWeCvSH1_uZ8
READING QUARANTINE_OR_HISTORY 012,https://docs.google.com/document/d/1fID5G4CfFipA0iDVTqp2I38RLc_gKUJIPJf86VHZJjQ/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_012,TEXT VERIFIED — display whitespace normalization only,1fID5G4CfFipA0iDVTqp2I38RLc_gKUJIPJf86VHZJjQ
READING QUARANTINE_OR_HISTORY 013,https://docs.google.com/document/d/1_b90JU1ALHJDrtag91ULBaBRzRNP-bvi3BKbLx4JSlM/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_013,TEXT VERIFIED — display whitespace normalization only,1_b90JU1ALHJDrtag91ULBaBRzRNP-bvi3BKbLx4JSlM
READING QUARANTINE_OR_HISTORY 014,https://docs.google.com/document/d/1FSPqtkUhcReoEiB0hvcJW8nq6RGU1LBhs5TOSgWGl14/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_014,TEXT VERIFIED — display whitespace normalization only,1FSPqtkUhcReoEiB0hvcJW8nq6RGU1LBhs5TOSgWGl14
READING QUARANTINE_OR_HISTORY 015,https://docs.google.com/document/d/1vuU318t_rmB9DIj0_8Jriu3xHy7PpP7XcU6GA5B1rSk/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_015,TEXT VERIFIED — display whitespace normalization only,1vuU318t_rmB9DIj0_8Jriu3xHy7PpP7XcU6GA5B1rSk
READING QUARANTINE_OR_HISTORY 016,https://docs.google.com/document/d/1cz0CQIIZ7r9bf4Zn_xALUfJRU_AqWqlSS2CXLq0nkqo/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_016,TEXT VERIFIED — display whitespace normalization only,1cz0CQIIZ7r9bf4Zn_xALUfJRU_AqWqlSS2CXLq0nkqo
READING QUARANTINE_OR_HISTORY 017,https://docs.google.com/document/d/1so6dVeIMX2GHJ-V5Gup0Z2EAUnjkEbG1ylCbnKVXkE4/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_017,TEXT VERIFIED — display whitespace normalization only,1so6dVeIMX2GHJ-V5Gup0Z2EAUnjkEbG1ylCbnKVXkE4
READING QUARANTINE_OR_HISTORY 018,https://docs.google.com/document/d/1jFSvZfN5Vjchgy8uq_uABOz3p6CqaZ4zEa7DrPAcFPg/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_018,TEXT VERIFIED — display whitespace normalization only,1jFSvZfN5Vjchgy8uq_uABOz3p6CqaZ4zEa7DrPAcFPg
READING QUARANTINE_OR_HISTORY 019,https://docs.google.com/document/d/1umMQCoUEyMOZP59sX19oJq9LowHkfJX5AqUADP0nljQ/edit?usp=drivesdk,volume,QUARANTINE_OR_HISTORY,QUARANTINE_OR_HISTORY_019,TEXT VERIFIED — display whitespace normalization only,1umMQCoUEyMOZP59sX19oJq9LowHkfJX5AqUADP0nljQ
